Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2149,13500,-27000,-19285,-23823,-27000,-27000,-18000,-1158,27000,17181,1800,-13500,-27000,-27000,-27000,-14130,-27000,1
2150,-13500,-27000,-27000,-11117,-27000,-27000,-27000,1036,27000,12272,-18000,-13500,-27000,-27000,-27000,-15900,-27000,1
2151,0,-27000,-11571,-4764,-27000,-27000,-27000,-3474,27000,2454,-5400,-13500,-27000,-27000,-27000,-17905,-27000,1
2154,0,-27000,-27000,-17470,-27000,-27000,-9000,2986,27000,12272,-14400,-13500,-27000,-27000,-27000,-18823,-16200,1
2157,13500,-27000,-11571,-23823,-27000,-27000,-18000,-6033,27000,7363,9000,-13500,-27000,-27000,-27000,-16290,-16200,1
2158,0,-27000,-11571,-20647,-27000,-27000,0,-25781,-27000,7363,23400,-13500,-27000,-27000,-27000,-11400,-16200,1
2159,0,-21600,-19285,-17470,-27000,-27000,-27000,1645,27000,17181,19800,-13500,-27000,-27000,-27000,-16375,-27000,1
2160,0,-27000,-27000,-17470,-27000,-27000,-18000,-19686,27000,-17181,-23400,-13500,-27000,-27000,-27000,-18270,-16200,1
2162,0,-27000,-11571,-20647,-27000,-27000,-27000,-14200,27000,-7363,10800,-13500,-27000,-27000,-27000,-15015,-27000,1
2163,0,-27000,-11571,-20647,-27000,-27000,-27000,-15054,27000,-12272,-12600,-13500,-27000,-27000,-27000,-18330,-16200,1
2166,-13500,-27000,-11571,-20647,-27000,-27000,-18000,-26024,27000,-7363,21600,-13500,-27000,-27000,-27000,-13952,-27000,1
2169,0,-27000,-19285,-20647,-27000,-27000,-27000,10178,27000,22090,-21600,-13500,-27000,-27000,-27000,-18100,-27000,1
2171,0,-27000,-27000,-17470,-27000,-27000,-27000,-20173,27000,22090,12600,-13500,-27000,-27000,-27000,-17640,-16200,1
2174,-13500,-16200,-19285,-20647,-27000,-27000,0,-19808,27000,17181,-16200,-13500,-27000,-27000,-27000,-9828,-27000,1
2190,13500,-27000,-11571,-17470,9000,-27000,-18000,-22733,27000,7363,5400,-13500,-27000,-27000,-27000,-5040,-27000,1
2193,0,-21600,-11571,-23823,-27000,-27000,-27000,-5911,27000,12272,-10800,-13500,-27000,-27000,-27000,-12690,-27000,1
2195,0,-27000,-19285,-20647,-27000,-27000,-27000,-18954,-27000,17181,-12600,-13500,-27000,-27000,-27000,-19500,-27000,1
2197,13500,-27000,-11571,-17470,-27000,-27000,-18000,-21027,27000,7363,7200,-13500,-27000,-27000,-27000,-10170,-16200,1
2198,0,-27000,-19285,-23823,-27000,27000,-9000,5668,27000,7363,-18000,-13500,-27000,-27000,-27000,-16475,-16200,1
2201,-13500,-27000,11571,20647,-9000,-27000,-27000,-16029,-27000,2454,-16200,-13500,-27000,-27000,-27000,-22140,-27000,1
2203,0,-27000,-11571,-20647,-9000,-27000,-27000,-6765,27000,12272,25200,-13500,-27000,-27000,-27000,-16740,-5400,1
2207,0,-27000,-27000,-11117,9000,-27000,-27000,1036,27000,12272,-18000,-13500,-27000,-27000,-27000,-13300,-27000,1
2213,0,-21600,-11571,-14294,-27000,-27000,-27000,-17735,27000,17181,-7200,-13500,-27000,-27000,-27000,-13500,-16200,1
2220,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-24318,27000,-17181,10800,-13500,-27000,-27000,-27000,-13500,-27000,1
2222,0,-27000,-27000,-20647,-27000,-27000,-27000,-5424,27000,-2454,-23400,-13500,-27000,-27000,-27000,-17000,-27000,1
2224,0,-27000,-19285,-14294,-27000,-27000,-27000,-6521,27000,7363,-27000,-13500,-27000,-27000,-27000,-17055,-27000,1
2228,0,-21600,-19285,-20647,-27000,-27000,-27000,-21027,27000,7363,-1800,-13500,-27000,-27000,-27000,-11790,-27000,1
2233,0,-27000,-11571,-27000,-27000,-27000,-18000,-23465,27000,-17181,-18000,-13500,-27000,-27000,-27000,-16930,-27000,1
2237,-13500,-27000,3857,-1588,-27000,-27000,-27000,-25781,27000,22090,7200,-13500,-27000,-27000,-27000,-17308,-27000,1
2238,0,-27000,-27000,-23823,-27000,-27000,-27000,-7740,27000,12272,0,-13500,-27000,-27000,-27000,-14310,-16200,1
2244,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-6033,27000,-2454,14400,-13500,-27000,-27000,-27000,-17500,-27000,1
2245,0,-27000,-27000,-23823,-27000,-27000,-27000,-18345,27000,-2454,-12600,-13500,-27000,-27000,-27000,-14310,-27000,1
2247,0,-27000,-11571,-11117,-27000,-27000,-18000,9081,27000,2454,14400,-13500,-27000,-27000,-27000,-16560,-16200,1
2251,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-4936,27000,17181,-9000,-13500,-27000,-27000,-27000,-15000,-27000,1
2252,0,-27000,-19285,-23823,9000,-27000,-27000,3108,27000,-2454,-18000,-13500,-27000,-27000,-27000,-15500,-16200,1
2253,0,-27000,-19285,-23823,-27000,-27000,-27000,-5790,-27000,17181,-10800,-13500,-27000,-27000,-27000,-20000,-27000,1
2255,0,-27000,-27000,-20647,9000,-27000,-27000,4205,27000,-2454,-1800,-13500,-27000,-27000,-27000,-15500,-16200,1
2256,0,-27000,-11571,-4764,-9000,-27000,-27000,-12372,27000,-7363,27000,-13500,-27000,-27000,-27000,-16035,-16200,1
2257,-13500,-27000,-19285,-27000,-27000,-27000,-27000,-23708,27000,12272,5400,-13500,-27000,-27000,-27000,-15185,-27000,1
2260,13500,-27000,-19285,-14294,-27000,-27000,-18000,-20051,27000,17181,27000,-13500,-27000,-27000,-27000,-13841,-16200,1
2269,0,-27000,-27000,-20647,9000,-27000,-27000,4205,27000,-2454,-1800,-13500,-27000,-27000,-27000,-15500,-16200,1
2272,-13500,-27000,11571,4764,-27000,-27000,-27000,-25659,27000,-7363,-12600,13500,-27000,-27000,-27000,-17500,-27000,1
2279,0,-27000,-27000,-23823,-27000,-27000,-27000,27000,27000,-12272,23400,-13500,-27000,-27000,-27000,-20500,-27000,1
2280,-13500,-27000,-27000,-17470,-27000,-27000,-27000,-6765,27000,22090,-27000,-13500,-27000,-27000,-27000,-16000,-27000,1
2281,0,-27000,-19285,-20647,9000,-27000,-27000,23952,27000,12272,18000,-13500,-27000,-27000,-27000,-16300,-27000,1
2282,0,-27000,-19285,-27000,-27000,-27000,9000,-8593,27000,-2454,19800,-13500,-27000,-27000,-27000,-7000,-27000,1
2283,0,-27000,-27000,-11117,-27000,-27000,-18000,-11397,27000,17181,-9000,-13500,-27000,-27000,-27000,-13769,-27000,1
2285,13500,-27000,-11571,-20647,-27000,-27000,-27000,-20173,27000,-12272,12600,-13500,-27000,-27000,-27000,-13994,-27000,1
2286,0,-27000,-11571,-17470,-9000,-27000,-27000,8837,27000,22090,-7200,-13500,-27000,-27000,-27000,-19945,-5400,1
2288,0,-27000,-19285,-17470,-27000,-27000,-18000,7252,27000,17181,-23400,-13500,-27000,-27000,-27000,-16120,-27000,1
2289,0,-27000,-27000,-17470,-27000,-27000,-18000,-25293,27000,-12272,-16200,-13500,-27000,-27000,-27000,-14400,-27000,1
2294,0,-27000,-27000,-20647,-9000,-27000,-27000,-20417,27000,22090,-9000,-13500,-27000,-27000,-27000,-19080,-27000,1
2296,-13500,-27000,19285,17470,-27000,-27000,-27000,-24927,27000,22090,7200,-13500,-27000,-27000,-27000,-17280,-27000,1
2298,0,-27000,-27000,-17470,-27000,-27000,-18000,-19686,27000,-17181,-10800,-13500,-27000,-27000,-27000,-18270,-27000,1
2299,0,-27000,-27000,-20647,-27000,-27000,-27000,11641,27000,12272,-1800,-13500,-27000,-27000,-27000,-15000,-27000,1
2300,0,-27000,-11571,-20647,-9000,-27000,-27000,-7374,27000,2454,27000,-13500,-27000,-27000,-27000,-17862,-27000,1
2303,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-14444,27000,-12272,5400,-13500,-27000,-27000,-27000,-15500,-27000,1
2304,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-6033,27000,-2454,14400,-13500,-27000,-27000,-27000,-17500,-27000,1
2307,0,-27000,-11571,-20647,-27000,-27000,-27000,914,27000,17181,10800,-13500,-27000,-27000,-27000,-18075,-27000,1
2312,0,-27000,-27000,-20647,-27000,-27000,-27000,-19198,27000,-7363,1800,0,-27000,-27000,-27000,-13000,-27000,1
2314,0,-27000,-19285,-23823,-27000,-27000,-27000,-25049,27000,17181,23400,-13500,-27000,-27000,-27000,-13000,-16200,1
2315,0,-27000,-27000,-20647,-9000,-27000,-27000,-24440,27000,-12272,-5400,-13500,-27000,-27000,-27000,-15300,-27000,1
2317,13500,-27000,-11571,-14294,-27000,-27000,-18000,-26146,27000,-12272,-12600,-13500,-27000,-27000,-27000,-11100,-27000,1
2318,0,-27000,-19285,-20647,-27000,-27000,-27000,-8349,27000,-2454,7200,-13500,-27000,-27000,-27000,-15690,-27000,1
2330,0,-27000,-19285,-17470,-9000,-27000,-27000,-10909,27000,-7363,0,-13500,-27000,-27000,-27000,-18075,-27000,1
2337,0,-27000,-19285,-20647,-27000,-27000,-27000,-6643,27000,-7363,7200,-13500,-27000,-27000,-27000,-15030,-16200,1
2339,0,-27000,-19285,-20647,-27000,-27000,-27000,-18954,-27000,17181,-12600,-13500,-27000,-27000,-27000,-19500,-27000,1
2341,0,-27000,-11571,-23823,9000,-27000,-27000,-15297,-27000,2454,-9000,-13500,-27000,-27000,-27000,-17550,-27000,1
2342,0,-27000,-11571,-23823,-27000,27000,-27000,-5058,27000,12272,-23400,-13500,-27000,-27000,-27000,-13410,-16200,1
2346,-13500,-27000,-11571,-23823,-27000,-27000,-27000,-12860,27000,-22090,21600,-13500,-27000,-27000,-27000,-20900,-27000,1
2350,-13500,-27000,-27000,-17470,-27000,-27000,-27000,-13225,27000,-7363,27000,0,-27000,-27000,-27000,-17000,-27000,1
2351,0,-27000,-11571,-20647,-9000,-27000,-27000,-25902,27000,17181,0,-13500,-27000,-27000,-27000,-13000,-16200,1
2352,0,-27000,-27000,-17470,-27000,-27000,-27000,-1036,27000,-2454,-16200,-13500,-27000,-27000,-27000,-14000,-27000,1
2354,0,-27000,-19285,-20647,-27000,-27000,-27000,-18954,-27000,17181,-12600,-13500,-27000,-27000,-27000,-19500,-27000,1
2356,0,-27000,-27000,-20647,-27000,-27000,-18000,-12250,27000,2454,19800,-13500,-27000,-27000,-27000,-17852,-27000,1
2360,0,-27000,-19285,-20647,-27000,-27000,-27000,10178,27000,22090,-21600,-13500,-27000,-27000,-27000,-18100,-27000,1
2361,-13500,-27000,-19285,-20647,-27000,-27000,-27000,-20295,27000,-7363,25200,-13500,-27000,-27000,-27000,-16065,-27000,1
2362,0,-27000,-11571,-23823,-9000,-27000,-27000,-20417,27000,22090,-7200,-13500,-27000,-27000,-27000,-18180,-16200,1
2366,0,-27000,-11571,-23823,-9000,-27000,-27000,-4693,27000,17181,23400,-13500,-27000,-27000,-27000,-18990,-5400,1
2369,13500,-27000,-19285,-23823,-27000,-27000,-18000,-18223,27000,7363,23400,-13500,-27000,-27000,-27000,-11069,-27000,1
2371,0,-21600,-19285,-20647,-27000,-27000,-27000,-2376,27000,7363,-1800,-13500,-27000,-27000,-27000,-15450,-5400,1
2373,0,-27000,-11571,-20647,-27000,-27000,-27000,914,27000,17181,10800,-13500,-27000,-27000,-27000,-18075,-27000,1
2374,0,-27000,-11571,-11117,-27000,-27000,-27000,6765,27000,12272,-19800,-13500,-27000,-27000,-27000,-19000,-27000,1
2375,0,-27000,-11571,-7941,-9000,-27000,-27000,-14688,27000,7363,-23400,-13500,-27000,-27000,-27000,-16290,-27000,1
2378,0,-27000,-11571,-17470,-27000,-27000,-18000,-21392,27000,12272,-9000,-13500,-27000,-27000,-27000,-12060,-16200,1
2379,0,-27000,-11571,-11117,-27000,-27000,-18000,-1036,27000,7363,-5400,-13500,-27000,-27000,-27000,-16034,-27000,1
2382,-13500,-27000,-27000,-23823,-27000,-27000,-27000,17004,27000,22090,-21600,-13500,27000,-22846,-27000,-17900,-27000,1
2390,0,-27000,-11571,-11117,-27000,-27000,-9000,-25415,-27000,7363,19800,-13500,-27000,-27000,-27000,-18471,-16200,1
2391,0,-27000,-11571,-23823,-27000,-27000,-18000,7984,27000,17181,23400,-13500,-27000,-27000,-27000,-16470,-16200,1
2394,0,-27000,-19285,-23823,-9000,-27000,-27000,-22977,27000,-7363,-12600,-13500,-27000,-27000,-27000,-16551,-27000,1
2402,0,-27000,-19285,-20647,-27000,-27000,-27000,6277,27000,-7363,-5400,-13500,-27000,-27000,-27000,-17500,-27000,1
2409,0,-16200,-11571,-20647,-27000,-27000,18000,-27000,27000,2454,-14400,-13500,-27000,-27000,-27000,-500,-27000,1
2411,0,-27000,-27000,-14294,9000,-27000,-18000,-19320,27000,-12272,-5400,-13500,-27000,-27000,-27000,-12550,-5400,1
2412,0,-27000,-27000,-17470,-27000,-27000,-27000,-14444,27000,-7363,-21600,-13500,-27000,-27000,-27000,-17500,-27000,1
2414,0,-27000,-19285,-14294,-9000,-27000,-27000,-19442,27000,-17181,-16200,-13500,-27000,-27000,-27000,-19725,-27000,1
2417,0,-16200,-11571,-27000,-27000,27000,0,-1767,27000,7363,-16200,-13500,-27000,-27000,-27000,-9270,-5400,1
2418,0,-27000,-27000,-14294,-27000,-27000,-27000,1645,27000,12272,21600,-13500,-27000,-27000,-27000,-15015,-27000,1
2423,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-22246,27000,-17181,-21600,-13500,-27000,-27000,-27000,-19350,-27000,1
2427,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-6033,27000,-2454,14400,-13500,-27000,-27000,-27000,-17500,-27000,1
2433,0,-27000,-27000,-11117,9000,-27000,-27000,1036,27000,12272,-18000,-13500,-27000,-27000,-27000,-13300,-27000,1
2434,0,-16200,-27000,-17470,-27000,-27000,0,-21514,27000,12272,-1800,-13500,-27000,-27000,-27000,-6210,-16200,1
2436,0,-27000,-27000,-20647,-27000,-27000,-27000,-1279,27000,-7363,7200,-13500,-27000,-27000,-27000,-17000,-27000,1
2445,0,-27000,-19285,-23823,-27000,-27000,-27000,-26878,-27000,7363,-10800,-13500,-27000,-27000,-27000,-16500,-27000,1
2450,-13500,-27000,-27000,-17470,-27000,-27000,-27000,-13225,27000,-7363,27000,0,-27000,-27000,-27000,-17000,-27000,1
2452,0,-27000,-27000,-14294,-9000,-27000,-27000,-16638,27000,2454,-5400,-13500,-27000,-27000,-27000,-17550,-27000,1
2454,0,-27000,-27000,-20647,-27000,-27000,-27000,-24683,27000,-22090,-7200,-13500,-27000,-27000,-27000,-17900,-16200,1
2458,13500,-27000,-11571,-11117,-27000,-27000,-18000,-21880,27000,-17181,1800,-13500,-27000,-27000,-27000,-14521,-16200,1
2462,0,-27000,-19285,-20647,-27000,-27000,-27000,8349,27000,-2454,1800,-13500,-27000,-27000,-27000,-19800,-27000,1
2467,0,-27000,-19285,-23823,-27000,27000,0,-26756,-27000,17181,-10800,-13500,-27000,-27000,-27000,-6500,-27000,1
2469,0,-16200,-11571,-17470,9000,-27000,0,-7862,27000,7363,5400,-13500,-27000,-27000,-27000,-5240,-5400,1
2470,0,-27000,-19285,-20647,9000,-27000,-27000,-14200,-27000,17181,-7200,-13500,-27000,-27000,-27000,-16000,-27000,1
2474,0,-16200,-11571,-11117,-27000,-27000,0,-5180,27000,-2454,-14400,-13500,-27000,-27000,-27000,-8774,-27000,1
2482,0,-27000,-27000,-23823,-27000,-27000,-18000,-16638,27000,-2454,-25200,-13500,-27000,-27000,-27000,-12960,-27000,1
2484,0,-27000,-11571,-14294,-27000,-27000,-27000,-12372,27000,22090,0,-13500,-27000,-27000,-27000,-20200,-27000,1
2485,0,-27000,-19285,-27000,-27000,-27000,-27000,-19564,27000,-2454,18000,-13500,-27000,-27000,-27000,-17010,-27000,1
2486,0,-27000,-27000,-20647,9000,-27000,-27000,4327,-27000,2454,-27000,-13500,-27000,-27000,-27000,-16850,-27000,1
2488,0,-27000,-27000,-23823,-27000,-27000,-27000,-22246,27000,-7363,-16200,-13500,-27000,-27000,-27000,-14310,-27000,1
2490,0,-27000,-11571,-23823,9000,-27000,-27000,-13591,-27000,2454,16200,-13500,-27000,-27000,-27000,-17550,-27000,1
2494,0,-27000,-27000,-14294,-27000,-27000,-18000,-16029,27000,12272,-16200,-13500,-27000,-27000,-27000,-12060,-27000,1
2496,0,-27000,-11571,-11117,-9000,-27000,-27000,-8471,27000,7363,7200,-13500,-27000,-27000,-27000,-17807,-27000,1
2497,0,-27000,-19285,-27000,-9000,-27000,-27000,-22733,27000,12272,18000,-13500,-27000,-27000,-27000,-17100,-27000,1
2501,0,-27000,-11571,-4764,-27000,-27000,-18000,-4814,27000,7363,-10800,-13500,-27000,-27000,-27000,-15780,-5400,1
2503,0,-27000,-11571,-23823,-27000,-27000,-18000,-23099,27000,17181,-1800,-13500,-27000,-27000,-27000,-10866,-27000,1
2507,0,-27000,-27000,-20647,9000,-27000,-27000,7862,27000,12272,0,-13500,-27000,-27000,-27000,-15300,-16200,1
2512,0,-27000,-27000,-23823,-9000,-27000,-27000,-18101,27000,22090,18000,-13500,-27000,-27000,-27000,-18200,-27000,1
2517,0,-27000,-11571,-14294,-27000,-27000,-27000,-21392,27000,-17181,3600,-13500,-27000,-27000,-27000,-20642,-27000,1
2522,0,-27000,-19285,-14294,-9000,-27000,-27000,-14810,27000,27000,18000,-13500,-27000,-27000,-27000,-18126,-27000,1
2523,0,-27000,-27000,-17470,-27000,-27000,-27000,-14444,27000,-17181,12600,-13500,-27000,-27000,-27000,-17070,-27000,1
2525,0,-27000,-11571,-23823,9000,-27000,-27000,-14444,-27000,2454,3600,-13500,-27000,-27000,-27000,-17550,-27000,1
2526,0,-16200,-27000,-11117,-27000,-27000,0,-17004,27000,7363,25200,-13500,-27000,-27000,-27000,-6750,-27000,1
2528,0,-27000,-11571,-27000,-27000,-27000,-27000,-24683,27000,-22090,9000,-13500,-27000,-27000,-27000,-17000,-16200,1
2529,0,-27000,-27000,-20647,9000,-27000,-27000,18954,27000,17181,-3600,-13500,-27000,-27000,-27000,-15800,-16200,1
2532,0,-27000,-19285,-23823,-27000,-27000,-27000,-19076,27000,-2454,7200,-13500,-27000,-27000,-27000,-14310,-27000,1
2533,-13500,-27000,-27000,-20647,9000,-27000,-27000,-14566,-27000,17181,0,-13500,-27000,-27000,-27000,-19000,-27000,1
2536,0,-27000,-19285,-20647,9000,-27000,-27000,-7374,27000,-17181,16200,-13500,-27000,-27000,-27000,-14000,-27000,1
2541,0,-27000,-27000,-17470,-27000,-27000,-27000,-2620,27000,7363,-12600,-13500,-27000,-27000,-27000,-19775,-16200,1
2544,0,-27000,-27000,-14294,-9000,-27000,-27000,-20417,27000,-17181,-27000,-13500,-27000,-27000,-27000,-22257,-27000,1
2546,0,-27000,-19285,-11117,-27000,-27000,-18000,-13469,27000,22090,9000,-13500,-27000,-27000,-27000,-17225,-16200,1
2548,0,-21600,-19285,-20647,-27000,-27000,-27000,-13713,27000,-7363,12600,-13500,-27000,-27000,-27000,-12690,-27000,1
2550,0,-27000,-27000,-20647,9000,-27000,-27000,8471,27000,7363,5400,-13500,-27000,-27000,-27000,-15500,-27000,1
2552,0,-27000,-19285,-20647,9000,-27000,-27000,23952,27000,12272,18000,-13500,-27000,-27000,-27000,-16300,-27000,1
2554,0,-27000,-11571,-23823,-9000,-27000,-27000,-6643,27000,17181,-27000,-13500,-27000,-27000,-27000,-17190,-27000,1
2556,0,-27000,-27000,-17470,-27000,-27000,-18000,11153,27000,27000,-27000,-13500,-27000,-27000,-27000,-17820,-16200,1
2557,0,-27000,-11571,-23823,-27000,-27000,-27000,-2255,27000,12272,-10800,-13500,-27000,-27000,-27000,-14310,-27000,1
2561,0,-27000,-11571,-23823,-9000,-27000,-27000,-24805,27000,17181,23400,-13500,-27000,-27000,-27000,-15000,-16200,1
2562,0,-27000,-27000,-14294,-27000,-27000,-27000,-3839,27000,17181,18000,-13500,-27000,-27000,-27000,-17370,-27000,1
2566,0,-27000,-27000,-17470,-27000,-27000,-27000,10056,27000,22090,-23400,-13500,-27000,-27000,-27000,-18100,-27000,1
2567,-13500,-21600,-27000,-17470,-27000,-27000,-27000,-5302,27000,7363,3600,-13500,-27000,-27000,-27000,-14550,-27000,1
2576,0,-27000,-19285,-27000,-9000,-27000,-27000,-25049,27000,7363,9000,-13500,-27000,-27000,-27000,-14100,-16200,1
2578,0,-27000,-27000,-23823,-27000,-27000,-18000,-12372,27000,17181,21600,-13500,-27000,-27000,-27000,-16560,-16200,1
2579,0,-27000,-27000,-17470,-9000,-27000,-27000,-22855,27000,-22090,16200,-13500,-27000,-27000,-27000,-20130,-16200,1
2583,0,-27000,-19285,-20647,-27000,-27000,-27000,6277,27000,-7363,-5400,-13500,-27000,-27000,-27000,-17500,-27000,1
2586,0,-27000,-27000,-20647,-27000,-27000,-27000,-4814,27000,12272,25200,-13500,-27000,-27000,-27000,-15210,-5400,1
2589,0,-27000,-19285,-11117,9000,-27000,-27000,-1036,27000,7363,12600,-13500,-27000,-27000,-27000,-14675,-27000,1
2592,0,-27000,-11571,-27000,9000,-27000,-27000,20051,27000,17181,12600,-13500,-27000,-27000,-27000,-15500,-16200,1
2606,0,-27000,-19285,-27000,-27000,-27000,-18000,3839,27000,12272,5400,-13500,-27000,-27000,-27000,-15480,-5400,1
2608,0,-27000,-19285,-23823,9000,-27000,-27000,-9325,27000,17181,10800,-13500,-27000,-27000,-27000,-11700,-27000,1
2610,-13500,-27000,-27000,-14294,-27000,-27000,-27000,-3230,27000,17181,3600,-13500,-27000,-27000,-27000,-17910,-5400,1
2615,0,-27000,-19285,-27000,-27000,-27000,-27000,-26146,-27000,12272,-16200,-13500,-27000,-27000,-27000,-14600,-16200,1
2619,0,-27000,-19285,-23823,-27000,-27000,-27000,-19564,27000,2454,12600,-13500,-27000,-27000,-27000,-17010,-27000,1
2621,-13500,-27000,-19285,-20647,-27000,-27000,-27000,-8471,27000,7363,18000,-13500,-27000,-27000,-27000,-17910,-27000,1
2623,0,-27000,-19285,-20647,-27000,-27000,-27000,-14810,27000,-17181,16200,-13500,-27000,-27000,-27000,-17670,-16200,1
2626,0,-27000,-19285,-11117,-27000,-27000,-27000,-14322,27000,-22090,23400,-13500,27000,-22846,-27000,-20857,-27000,1
2627,0,-27000,-11571,-23823,9000,-27000,-27000,-14444,-27000,2454,3600,-13500,-27000,-27000,-27000,-17550,-27000,1
2629,0,-27000,-19285,-20647,-27000,-27000,-27000,-26268,-27000,12272,-9000,-13500,-27000,-27000,-27000,-14300,-27000,1
2630,0,-27000,-11571,-11117,-9000,-27000,-27000,-8959,27000,2454,16200,-13500,-27000,-27000,-27000,-17832,-27000,1
2632,0,-27000,-27000,-23823,-27000,-27000,-18000,-20051,27000,-2454,-23400,-13500,-27000,-27000,-27000,-14364,-27000,1
2644,0,-27000,-11571,-27000,9000,-27000,-27000,-17857,27000,17181,25200,-13500,-27000,-27000,-27000,-16500,-27000,1
2645,13500,-27000,-27000,-20647,-27000,-27000,-18000,-15054,27000,-7363,1800,-13500,-27000,-27000,-27000,-10170,-27000,1
2647,0,-27000,-27000,-20647,-9000,-27000,-27000,-21392,27000,-17181,-21600,-13500,-27000,-27000,-27000,-20250,-27000,1
2649,0,-27000,-19285,-27000,-27000,-27000,-27000,7862,27000,17181,0,-13500,-27000,-27000,-27000,-18000,-27000,1
2653,0,-27000,-3857,-4764,-27000,-27000,-27000,-2620,27000,2454,-1800,-13500,-27000,-27000,-27000,-17905,-16200,1
2654,0,-27000,-27000,-17470,-27000,27000,-9000,-1889,27000,12272,-14400,-13500,-27000,-27000,-27000,-13950,-16200,1
2656,0,-27000,-27000,-20647,-27000,-27000,-18000,-17370,27000,-17181,-21600,-13500,-27000,-27000,-27000,-18270,-27000,1
2659,0,-27000,-11571,-20647,-27000,-27000,-27000,-19930,27000,-22090,-18000,-13500,-27000,-27000,-27000,-19605,-27000,1
2663,0,-27000,-11571,-14294,-27000,-27000,-27000,-7496,27000,-12272,19800,-13500,-27000,-27000,-27000,-18000,-27000,1
2672,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-6033,27000,-2454,14400,-13500,-27000,-27000,-27000,-17500,-27000,1
2673,0,-27000,-27000,-14294,-27000,-27000,-27000,-18589,27000,-17181,25200,-13500,-27000,-27000,-27000,-18755,-27000,1
2677,0,-27000,-19285,-20647,-27000,-27000,-18000,-10787,27000,7363,5400,-13500,-27000,-27000,-27000,-18755,-27000,1
2679,13500,-27000,-11571,-17470,-27000,-27000,-18000,-5180,27000,7363,-21600,-13500,-27000,-27000,-27000,-13994,-16200,1
2681,0,-27000,-11571,-23823,9000,-27000,-27000,-12738,-27000,7363,-27000,-13500,-27000,-27000,-27000,-17550,-27000,1
2683,0,-27000,-11571,-17470,-27000,-27000,-27000,2742,27000,17181,25200,-13500,-27000,-27000,-27000,-18415,-27000,1
2685,-13500,-27000,-19285,-23823,-9000,-27000,-27000,-3230,27000,12272,-23400,-13500,-27000,-27000,-27000,-17190,-27000,1
2688,0,-27000,-19285,-20647,-27000,-27000,-27000,-6521,27000,-12272,10800,-13500,-27000,-27000,-27000,-18500,-27000,1
2692,0,-27000,-27000,-23823,-27000,-27000,-27000,-7984,27000,-7363,3600,-13500,-27000,-27000,-27000,-18576,-27000,1
2693,13500,-27000,-11571,-23823,-27000,-27000,-18000,-10178,27000,12272,16200,-13500,-27000,-27000,-27000,-10800,-16200,1
2697,-13500,-27000,-19285,-20647,-27000,-27000,-27000,-22246,27000,-17181,-9000,-13500,-27000,-27000,-27000,-19350,-27000,1
2700,0,-27000,-11571,-20647,-27000,-27000,-27000,-2011,27000,2454,14400,-13500,-27000,-27000,-27000,-17905,-27000,1
2701,0,-27000,-27000,-14294,-27000,-27000,-27000,-15541,27000,-7363,3600,-13500,-27000,-27000,-27000,-14207,-27000,1
2704,0,-27000,-19285,-23823,9000,-27000,-27000,9690,27000,2454,25200,-13500,-27000,-27000,-27000,-15500,-16200,1
2707,0,-27000,-19285,-20647,-27000,-27000,-27000,-6521,27000,-12272,10800,-13500,-27000,-27000,-27000,-18500,-27000,1
2709,0,-27000,-19285,-27000,-9000,-27000,-27000,-27000,27000,7363,-16200,-13500,-27000,-27000,-27000,-17200,-16200,1
2710,0,-27000,19285,14294,-9000,-27000,-27000,-19198,27000,-17181,-10800,-13500,-27000,-27000,-27000,-19954,-27000,1
2713,0,-27000,-19285,-17470,9000,-27000,-27000,-1401,-27000,17181,-14400,-13500,-27000,-27000,-27000,-18400,-27000,1
2720,0,-27000,-27000,-23823,-27000,-27000,-27000,-13713,-27000,2454,0,-13500,-27000,-27000,-27000,-19350,-16200,1
2723,0,-16200,-27000,-20647,-27000,-27000,0,-11397,27000,-7363,19800,-13500,-27000,-27000,-27000,-6210,-5400,1
2724,13500,-27000,-11571,-17470,-27000,-27000,-18000,-15419,27000,-7363,10800,-13500,-27000,-27000,-27000,-12868,-16200,1
2734,0,-27000,-27000,-23823,-9000,-27000,-27000,-21270,27000,-17181,1800,-13500,-27000,-27000,-27000,-19890,-27000,1
2739,-13500,-27000,-11571,-23823,-27000,-27000,-27000,-22733,27000,-12272,1800,-13500,-27000,-27000,-27000,-17610,-27000,1
2740,13500,-27000,-11571,-23823,-27000,-27000,-18000,-8106,27000,2454,1800,-13500,-27000,-27000,-27000,-13230,-5400,1
2745,-13500,-27000,-27000,-17470,-27000,-27000,-27000,-23830,27000,22090,0,0,-27000,-27000,-27000,-19300,-27000,1
