Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
3330,0,-27000,-27000,-20647,-27000,-27000,-27000,-17613,27000,-17181,16200,-13500,-27000,-27000,-27000,-16020,-27000,0
3331,0,-27000,-27000,-17470,9000,-27000,-27000,-16273,27000,-7363,-23400,-27000,-27000,-27000,-27000,-15300,-16200,0
3333,0,-27000,-27000,-14294,-27000,-27000,-18000,-21270,27000,-12272,-7200,-13500,-27000,-27000,-27000,-15567,-16200,0
3334,0,-27000,-27000,-23823,-9000,-27000,-27000,-26878,-27000,7363,-16200,-13500,-27000,-27000,-27000,-18900,-5400,0
3335,0,-27000,-27000,-20647,9000,-27000,-27000,-22246,-27000,7363,-3600,-27000,-27000,-27000,-27000,-16100,-27000,0
3339,0,-27000,-11571,-23823,-27000,-27000,-18000,-8471,27000,-22090,7200,-27000,-27000,-27000,-27000,-20800,-16200,0
3342,-13500,-27000,-27000,-20647,9000,-27000,-27000,-20051,27000,12272,0,-27000,-27000,-27000,-27000,-17900,-27000,0
3344,-13500,-27000,-11571,-23823,-27000,-27000,-27000,-26268,-27000,17181,-9000,-13500,-27000,-27000,-27000,-17298,-16200,0
3345,0,-27000,-27000,-23823,-27000,-27000,-27000,-25659,27000,12272,23400,-13500,-27000,-27000,-27000,-12680,-27000,0
3346,0,-27000,-27000,-14294,-9000,-27000,-27000,-18954,27000,7363,27000,-13500,-27000,-27000,-27000,-14940,-27000,0
3347,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-7009,-27000,17181,-25200,-27000,-27000,-27000,-27000,-17000,-27000,0
3348,0,-27000,-27000,-14294,-27000,-27000,-18000,-18345,27000,-12272,-18000,-13500,-27000,-27000,-27000,-16417,-16200,0
3351,0,-21600,-11571,-14294,-27000,-27000,-27000,-14688,27000,-12272,-12600,-13500,-27000,-27000,-27000,-18472,-5400,0
3354,0,-27000,-11571,-11117,-9000,-27000,-27000,-16395,27000,-7363,10800,-27000,-27000,-27000,-27000,-18500,-27000,0
3356,0,-27000,-27000,-17470,-27000,-27000,-27000,-11641,27000,-17181,14400,-27000,-27000,-27000,-27000,-21500,-27000,0
3357,13500,-27000,-11571,-20647,9000,-27000,-18000,-21880,27000,-17181,7200,-13500,-27000,-27000,-27000,-8984,-16200,0
3359,0,-27000,-19285,-20647,-9000,-27000,-27000,-27000,27000,-12272,-1800,-13500,-27000,-27000,-27000,-18100,-27000,0
3362,0,-27000,-19285,-23823,-27000,-27000,-27000,-19686,-27000,12272,9000,-27000,-27000,-27000,-27000,-20500,-27000,0
3364,0,-27000,-11571,-20647,-9000,-27000,-27000,-21880,27000,27000,-12600,-13500,-27000,-27000,-27000,-19520,-16200,0
3366,-13500,-27000,-19285,-27000,-27000,-27000,-27000,-26512,27000,12272,-7200,-13500,-27000,-27000,-27000,-15989,-16200,0
3367,0,-27000,-27000,-17470,9000,-27000,-18000,-26146,27000,-12272,9000,-13500,-27000,-27000,-27000,-9600,-27000,0
3368,0,-27000,-19285,-23823,-27000,-27000,-27000,-20905,27000,7363,23400,-13500,-27000,-27000,-27000,-16020,-27000,0
3369,0,-27000,-19285,-23823,-27000,-27000,-18000,-20783,27000,17181,-14400,-13500,-27000,-27000,-27000,-13050,-16200,0
3370,0,-27000,-27000,-23823,-27000,27000,-27000,-26756,27000,7363,-18000,-13500,-27000,-27000,-27000,-9100,-5400,0
3371,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-26268,27000,-7363,27000,0,-27000,-27000,-27000,-17500,-27000,0
3372,0,-27000,-11571,-11117,-27000,-27000,-27000,-26512,-27000,7363,-3600,-13500,-27000,-27000,-27000,-16386,-16200,0
3374,0,-21600,-27000,-17470,9000,-27000,-27000,-8715,27000,-2454,0,-27000,-27000,-27000,-27000,-18000,-5400,0
3375,0,-27000,-11571,-23823,-27000,-27000,-18000,-25781,27000,12272,-9000,-13500,-27000,-27000,-27000,-10600,-5400,0
3377,0,-27000,-27000,-23823,-27000,-27000,-27000,-26024,-27000,12272,14400,-13500,-27000,-27000,-27000,-13700,-27000,0
3379,0,-27000,-11571,-27000,-27000,-27000,-27000,-21148,27000,22090,-5400,-27000,-27000,-27000,-27000,-19500,-27000,0
3381,0,-27000,-19285,-20647,-9000,27000,-27000,-19564,27000,22090,-9000,-13500,-27000,-27000,-27000,-17300,-16200,0
3382,13500,-27000,-19285,-20647,-27000,-27000,-27000,-16273,27000,2454,3600,-27000,-27000,-27000,-27000,-17310,-5400,0
3383,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-27000,27000,-2454,-14400,-27000,-27000,-27000,-27000,-16000,-27000,0
3384,0,-27000,-19285,-27000,-9000,-27000,-27000,-27000,27000,7363,-27000,-13500,-27000,-27000,-27000,-21096,-27000,0
3386,0,-27000,-11571,-14294,-9000,-27000,-27000,-18345,27000,22090,-21600,-13500,-27000,-27000,-27000,-14985,-5400,0
3387,13500,-27000,-19285,-27000,-27000,27000,-18000,-18345,27000,2454,14400,-13500,-27000,-27000,-27000,-12330,-5400,0
3388,0,-16200,-19285,-20647,-27000,-27000,0,-19930,27000,-17181,21600,-13500,-27000,-27000,-27000,-11615,-16200,0
3389,0,-27000,-11571,-17470,-27000,-27000,-27000,-23952,27000,-12272,-1800,-13500,-27000,-27000,-27000,-15860,-5400,0
3390,0,-27000,-27000,-17470,-27000,-27000,-27000,-26756,27000,-17181,0,0,-27000,-27000,-27000,-23000,-16200,0
3391,0,-27000,-27000,-17470,-9000,-27000,-27000,-24318,27000,12272,-1800,-13500,-27000,-27000,-27000,-13100,5400,0
3395,13500,-27000,-27000,-23823,-27000,-27000,-18000,-11275,27000,7363,1800,-13500,-27000,-27000,-27000,-12330,5400,0
3396,0,-27000,-11571,-17470,-27000,-27000,-27000,-18711,27000,-12272,-25200,-13500,-27000,-27000,-27000,-18007,-16200,0
3397,0,-27000,-27000,-17470,-27000,-27000,-27000,-26878,27000,-17181,-1800,-27000,-27000,-27000,-27000,-19000,-16200,0
3400,-13500,-27000,-27000,-23823,-27000,-27000,-18000,-26756,-27000,17181,-1800,-13500,-27000,-27000,-27000,-16528,-16200,0
3401,0,-27000,-11571,-14294,-27000,-27000,-27000,-14932,27000,-12272,-25200,-13500,-27000,-27000,-27000,-20763,-27000,0
3403,13500,-27000,-27000,-20647,-27000,-27000,-18000,-10544,27000,17181,-5400,-13500,-27000,-27000,-27000,-11880,5400,0
3405,0,-27000,-27000,-17470,-27000,-27000,-18000,-23830,27000,22090,-10800,-13500,-27000,-27000,-27000,-15193,-16200,0
3406,0,-27000,-27000,-20647,-27000,-27000,-27000,-21758,27000,22090,-9000,-13500,-27000,-27000,-27000,-14000,-16200,0
3407,0,-27000,-19285,-23823,-27000,-27000,-27000,-16760,27000,17181,-23400,-13500,-27000,-27000,-27000,-15120,5400,0
3408,-13500,-27000,-27000,-17470,-27000,-27000,-27000,-19320,27000,-7363,1800,-27000,-27000,-27000,-27000,-13400,-27000,0
3409,-13500,-27000,-27000,-20647,-9000,-27000,-27000,-26878,27000,27000,-18000,-13500,-27000,-27000,-27000,-19200,-16200,0
3411,0,-21600,-27000,-17470,-27000,-27000,-27000,-24318,27000,7363,-25200,-13500,-27000,-27000,-27000,-10100,-16200,0
3412,0,-27000,-27000,-20647,-27000,-27000,-18000,-12981,27000,27000,23400,-13500,-27000,-27000,-27000,-16259,-5400,0
3413,0,-27000,-27000,-17470,-27000,-27000,-18000,-17492,-27000,27000,-10800,-27000,-27000,-27000,-27000,-21000,-27000,0
3414,0,-27000,-19285,-17470,-27000,-27000,-27000,-23586,27000,-17181,-16200,-27000,-27000,-27000,-27000,-18300,-27000,0
3415,0,-27000,-11571,-17470,-27000,-27000,-27000,-13591,27000,-7363,-27000,-13500,-27000,-27000,-27000,-16075,-16200,0
3416,-13500,-27000,-27000,-23823,-9000,-27000,-27000,-26878,27000,7363,14400,-13500,-27000,-27000,-27000,-18881,-27000,0
3417,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26756,27000,-27000,-3600,0,-27000,-27000,-27000,-20400,-27000,0
3419,0,-21600,-27000,-23823,-27000,-27000,-27000,-24440,27000,7363,25200,-13500,-27000,-27000,-27000,-13000,-16200,0
3421,0,-27000,-19285,-20647,-27000,-27000,-27000,-20539,-27000,17181,-12600,-13500,-27000,-27000,-27000,-17550,-27000,0
3422,0,-27000,-11571,-14294,-27000,-27000,-27000,-23465,27000,22090,25200,-13500,-27000,-27000,-27000,-16600,-16200,0
3423,-13500,-27000,-27000,-23823,-9000,-27000,-27000,-27000,27000,-12272,-19800,-13500,-27000,-27000,-27000,-18100,-27000,0
3424,0,-27000,-27000,-23823,-27000,-27000,-27000,-18832,27000,-17181,18000,-27000,-27000,-27000,-27000,-18076,-16200,0
3425,0,-27000,-11571,-4764,-27000,-27000,-27000,-7374,27000,-2454,21600,-13500,-27000,-27000,-27000,-20347,-16200,0
3426,0,-27000,-27000,-17470,-9000,-27000,-27000,-7009,27000,2454,5400,-13500,-27000,-27000,-27000,-18150,-16200,0
3428,-13500,-27000,-27000,-20647,9000,-27000,-27000,8593,27000,2454,9000,-27000,-27000,-27000,-27000,-18000,-27000,0
3429,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-7009,-27000,17181,-25200,-27000,-27000,-27000,-27000,-17000,-27000,0
3430,0,-27000,-3857,-11117,-27000,-27000,-18000,-13713,27000,2454,-9000,-13500,-27000,-27000,-27000,-15674,-16200,0
3431,0,-27000,-19285,-17470,-9000,-27000,-27000,-26634,-27000,7363,-10800,-13500,-27000,-27000,-27000,-18900,-16200,0
3432,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-7009,-27000,17181,-25200,-27000,-27000,-27000,-27000,-17000,-27000,0
3433,0,-27000,-11571,-20647,-27000,-27000,-27000,-23343,-27000,12272,-19800,-13500,-27000,-27000,-27000,-17550,-16200,0
3434,0,-27000,-27000,-17470,-27000,-27000,-18000,-18711,27000,17181,3600,-13500,-27000,-27000,-27000,-13769,-5400,0
3435,13500,-27000,-27000,-17470,-27000,-27000,-27000,-25293,27000,-17181,-10800,-27000,-27000,-27000,-27000,-16800,-16200,0
3437,0,-27000,-19285,-20647,-27000,-27000,-27000,-10787,27000,-12272,16200,-27000,-27000,-27000,-27000,-18925,-16200,0
3439,0,-27000,-19285,-17470,-27000,-27000,-27000,-21270,27000,-17181,-3600,-13500,-27000,-27000,-27000,-19265,-16200,0
3440,-13500,-27000,-27000,-23823,-9000,-27000,-27000,-26756,27000,-2454,25200,-13500,-27000,-27000,-27000,-14300,-27000,0
3443,0,-27000,-19285,-20647,-27000,-27000,-27000,-23099,27000,-27000,-14400,-27000,-27000,-27000,-27000,-21200,-16200,0
3445,13500,-27000,-27000,-23823,-27000,-27000,-27000,-25171,27000,27000,19800,-27000,-27000,-27000,-27000,-20500,-16200,0
3446,-13500,-27000,-19285,-20647,-27000,-27000,-27000,-20051,27000,-2454,-10800,-27000,-27000,-27000,-27000,-19467,-27000,0
3447,0,-27000,-19285,-20647,-27000,-27000,-27000,-13347,27000,2454,3600,-13500,-27000,-27000,-27000,-16470,-16200,0
3448,0,-27000,-11571,-23823,-27000,-27000,-27000,-24074,27000,17181,0,-27000,-27000,-27000,-27000,-18500,-16200,0
3449,0,-27000,-19285,-20647,-27000,-27000,-27000,-26634,27000,-2454,-10800,-27000,-27000,-27000,-27000,-17933,-27000,0
3450,0,-16200,-19285,-23823,-27000,-27000,-27000,-19198,27000,7363,-18000,-13500,-27000,-27000,-27000,-6990,-16200,0
3451,0,-27000,-27000,-20647,-9000,-27000,-27000,-17004,27000,27000,-12600,-13500,-27000,-27000,-27000,-19080,-16200,0
3452,-13500,-27000,-11571,-27000,9000,-27000,-27000,20051,27000,17181,12600,-27000,-27000,-27000,-27000,-18000,-16200,0
3454,0,-27000,-19285,-17470,-9000,-27000,-27000,-4571,27000,2454,-16200,-13500,-27000,-27000,-27000,-18925,-16200,0
3455,0,-27000,-19285,-11117,-9000,-27000,-18000,-25415,-27000,12272,-14400,-27000,-27000,-27000,-27000,-18500,-27000,0
3456,-13500,-27000,-19285,-27000,-27000,-27000,-27000,-23708,-27000,22090,23400,0,-27000,-27000,-27000,-20500,-27000,0
3458,0,-27000,-27000,-20647,-27000,-27000,-27000,-9812,27000,12272,12600,-13500,-27000,-27000,-27000,-14620,-16200,0
3459,0,-27000,-27000,-20647,-9000,-27000,-27000,-26878,27000,17181,-7200,-13500,-27000,-27000,-27000,-16990,-16200,0
3460,0,-27000,-27000,-17470,-27000,-27000,9000,-26878,27000,-7363,-19800,-27000,-27000,-27000,-27000,-15100,-27000,0
3461,0,-27000,-11571,-17470,-27000,-27000,-27000,-21270,27000,2454,-27000,-13500,-27000,-27000,-27000,-15210,-16200,0
3462,-13500,-27000,-11571,-23823,-27000,-27000,-27000,-27000,-27000,12272,7200,27000,27000,-27000,-22344,-27000,-16200,0
3464,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-25659,-27000,17181,-16200,-27000,-27000,-27000,-27000,-12680,-27000,0
3465,0,-27000,-27000,-20647,-9000,-27000,-27000,-26756,27000,7363,-10800,-13500,-27000,-27000,-27000,-17501,-27000,0
3466,0,-27000,-11571,-20647,-27000,-27000,-27000,-23952,27000,2454,-27000,-27000,-27000,-27000,-27000,-19775,-27000,0
3468,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-26268,27000,-12272,7200,13500,-27000,-27000,-27000,-17500,-27000,0
3470,0,-27000,-27000,-14294,-27000,-27000,-27000,-27000,27000,7363,27000,-27000,-27000,-27000,-27000,-17500,-27000,0
3471,0,-27000,-27000,-20647,-27000,-27000,-18000,-26390,27000,12272,-5400,-13500,-27000,-27000,-27000,-8600,-16200,0
3473,-13500,-27000,-11571,-20647,-27000,-27000,-27000,-25902,27000,-17181,-9000,-27000,-27000,-27000,-27000,-21526,-27000,0
3474,0,-27000,-19285,-17470,-27000,-27000,-27000,2864,27000,27000,23400,-13500,-27000,-27000,-27000,-12419,-16200,0
3475,0,-27000,-19285,-14294,-27000,27000,-27000,-16882,-27000,7363,-19800,-13500,-27000,-27000,-27000,-19350,-16200,0
3476,0,-27000,-11571,-23823,-27000,-27000,-27000,-21636,27000,-12272,12600,-27000,-27000,-27000,-27000,-17500,-16200,0
3477,-27000,-16200,-27000,-23823,-27000,-27000,-9000,-25659,27000,7363,5400,-13500,-27000,-27000,-27000,-14240,-16200,0
3478,0,-27000,-27000,-20647,-27000,-27000,-27000,-26756,27000,-27000,10800,-13500,-27000,-27000,-27000,-18200,-16200,0
3479,0,-27000,-27000,-23823,-27000,27000,-27000,-18832,27000,-12272,-27000,-13500,-27000,-27000,-27000,-16090,-27000,0
3480,0,-27000,-11571,-20647,-27000,-27000,-18000,-19686,27000,7363,21600,-13500,-27000,-27000,-27000,-15840,-27000,0
3481,0,-27000,-11571,-11117,-27000,-27000,-27000,-18101,-27000,17181,-9000,-13500,-27000,-27000,-27000,-18075,5400,0
3482,0,-27000,-19285,-14294,-27000,-27000,-27000,-27000,27000,27000,5400,-13500,-27000,-27000,-27000,-18712,-27000,0
3484,-13500,-27000,-19285,-17470,-27000,-27000,-27000,-25902,-27000,17181,5400,-13500,27000,-22846,-27000,-15000,-16200,0
3485,0,-21600,-11571,-23823,-27000,-27000,-27000,-26390,27000,22090,5400,-13500,-27000,-27000,-27000,-16233,-5400,0
3487,0,-27000,-27000,-20647,-27000,-27000,-27000,-26024,27000,-22090,-19800,-13500,-27000,-27000,-27000,-17700,-16200,0
3488,-13500,-27000,-19285,-20647,-27000,-27000,-27000,-26268,27000,-22090,10800,-13500,-27000,-27000,-27000,-17700,-27000,0
3489,0,-27000,-11571,-23823,-27000,-27000,-18000,-26512,27000,-7363,23400,-13500,-27000,-27000,-27000,-13400,-16200,0
3491,0,-27000,-27000,-11117,-9000,-27000,-27000,-26268,27000,-17181,10800,-13500,-27000,-27000,-27000,-18108,-27000,0
3492,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26878,27000,-17181,12600,-13500,-27000,-27000,-27000,-17400,-16200,0
3494,0,-27000,-27000,-20647,-27000,-27000,-18000,-26268,27000,-17181,1800,-13500,-27000,-27000,-27000,-14600,-16200,0
3498,0,-27000,-27000,-20647,-27000,-27000,-18000,-23099,27000,-22090,-19800,-13500,-27000,-27000,-27000,-18070,-16200,0
3499,13500,-27000,-19285,-20647,-27000,-27000,0,-26634,27000,12272,18000,-13500,-27000,-27000,-27000,-333,27000,0
3500,0,-21600,-27000,-20647,-27000,-27000,-18000,-24196,27000,-2454,1800,-13500,-27000,-27000,-27000,-10950,-5400,0
3501,0,-27000,-27000,-17470,9000,-27000,-27000,-16760,-27000,27000,27000,-27000,-27000,-27000,-27000,-16967,-27000,0
3503,0,-27000,-19285,-23823,-27000,27000,-9000,-21880,-27000,27000,21600,-13500,-27000,-27000,-27000,-16950,-27000,0
3504,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-12494,27000,-2454,-16200,-27000,-27000,-27000,-27000,-16000,-27000,0
3505,0,-27000,-11571,-14294,-27000,-27000,-27000,-26268,-27000,7363,7200,-13500,-27000,-27000,-27000,-17200,-16200,0
3506,0,-27000,-11571,-20647,-27000,-27000,-27000,-18345,27000,-2454,1800,-27000,-27000,-27000,-27000,-18925,-16200,0
3507,0,-27000,-27000,-17470,-27000,-27000,-27000,-25049,27000,27000,23400,-13500,-27000,-27000,-27000,-13200,-16200,0
3510,0,-27000,-19285,-23823,-27000,-27000,-27000,-19198,27000,12272,-19800,-13500,-27000,-27000,-27000,-17145,5400,0
3511,0,-27000,-27000,-17470,-27000,-27000,-27000,-14444,27000,-7363,-21600,-27000,-27000,-27000,-27000,-19000,-27000,0
3512,0,-27000,-27000,-23823,-27000,-27000,-18000,-24318,27000,-7363,9000,-13500,-27000,-27000,-27000,-10500,-16200,0
3513,0,-27000,-11571,-20647,-27000,-27000,-27000,-19076,27000,27000,-21600,-27000,-27000,-27000,-27000,-20200,-16200,0
3515,0,-27000,-19285,-20647,-27000,-27000,-27000,-24074,-27000,27000,3600,-13500,-27000,-27000,-27000,-21642,-27000,0
3517,0,-21600,-27000,-17470,-27000,-27000,-27000,-26878,-27000,7363,18000,-27000,-27000,-27000,-27000,-17070,-27000,0
3518,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-19442,27000,12272,21600,-13500,-27000,-27000,-27000,-16882,-16200,0
3519,0,-27000,-3857,1588,-27000,-27000,-27000,-5668,27000,7363,-23400,-27000,-27000,-27000,-27000,-19775,-27000,0
3520,0,-27000,-19285,-17470,-27000,-27000,-27000,-1401,27000,7363,-1800,-13500,-27000,-27000,-27000,-17905,-16200,0
3521,0,-27000,-27000,-23823,-27000,-27000,-27000,-27000,27000,-7363,14400,-13500,-27000,-27000,-27000,-12900,-27000,0
3522,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26024,27000,17181,-18000,0,27000,-27000,-26068,-20500,-16200,0
3523,0,-27000,-27000,-20647,-27000,-27000,-27000,-12738,27000,2454,5400,-13500,-27000,-27000,-27000,-16470,-16200,0
3524,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-12494,27000,-12272,-1800,-13500,-27000,-27000,-27000,-17910,-27000,0
3525,0,-27000,-11571,-23823,-27000,-27000,-18000,-25659,27000,-7363,-14400,-13500,-27000,-27000,-27000,-14400,-16200,0
3526,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-14932,27000,-22090,5400,0,-27000,-27000,-27000,-18900,-27000,0
3527,0,-27000,-27000,-23823,-9000,-27000,-27000,-26146,27000,-17181,-25200,-13500,-27000,-27000,-27000,-18900,-16200,0
3528,0,-27000,-11571,-17470,-27000,-27000,-27000,-23465,27000,-12272,-1800,-13500,-27000,-27000,-27000,-16720,-16200,0
3530,0,-27000,-27000,-23823,-9000,27000,-27000,-26756,27000,-27000,0,-13500,27000,18692,-17689,-18400,-16200,0
3531,0,-27000,-27000,-17470,-27000,-27000,-27000,-23465,27000,17181,16200,-27000,-27000,-27000,-27000,-18500,-27000,0
3533,0,-27000,-11571,-14294,-27000,-27000,-9000,8593,27000,17181,12600,-13500,-27000,-27000,-27000,-18818,-16200,0
3534,0,-27000,-27000,-23823,-27000,-27000,-27000,-24440,-27000,17181,-16200,-27000,-27000,-27000,-27000,-18500,-16200,0
3535,0,-27000,-11571,-17470,-27000,-27000,-27000,-20417,27000,22090,-9000,-13500,-27000,-27000,-27000,-19275,-16200,0
3536,0,-27000,-27000,-23823,-27000,-27000,-27000,-27000,27000,12272,19800,0,-27000,-27000,-27000,-11000,-27000,0
3537,0,-27000,-27000,-17470,-27000,-27000,-27000,-26268,-27000,22090,18000,-27000,-27000,-27000,-27000,-21500,-27000,0
3539,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-24318,-27000,7363,18000,0,-27000,-27000,-27000,-20500,-27000,0
3542,13500,-27000,-27000,-23823,-27000,-27000,-18000,-21880,27000,-17181,10800,-13500,-27000,-27000,-27000,-13860,-16200,0
3543,-13500,-27000,-11571,-20647,-27000,-27000,-27000,-12981,27000,-22090,19800,-27000,-27000,-27000,-27000,-19400,-27000,0
3547,0,-27000,-27000,-17470,-27000,27000,-18000,-23465,27000,-22090,-23400,-13500,-27000,-27000,-27000,-16523,-27000,0
3548,0,-27000,-11571,-17470,-27000,-27000,-18000,-15785,-27000,27000,18000,-27000,-27000,-27000,-27000,-21000,-16200,0
3551,0,-27000,-27000,-23823,-27000,-27000,-27000,-22977,27000,-7363,16200,-13500,-27000,-27000,-27000,-16110,-27000,0
3552,0,-27000,-27000,-23823,-27000,-27000,-27000,-26756,27000,-22090,18000,-13500,-27000,-27000,-27000,-17700,-27000,0
3553,0,-27000,-27000,-20647,9000,-27000,-27000,-27000,-27000,7363,-3600,-27000,-27000,-27000,-27000,-16100,-27000,0
3556,0,-27000,-11571,-17470,-27000,-27000,-27000,-26146,27000,-27000,-14400,-13500,-27000,-27000,-27000,-19840,-27000,0
3557,-13500,-27000,-27000,-17470,-27000,-27000,-27000,-26268,27000,-22090,-25200,-27000,-27000,-27000,-27000,-20720,-27000,0
3559,13500,-27000,-27000,-20647,-27000,-27000,-18000,-20661,27000,12272,-16200,-13500,-27000,-27000,-27000,-12060,-5400,0
3560,0,-27000,-11571,-20647,-27000,-27000,-27000,-17492,27000,-7363,-3600,-13500,-27000,-27000,-27000,-15015,-5400,0
3562,0,-27000,-27000,-23823,-9000,-27000,-27000,-26024,27000,-7363,16200,-13500,-27000,-27000,-27000,-15100,-27000,0
3564,0,-27000,-11571,-11117,-27000,-27000,-18000,-20539,27000,22090,-9000,-13500,-27000,-27000,-27000,-17213,16200,0
3565,0,-27000,-27000,-20647,-9000,-27000,-27000,-24318,27000,2454,-18000,-13500,-27000,-27000,-27000,-13100,-16200,0
3566,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-25902,-27000,17181,25200,-27000,-27000,-27000,-27000,-17500,-27000,0
3567,-13500,-27000,-19285,-23823,-27000,-27000,-27000,-12616,27000,-2454,-18000,-27000,-27000,-27000,-27000,-16000,-27000,0
3569,0,-27000,-11571,-17470,9000,-27000,-27000,-2255,27000,17181,-18000,-13500,-27000,-27000,-27000,-13485,5400,0
3570,-13500,-27000,-27000,-20647,9000,-27000,-27000,-25293,-27000,12272,1800,-13500,-27000,-27000,-27000,-27000,-27000,0
3571,0,-27000,-19285,-27000,-9000,-27000,-27000,-15297,27000,-7363,12600,-13500,-27000,-27000,-27000,-15390,-16200,0
3576,-13500,-27000,-27000,-23823,-27000,-27000,-18000,-26268,27000,22090,-14400,0,-27000,-27000,-27000,-17600,-27000,0
3577,-13500,-27000,-11571,-17470,-27000,-27000,-27000,16760,27000,17181,-3600,-27000,-27000,-27000,-27000,-20000,-27000,0
3578,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-23099,-27000,22090,7200,-27000,-27000,-27000,-27000,-19700,-27000,0
3579,0,-27000,-27000,-17470,-9000,-27000,-27000,-17735,27000,-12272,-3600,-13500,-27000,-27000,-27000,-17550,-16200,0
3580,0,-27000,-19285,-27000,-9000,-27000,-27000,-14566,27000,17181,-12600,-13500,-27000,-27000,-27000,-16200,-16200,0
3581,0,-27000,-19285,-20647,-27000,-27000,-27000,-4083,27000,22090,9000,-27000,-27000,-27000,-27000,-20812,-27000,0
3582,0,-27000,-27000,-20647,-27000,-27000,-27000,-24927,-27000,17181,0,-27000,-27000,-27000,-27000,-22200,-27000,0
3583,0,-27000,-27000,-20647,-27000,-27000,-27000,-25293,27000,2454,9000,0,-27000,-27000,-27000,-16500,-27000,0
3584,0,-27000,-19285,-11117,-27000,-27000,-18000,-13225,27000,2454,-19800,-13500,-27000,-27000,-27000,-17706,-16200,0
3585,0,-21600,-19285,-23823,-27000,-27000,9000,-26024,27000,-7363,9000,-27000,-27000,-27000,-27000,-9620,-27000,0
3588,0,-27000,-11571,-1588,-27000,-27000,-27000,5790,27000,17181,3600,-13500,-27000,-27000,-27000,-20223,-16200,0
3589,0,-27000,-11571,-23823,-27000,-27000,9000,-9690,27000,12272,-21600,-27000,-27000,-27000,-27000,-16885,-27000,0
3590,-13500,-27000,-19285,-23823,9000,-27000,-18000,-18345,27000,17181,10800,-27000,-27000,-27000,-27000,-14350,-27000,0
3591,0,-27000,-11571,-20647,-27000,-27000,-18000,-21027,27000,-22090,-18000,-13500,-27000,-27000,-27000,-18555,-5400,0
3593,0,-27000,-19285,-20647,-27000,-27000,-27000,-26634,-27000,17181,-25200,-27000,-27000,-27000,-27000,-20500,-27000,0
3595,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-26878,-27000,7363,-7200,27000,-27000,-27000,-27000,-27000,-27000,0
3596,0,-27000,-11571,-23823,-27000,-27000,-27000,-24683,-27000,27000,7200,-27000,-27000,-27000,-27000,-21200,-27000,0
3598,0,-27000,-11571,-11117,-27000,-27000,-18000,-18711,27000,-12272,-18000,-13500,-27000,-27000,-27000,-15780,-16200,0
3600,0,-21600,-19285,-20647,-27000,-27000,-27000,8349,27000,-2454,1800,-27000,-27000,-27000,-27000,-18050,-16200,0
3603,0,-27000,-19285,-23823,-27000,-27000,-27000,-27000,-27000,12272,9000,0,-27000,-27000,-27000,-20500,-27000,0
3604,0,-27000,-19285,-23823,-27000,-27000,-27000,-5058,27000,-7363,-25200,-27000,-27000,-27000,-27000,-17000,-16200,0
3605,0,-27000,-19285,-20647,-27000,-27000,-27000,-18832,27000,27000,-25200,-27000,-27000,-27000,-27000,-19500,-27000,0
3606,0,-27000,-11571,-23823,-27000,-27000,-27000,-26146,27000,-12272,-10800,-13500,-27000,-27000,-27000,-18173,-27000,0
3607,13500,-27000,-27000,-17470,-27000,-27000,-27000,-25537,-27000,7363,7200,-13500,-27000,-27000,-27000,-14500,-5400,0
3608,0,-27000,-19285,-17470,-9000,-27000,-27000,-26268,27000,27000,-1800,-13500,-27000,-27000,-27000,-20370,-27000,0
3610,0,-27000,-27000,-14294,-27000,-27000,-27000,-26024,27000,-22090,1800,-13500,-27000,-27000,-27000,-17650,-16200,0
3611,0,-27000,-27000,-23823,-27000,-27000,-27000,-27000,-27000,7363,-5400,-13500,-27000,-27000,-27000,-13200,-27000,0
3612,0,-16200,-11571,-11117,-27000,-27000,0,-16151,27000,2454,-16200,-13500,-27000,-27000,-27000,-8627,-16200,0
3614,-13500,-27000,-19285,-27000,-27000,-27000,-27000,-27000,27000,-17181,9000,0,27000,-27000,-14896,-20500,-16200,0
3615,0,-27000,-27000,-20647,9000,-27000,-27000,-22246,-27000,7363,-3600,-27000,-27000,-27000,-27000,-16100,-27000,0
