no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,RowNum,booking_status
0,-27000,-11571,-14294,-9000,-27000,-27000,-12250,27000,22090,0,-27000,-27000,-27000,-27000,-20750,-27000,2509,0
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-22489,27000,17181,-5400,-27000,-27000,-27000,-27000,-17500,-27000,2510,0
-13500,-27000,-19285,-20647,-27000,-27000,-27000,-26512,27000,22090,9000,0,27000,-22846,-24206,-20500,-16200,2511,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-27000,27000,-27000,18000,0,-27000,-27000,-27000,-19100,-27000,2513,0
-13500,-27000,-27000,-27000,-27000,-27000,18000,-26146,27000,17181,-10800,-13500,-27000,-27000,-27000,-27000,-16200,2514,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-25415,27000,-2454,7200,-13500,-27000,-27000,-27000,-13900,-16200,2515,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-10665,-27000,27000,-21600,-27000,-27000,-27000,-27000,-20500,-27000,2516,0
-13500,-27000,-19285,-23823,-27000,-27000,-27000,-26512,27000,12272,5400,13500,-27000,-27000,-27000,-17500,-27000,2518,0
0,-27000,-27000,-17470,-9000,-27000,-27000,-17126,27000,-17181,-12600,-13500,-27000,-27000,-27000,-20250,-16200,2519,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-24318,27000,27000,5400,-13500,-27000,-27000,-27000,-18160,-5400,2520,0
0,-27000,-19285,-20647,9000,27000,-27000,-25171,27000,-22090,-7200,-27000,-27000,-27000,-27000,-15820,-27000,2521,0
0,-27000,-27000,-14294,-27000,27000,-27000,-26878,-27000,7363,-9000,-13500,-27000,-27000,-27000,-16500,-16200,2524,0
-27000,-16200,-27000,-23823,-27000,27000,0,-27000,27000,-12272,-14400,-13500,-27000,-27000,-27000,-26400,-27000,2527,0
-13500,-27000,-11571,-17470,-27000,-27000,-27000,-26268,27000,22090,-18000,-13500,-27000,-27000,-27000,-10580,-5400,2530,0
0,-27000,-11571,-17470,-27000,-27000,-18000,-3961,27000,2454,1800,-13500,-27000,-27000,-27000,-17055,-16200,2531,0
-13500,-27000,-27000,-23823,-9000,-27000,-27000,-26146,27000,27000,-1800,-13500,-27000,-27000,-27000,-21764,-16200,2534,0
0,-27000,-19285,-23823,-27000,27000,-27000,-16029,27000,7363,7200,-13500,-27000,-27000,-27000,-14310,-16200,2535,0
0,-27000,-19285,-23823,-27000,-27000,-27000,-19320,-27000,17181,-10800,-13500,-27000,-27000,-27000,-18075,-16200,2537,0
-13500,-27000,-27000,-20647,9000,-27000,-27000,4327,-27000,2454,-27000,-27000,-27000,-27000,-27000,-19000,-27000,2538,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-26878,27000,2454,7200,-13500,-27000,-27000,-27000,-15900,-5400,2539,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-16516,-27000,12272,14400,-27000,-27000,-27000,-27000,-18250,-27000,2540,0
0,-27000,-27000,-23823,-27000,-27000,-18000,-25902,27000,2454,-14400,27000,27000,-27000,-22344,-27000,-5400,2542,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-19320,-27000,22090,-7200,-13500,-27000,-27000,-27000,-18500,-16200,2543,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-6521,27000,7363,-14400,-27000,-27000,-27000,-27000,-19775,-27000,2545,0
0,-27000,-27000,-20647,9000,-27000,-18000,-16395,27000,22090,3600,-13500,-27000,-27000,-27000,-13319,-16200,2547,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-24562,27000,2454,5400,-13500,-27000,-27000,-27000,-17837,-16200,2549,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-5668,27000,22090,-7200,-13500,-27000,-27000,-27000,-18699,-5400,2551,0
-13500,-27000,-11571,-23823,-9000,-27000,-27000,-26878,27000,-17181,7200,-13500,-27000,-27000,-27000,-19505,-16200,2553,0
0,-27000,-11571,-20647,-9000,-27000,-27000,-26268,27000,7363,-16200,-13500,-27000,-27000,-27000,-12200,-27000,2555,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-7009,27000,7363,-19800,-13500,-27000,-27000,-27000,-16470,5400,2558,0
0,-21600,-19285,-20647,-27000,-27000,-27000,-16516,27000,2454,-27000,-27000,-27000,-27000,-27000,-16231,-16200,2559,0
0,-27000,-19285,-14294,-9000,-27000,-27000,-21636,27000,22090,0,-13500,-27000,-27000,-27000,-19520,-16200,2560,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-27000,27000,-7363,3600,0,-27000,-27000,-27000,-13000,-27000,2563,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-24805,27000,27000,27000,-13500,-27000,-27000,-27000,-15432,-5400,2564,0
-13500,-27000,-27000,-23823,-27000,-27000,-18000,-21027,27000,-17181,-12600,-13500,-27000,-27000,-27000,-20278,-16200,2565,0
0,-27000,-11571,-27000,-27000,-27000,-27000,-25415,27000,-2454,5400,-27000,-27000,-27000,-27000,-17500,-5400,2568,0
0,-16200,-27000,-23823,-9000,-27000,-18000,-27000,27000,12272,0,-13500,-27000,-27000,-27000,-12241,-27000,2569,0
0,-27000,-27000,-14294,-27000,-27000,-27000,-26634,27000,27000,9000,-13500,-27000,-27000,-27000,-18712,-16200,2570,0
0,-27000,-19285,-23823,-27000,-27000,-27000,-17248,27000,7363,19800,-13500,-27000,-27000,-27000,-13860,-5400,2571,0
0,-27000,-19285,-27000,-9000,-27000,-27000,-27000,27000,-7363,-12600,-13500,-27000,-27000,-27000,-18100,-27000,2572,0
0,-27000,-19285,-27000,-27000,-27000,-18000,-26512,-27000,12272,9000,-13500,-27000,-27000,-27000,-11500,-16200,2573,0
0,-27000,-19285,-20647,-27000,-27000,-18000,-9690,27000,-2454,-10800,-13500,-27000,-27000,-27000,-14100,-16200,2574,0
-13500,-27000,-19285,-23823,-27000,-27000,-27000,-25781,27000,12272,5400,-13500,-27000,-27000,-27000,-12100,-5400,2575,0
0,-27000,-11571,-17470,-27000,-27000,-18000,-12738,27000,17181,23400,-13500,-27000,-27000,-27000,-16596,-16200,2577,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-3595,27000,-2454,14400,-27000,-27000,-27000,-27000,-17500,-27000,2580,0
-13500,-27000,-19285,-27000,-27000,-27000,-27000,-26634,27000,-17181,-18000,-13500,-27000,-27000,-27000,-17400,-27000,2581,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-26756,27000,-2454,1800,-13500,-27000,-27000,-27000,-12900,-16200,2582,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-16516,-27000,12272,14400,-27000,-27000,-27000,-27000,-16500,-27000,2584,0
0,-27000,-11571,-14294,-27000,-27000,-9000,-25171,27000,-27000,21600,-13500,-27000,-27000,-27000,-19212,-27000,2585,0
0,-27000,-19285,-14294,-9000,-27000,-27000,-15419,27000,-12272,19800,-13500,-27000,-27000,-27000,-18075,-16200,2587,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-24805,27000,2454,-9000,-13500,-27000,-27000,-27000,-15954,-16200,2588,0
0,-27000,-11571,-11117,-9000,-27000,-27000,-20539,27000,27000,1800,-13500,-27000,-27000,-27000,-19520,-5400,2590,0
0,-27000,-19285,-20647,-9000,-27000,-27000,-26146,27000,-2454,-5400,-13500,-27000,-27000,-27000,-16767,-16200,2591,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-26024,27000,2454,5400,-13500,-27000,-27000,-27000,-14400,-16200,2593,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-7862,27000,27000,-14400,-27000,-27000,-27000,-27000,-20200,-27000,2594,0
-13500,-27000,-11571,-14294,-27000,-27000,-27000,-16882,27000,-17181,-7200,-27000,-27000,-27000,-27000,-22333,-27000,2595,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-26878,27000,-2454,1800,-27000,-27000,-27000,-27000,-19500,-16200,2596,0
0,-21600,-27000,-14294,-27000,-27000,-18000,-8959,27000,-7363,3600,-13500,-27000,-27000,-27000,-16181,-5400,2597,0
0,-27000,-11571,-23823,9000,-27000,-27000,-15297,-27000,2454,-9000,-27000,-27000,-27000,-27000,-17550,-27000,2598,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-23586,27000,-27000,16200,-13500,-27000,-27000,-27000,-18390,-16200,2599,0
-13500,-27000,-3857,-11117,-27000,-27000,-27000,-26512,27000,-27000,16200,-13500,-27000,-27000,-27000,-20592,-16200,2600,0
0,-27000,-19285,-27000,-27000,-27000,-27000,5058,-27000,12272,9000,-27000,-27000,-27000,-27000,-20300,-27000,2601,0
-13500,-27000,-27000,-23823,-9000,-27000,-27000,-26878,27000,-2454,10800,-13500,-27000,-27000,-27000,-17452,-16200,2602,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-14079,27000,27000,19800,-13500,-27000,-27000,-27000,-16600,-16200,2603,0
0,-27000,-27000,-20647,-9000,-27000,-27000,-26024,27000,-17181,16200,-13500,-27000,-27000,-27000,-13100,-16200,2604,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-16151,27000,-12272,3600,-13500,-27000,-27000,-27000,-17905,-16200,2605,0
0,-27000,-27000,-17470,-9000,-27000,-27000,-25781,27000,-2454,9000,-13500,-27000,-27000,-27000,-15767,-16200,2607,0
0,-16200,-11571,-20647,-27000,-27000,9000,-20295,27000,17181,9000,-13500,-27000,-27000,-27000,-14040,-27000,2609,0
-13500,-27000,-19285,-23823,-27000,-27000,-27000,-26390,27000,-7363,12600,-27000,-27000,-27000,-27000,-17000,-16200,2611,0
0,-27000,-19285,-17470,-9000,-27000,-27000,-16395,27000,2454,-3600,-13500,-27000,-27000,-27000,-17550,-16200,2612,0
-13500,-27000,-27000,-17470,-27000,-27000,-18000,-10787,27000,-7363,1800,-13500,-27000,-27000,-27000,-15570,-27000,2613,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-22733,27000,-7363,14400,-13500,-27000,-27000,-27000,-17190,-16200,2614,0
0,-27000,-19285,-23823,-27000,-27000,-27000,-12372,27000,-12272,12600,-13500,-27000,-27000,-27000,-17480,-27000,2616,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-26024,27000,2454,18000,0,-27000,-27000,-27000,-19500,-27000,2617,0
0,-21600,-11571,-20647,-27000,-27000,-27000,-24074,27000,12272,-10800,-27000,-27000,-27000,-27000,-14200,-5400,2618,0
-13500,-27000,-27000,-20647,-27000,-27000,-18000,-26756,27000,7363,-23400,0,-27000,-27000,-27000,-17600,-27000,2620,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-23221,27000,17181,-21600,-13500,-27000,-27000,-27000,-14490,-16200,2622,0
0,-27000,-27000,-20647,9000,-27000,-27000,-14566,-27000,17181,0,-27000,-27000,-27000,-27000,-16100,-27000,2624,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-16151,27000,-12272,-7200,-13500,-27000,-27000,-27000,-17370,-16200,2625,0
0,-27000,-19285,-23823,9000,-27000,-27000,-26634,27000,-7363,9000,-27000,-27000,-27000,-27000,-15800,-16200,2628,0
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-18345,27000,-2454,-3600,-27000,-27000,-27000,-27000,-15000,-27000,2631,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-26878,27000,2454,23400,-13500,-27000,-27000,-27000,-16100,-27000,2633,0
0,-27000,-19285,-20647,-9000,-27000,-27000,-20173,27000,-7363,-5400,-13500,-27000,-27000,-27000,-15390,-16200,2634,0
-13500,-27000,-27000,-14294,-9000,-27000,-27000,-24927,27000,-27000,18000,-13500,-27000,-27000,-27000,-21500,-27000,2635,0
0,-27000,-11571,-14294,-27000,-27000,-27000,-19198,27000,7363,-3600,-13500,-27000,-27000,-27000,-13410,-16200,2636,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-26512,-27000,7363,5400,-13500,-27000,-27000,-27000,-16400,-16200,2637,0
0,-16200,-27000,-17470,-27000,-27000,0,-24805,27000,-22090,-9000,-13500,-27000,-27000,-27000,-9900,-27000,2638,0
-13500,-27000,-19285,-27000,-9000,-27000,-27000,-24074,27000,-7363,-25200,-13500,-27000,-27000,-27000,-14600,-16200,2639,0
0,-27000,-19285,-23823,9000,-27000,-27000,-16273,-27000,17181,-19800,-27000,-27000,-27000,-27000,-15780,-27000,2640,0
0,-27000,-27000,-17470,-27000,27000,-9000,-18954,27000,-22090,-12600,-13500,-27000,-27000,-27000,-18945,-16200,2641,0
-13500,-27000,-19285,-20647,-27000,-27000,-27000,-304,-27000,12272,-21600,-27000,-27000,-27000,-27000,-19333,-27000,2642,0
-27000,-16200,-27000,-23823,-27000,-27000,-9000,-21636,27000,22090,5400,-13500,-27000,-27000,-27000,-18756,-5400,2643,0
-13500,-27000,-19285,-27000,-27000,-27000,-27000,-26390,-27000,22090,-14400,0,27000,-27000,-26068,-20500,-27000,2646,0
-13500,-27000,-27000,-20647,9000,-27000,-27000,-17979,-27000,12272,3600,-27000,-27000,-27000,-27000,-18300,-27000,2648,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-26878,-27000,12272,-3600,-27000,-27000,-27000,-27000,-18000,-27000,2650,0
0,-27000,-19285,-17470,-27000,-27000,-18000,-22246,27000,27000,23400,-13500,-27000,-27000,-27000,-6892,-27000,2651,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-18589,27000,17181,25200,-13500,-27000,-27000,-27000,-17415,-5400,2652,0
0,-27000,-27000,-14294,-27000,-27000,-18000,-20783,-27000,22090,-9000,-27000,-27000,-27000,-27000,-20100,-16200,2655,0
0,-16200,-19285,-17470,-27000,-27000,0,-25293,27000,12272,-27000,-13500,-27000,-27000,-27000,-6000,-16200,2657,0
13500,-27000,-27000,-20647,-27000,27000,-18000,-11519,27000,17181,3600,-13500,-27000,-27000,-27000,-10980,-16200,2658,0
0,-27000,-11571,-14294,-27000,-27000,-27000,-15419,27000,-2454,-12600,-13500,-27000,-27000,-27000,-15015,-5400,2660,0
0,-27000,-11571,-17470,-27000,-27000,-27000,-15297,27000,-17181,-18000,-27000,-27000,-27000,-27000,-21000,-27000,2661,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-24318,-27000,17181,-18000,-13500,-27000,-27000,-27000,-16900,-16200,2662,0
0,-27000,-27000,-11117,-27000,-27000,-18000,-11762,27000,-12272,-7200,-13500,-27000,-27000,-27000,-17055,-27000,2664,0
0,-27000,-11571,-20647,-27000,-27000,-9000,-16029,27000,-17181,16200,-13500,-27000,-27000,-27000,-19020,-16200,2665,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-26512,27000,-22090,-5400,-13500,-27000,-27000,-27000,-18900,-27000,2666,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-25293,27000,-7363,19800,-27000,-27000,-27000,-27000,-20750,-27000,2667,0
13500,-27000,-11571,-14294,9000,-27000,-18000,-16638,27000,7363,5400,-13500,-27000,-27000,-27000,-5940,-16200,2668,0
0,-27000,-19285,-20647,-27000,-27000,-18000,-25293,-27000,17181,25200,-27000,-27000,-27000,-27000,-17133,-16200,2669,0
0,-27000,-11571,-17470,-27000,-27000,-27000,-26268,-27000,7363,-3600,-13500,-27000,-27000,-27000,-17680,-27000,2670,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-24562,27000,-2454,21600,-27000,-27000,-27000,-27000,-19350,-27000,2671,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-26634,27000,-22090,18000,0,-27000,-27000,-27000,-23900,-16200,2674,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-25659,-27000,12272,-5400,-13500,-27000,-27000,-27000,-17540,-27000,2675,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-23099,-27000,22090,7200,-27000,-27000,-27000,-27000,-19700,-27000,2676,0
-13500,-27000,-19285,-27000,-27000,-27000,-27000,-26512,-27000,17181,-7200,0,-27000,-27000,-27000,-20500,-27000,2678,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-14932,27000,-17181,12600,-13500,-27000,-27000,-27000,-18070,-16200,2680,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-10422,27000,7363,18000,-13500,-27000,-27000,-27000,-17910,-16200,2682,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-20905,27000,-27000,-3600,-27000,-27000,-27000,-27000,-21800,-16200,2684,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-24318,-27000,22090,1800,-13500,-27000,-27000,-27000,-17905,-16200,2686,0
0,-27000,-11571,-11117,-27000,-27000,-27000,-24196,27000,17181,-16200,-27000,-27000,-27000,-27000,-17600,-27000,2687,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-16151,27000,-7363,-12600,-27000,-27000,-27000,-27000,-19500,-27000,2689,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-13225,27000,-17181,16200,-27000,-27000,-27000,-27000,-21200,-16200,2690,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-26878,27000,12272,-1800,-13500,-27000,-27000,-27000,-11100,-16200,2691,0
-27000,-16200,-27000,-17470,-27000,-27000,-9000,-22124,27000,-27000,-3600,-13500,-27000,-27000,-27000,-26400,-16200,2694,0
13500,-27000,-11571,-14294,-27000,-27000,-18000,-11153,27000,7363,-18000,-13500,-27000,-27000,-27000,-11430,-5400,2695,0
-13500,-27000,-19285,-17470,-27000,-27000,-27000,-26390,27000,-12272,-21600,13500,-27000,-27000,-27000,-17500,-27000,2696,0
-13500,-27000,-11571,-17470,-27000,-27000,-27000,5790,27000,27000,23400,-27000,-27000,-27000,-27000,-20000,-16200,2698,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-25537,27000,7363,1800,27000,27000,-27000,-24206,-27000,16200,2699,0
-13500,-27000,-11571,-20647,-27000,-27000,-27000,-22246,-27000,12272,-21600,-13500,-27000,-27000,-27000,-18450,-27000,2702,0
0,-27000,-11571,-23823,-27000,-27000,-27000,-22002,27000,-17181,-5400,0,-27000,-27000,-27000,-18433,-27000,2703,0
0,-27000,-27000,-17470,-27000,-27000,-18000,-19442,27000,-12272,9000,-13500,-27000,-27000,-27000,-17852,-27000,2705,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-24562,27000,22090,-3600,-13500,-27000,-27000,-27000,-16600,-5400,2706,0
0,-27000,-11571,-17470,-27000,-27000,-18000,-24805,-27000,17181,0,-13500,-27000,-27000,-27000,-16235,-16200,2708,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-8715,27000,12272,0,-13500,-27000,-27000,-27000,-14310,-16200,2711,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-21880,27000,22090,10800,-27000,-27000,-27000,-27000,-19800,-27000,2712,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-26756,27000,12272,-3600,-13500,-27000,-27000,-27000,-15333,-5400,2714,0
0,-27000,-19285,-23823,-9000,-27000,-27000,-20173,27000,-12272,3600,-13500,-27000,-27000,-27000,-18450,-16200,2715,0
0,-27000,-19285,-27000,-27000,-27000,-27000,-22246,27000,12272,-7200,-13500,-27000,-27000,-27000,-13410,-5400,2716,0
0,-27000,-27000,-20647,-9000,-27000,-27000,-25415,27000,7363,5400,-13500,-27000,-27000,-27000,-14150,5400,2717,0
0,-27000,-11571,-14294,-27000,-27000,-27000,-25415,27000,-22090,-3600,-13500,-27000,-27000,-27000,-17900,-27000,2718,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-18101,-27000,22090,19800,-13500,-27000,-27000,-27000,-19080,-5400,2719,0
0,-27000,-27000,-20647,-27000,-27000,18000,-26390,27000,17181,-5400,-13500,-27000,-27000,-27000,-5440,-16200,2721,0
0,-27000,-27000,-20647,9000,-27000,-27000,-22246,-27000,7363,-3600,-27000,-27000,-27000,-27000,-16100,-27000,2722,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-7740,27000,7363,16200,-13500,-27000,-27000,-27000,-17905,-16200,2725,0
0,-27000,-19285,-14294,-27000,-27000,-18000,-20417,-27000,27000,25200,-13500,-27000,-27000,-27000,-15180,-16200,2726,0
-13500,-27000,-19285,-27000,-27000,-27000,-18000,-27000,27000,-27000,-21600,-13500,-27000,-27000,-27000,-16200,-16200,2727,0
0,-27000,-27000,-14294,-27000,-27000,-27000,-12738,27000,-7363,-10800,-13500,-27000,-27000,-27000,-18636,-27000,2728,0
0,-27000,-11571,-20647,-27000,-27000,-18000,-20783,-27000,22090,-14400,-27000,-27000,-27000,-27000,-21000,-27000,2729,0
0,-27000,-19285,-23823,-27000,-27000,-18000,-24074,27000,-7363,9000,-13500,-27000,-27000,-27000,-11500,-5400,2730,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-7252,-27000,12272,1800,-27000,-27000,-27000,-27000,-20000,-27000,2731,0
0,-27000,-27000,-23823,-27000,-27000,-18000,-21758,27000,-2454,3600,-13500,-27000,-27000,-27000,-16051,-16200,2732,0
-13500,-27000,-19285,-23823,-27000,-27000,-27000,-12616,27000,-2454,-18000,-27000,-27000,-27000,-27000,-16000,-27000,2733,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-21636,27000,-22090,1800,-27000,-27000,-27000,-27000,-19500,-27000,2735,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-8227,27000,22090,25200,-27000,-27000,-27000,-27000,-20200,-27000,2736,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-25902,-27000,12272,25200,-13500,-27000,-27000,-27000,-15000,-5400,2737,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-14444,27000,-7363,-21600,-27000,-27000,-27000,-27000,-19000,-27000,2738,0
0,-27000,-27000,-14294,-27000,-27000,-27000,-23586,-27000,12272,10800,-13500,-27000,-27000,-27000,-16613,-16200,2741,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-9568,27000,7363,16200,-27000,-27000,-27000,-27000,-17000,-16200,2742,0
13500,-27000,-11571,-23823,-27000,-27000,-27000,-21636,27000,-12272,12600,-27000,-27000,-27000,-27000,-13700,-16200,2743,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-16395,-27000,22090,7200,-27000,-27000,-27000,-27000,-22093,-27000,2744,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-21758,27000,12272,-16200,-13500,-27000,-27000,-27000,-17190,-16200,2746,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-13347,27000,-2454,-25200,-27000,-27000,-27000,-27000,-17000,-27000,2748,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26390,-27000,17181,9000,-13500,-27000,-27000,-27000,-27000,-27000,2749,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-18223,27000,-17181,19800,-27000,-27000,-27000,-27000,-20200,-27000,2751,0
0,-27000,-19285,-14294,-27000,27000,-27000,-22124,-27000,12272,25200,-13500,-27000,-27000,-27000,-19447,-16200,2753,0
13500,-27000,-19285,-23823,-27000,-27000,-18000,-19076,27000,2454,12600,-13500,-27000,-27000,-27000,-13230,-5400,2754,0
0,-21600,-11571,-23823,-27000,-27000,-27000,-26024,27000,-22090,9000,-13500,-27000,-27000,-27000,-15900,5400,2755,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-20173,27000,-2454,-14400,-27000,-27000,-27000,-27000,-15000,-27000,2756,0
0,-27000,-27000,-14294,-27000,-27000,-27000,-24562,-27000,12272,-25200,-13500,-27000,-27000,-27000,-18915,-5400,2757,0
0,-27000,-27000,-17470,-27000,-27000,-18000,-26024,-27000,22090,-9000,-13500,-27000,-27000,-27000,-16300,-16200,2758,0
0,-27000,-27000,-14294,-27000,-27000,-18000,-16882,27000,17181,5400,-13500,-27000,-27000,-27000,-13769,-5400,2760,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-19808,27000,22090,-3600,-27000,-27000,-27000,-27000,-19500,-16200,2761,0
-13500,-27000,-19285,-20647,-27000,-27000,-27000,-25659,27000,27000,5400,-13500,-27000,-27000,-27000,-18400,-27000,2762,0
-13500,-27000,-19285,-17470,-9000,-27000,-27000,-23221,27000,-17181,-16200,-13500,-27000,-27000,-27000,-20240,-16200,2764,0
0,-27000,-11571,-23823,-27000,-27000,-27000,-25659,27000,-12272,0,-13500,-27000,-27000,-27000,-16033,-5400,2765,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26878,-27000,7363,-14400,-13500,-27000,-27000,-27000,-19000,-27000,2766,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-13225,27000,-12272,-21600,-13500,-27000,-27000,-27000,-20651,-5400,2768,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-26634,27000,-12272,23400,-27000,-27000,-27000,-27000,-17500,-27000,2769,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-11153,27000,-12272,-1800,-27000,-27000,-27000,-27000,-19900,-27000,2770,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-27000,27000,-27000,-25200,-27000,-27000,-27000,-27000,-19800,-27000,2772,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26756,27000,-17181,1800,-27000,-27000,-27000,-27000,-18760,-27000,2774,0
0,-27000,-27000,-14294,-9000,-27000,-27000,-5790,27000,17181,-19800,-13500,-27000,-27000,-27000,-17190,-5400,2777,0
0,-27000,-27000,-17470,-27000,-27000,-27000,1279,27000,12272,-1800,-27000,-27000,-27000,-27000,-18925,-27000,2778,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-27000,27000,-12272,21600,-27000,-27000,-27000,-27000,-22500,-5400,2779,0
0,-27000,-27000,-23823,-27000,27000,-18000,-26268,27000,7363,5400,-13500,-27000,-27000,-27000,-11600,-16200,2781,0
0,-27000,-19285,-23823,-27000,-27000,-27000,-19686,-27000,12272,9000,-27000,-27000,-27000,-27000,-20500,-27000,2782,0
0,-27000,-19285,-14294,-27000,-27000,-27000,-26024,27000,22090,-25200,-13500,-27000,-27000,-27000,-15440,-16200,2783,0
-13500,-27000,-19285,-20647,-27000,-27000,-27000,5302,27000,-2454,14400,-27000,-27000,-27000,-27000,-18667,-27000,2784,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-9203,-27000,27000,23400,-27000,-27000,-27000,-27000,-18500,-27000,2785,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-14810,27000,-7363,5400,-13500,-27000,-27000,-27000,-13400,-16200,2786,0
-13500,-27000,-19285,-23823,-27000,-27000,-27000,-25415,-27000,17181,5400,0,-27000,-27000,-27000,-20500,-27000,2787,0
0,-21600,-11571,-20647,-27000,-27000,-27000,-15541,27000,12272,-23400,-27000,-27000,-27000,-27000,-16732,-27000,2789,0
0,-21600,-27000,-20647,-27000,-27000,0,-26756,27000,22090,16200,-27000,-27000,-27000,-27000,-11619,-27000,2790,0
0,-27000,-11571,-23823,-27000,-27000,-18000,-23221,27000,-12272,12600,-27000,-27000,-27000,-27000,-18296,-27000,2791,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-17370,-27000,22090,-5400,-27000,-27000,-27000,-27000,-19500,-27000,2795,0
0,-27000,-27000,-14294,-27000,-27000,-18000,-14688,27000,-7363,16200,-13500,-27000,-27000,-27000,-13740,-27000,2796,0
0,-27000,-19285,-27000,-27000,-27000,-27000,-18711,27000,-12272,16200,-13500,-27000,-27000,-27000,-15550,-16200,2797,0
0,-21600,-11571,-17470,-27000,-27000,-18000,-11641,27000,-7363,-1800,-13500,-27000,-27000,-27000,-14455,-5400,2798,0
0,-27000,-11571,-20647,-27000,-27000,18000,-25049,27000,-7363,-18000,-13500,-27000,-27000,-27000,-7542,-5400,2799,0
