v1,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,RowNum,badGood
100,93,33,76,62,49,84,22,95,-14,96,-47,84,-71,65,-87,37,-92,6,-90,-26,-74,-54,-51,-75,-22,-86,8,-87,36,-78,59,-60,300,0
100,83,31,66,58,35,71,17,79,-19,80,-42,67,-68,48,-75,19,-72,-5,-62,-28,-49,-53,-27,-66,-2,-70,23,-64,43,-51,65,-30,301,0
100,98,-3,98,-4,100,-8,99,1,95,-3,99,-7,99,-7,97,-10,97,-12,99,-5,95,-9,97,-8,97,-13,93,-15,97,-16,97,-19,302,0
100,94,-2,94,1,95,-1,96,-1,95,-4,97,-2,97,-4,95,-4,95,-5,94,-2,93,-4,92,-4,93,-6,90,-7,92,-7,92,-7,303,0
100,97,-14,91,0,97,-17,99,18,92,0,94,-8,91,0,87,-9,97,-21,100,10,92,-5,92,7,94,-9,97,-20,85,-9,97,-22,304,0
100,53,-3,95,8,53,-17,31,-2,51,-14,64,29,83,-36,54,2,56,3,59,31,86,5,41,15,67,0,66,-3,83,-15,76,-10,305,0
100,33,-25,44,22,39,17,42,14,50,-11,55,-8,58,33,56,3,25,-19,47,-6,53,-3,39,8,42,-14,19,-14,37,-15,8,-50,306,0
100,51,100,100,54,71,81,46,46,33,100,21,100,-17,100,-33,99,-61,100,-53,72,-89,48,-100,35,-100,10,-100,-17,-100,-42,-92,-66,307,0
100,76,50,84,54,55,72,35,71,13,95,-10,94,-38,82,-53,71,-68,68,-70,25,-79,3,-99,-29,-70,-33,-63,-19,-34,-60,-20,-63,308,0
100,84,43,72,58,46,78,16,83,-13,87,-46,78,-59,52,-78,27,-84,4,-62,-31,-47,-49,-37,-68,-5,-63,15,-46,37,-39,48,-24,309,0
100,94,35,75,66,46,89,15,96,-22,96,-56,83,-79,58,-93,26,-94,-6,-87,-41,-65,-67,-37,-85,-5,-91,27,-86,55,-70,75,-44,310,0
100,92,37,72,68,29,94,-11,77,-32,92,-67,79,-92,42,-94,10,-100,3,-66,-66,-46,-78,-13,-88,20,-85,49,-70,70,-46,76,-13,311,0
100,100,16,100,-6,100,1,100,-12,100,-2,100,-2,100,-6,100,-7,100,6,100,-10,100,-3,100,-23,100,-7,100,8,100,-14,100,-7,312,0
100,96,0,86,-13,95,0,83,-51,92,10,100,-14,99,-3,96,-16,84,62,100,-16,87,-8,86,-2,84,-2,82,-2,81,-2,79,-2,313,0
100,79,29,64,52,41,68,14,84,-17,79,-43,72,-56,41,-75,17,-70,-10,-57,-24,-41,-38,-17,-53,2,-49,19,-38,31,-23,35,-8,314,0
100,88,35,68,65,35,80,6,91,-30,86,-63,70,-77,39,-86,8,-82,-24,-65,-50,-40,-68,-11,-76,17,-72,41,-57,57,-37,63,-13,315,0
100,90,39,66,72,30,91,-5,94,-46,85,-78,59,-93,25,-92,-15,-76,-48,-51,-76,-15,-89,22,-86,53,-69,75,-41,83,-7,77,28,316,0
100,100,-24,100,-20,87,-10,89,1,100,11,92,6,85,-4,63,-37,87,-1,94,6,100,25,62,-38,85,-6,100,-6,53,3,84,-3,317,0
100,75,1,83,2,83,2,87,2,61,6,79,5,77,5,65,19,84,4,71,7,69,8,66,8,64,8,61,2,58,9,55,9,318,0
100,85,2,92,1,92,2,93,8,88,11,91,4,91,5,87,3,96,0,89,7,88,8,84,11,87,9,88,9,85,10,84,11,319,0
100,100,-1,100,0,100,-2,100,-2,100,-3,100,-2,100,-3,100,-3,99,-3,100,-4,100,-5,100,-5,100,-6,99,-6,99,-6,99,-7,320,0
100,90,-3,88,6,90,1,93,3,91,-1,94,-2,92,3,94,0,94,1,90,1,89,-2,89,2,89,2,88,0,87,4,87,2,321,0
100,90,2,100,-2,90,1,85,6,100,4,98,1,98,4,100,-3,90,-3,86,8,100,9,90,5,94,3,95,2,100,1,94,2,322,0
100,39,-24,63,1,45,9,64,9,21,-21,58,15,39,0,56,5,52,3,79,18,30,-15,49,6,46,6,33,-3,42,6,39,24,323,0
100,87,36,72,67,37,83,9,86,-24,86,-52,68,-69,42,-77,10,-69,-14,-49,-42,-33,-57,-3,-60,15,-53,32,-37,46,-20,41,2,324,0
100,90,38,67,69,36,89,-4,93,-39,84,-67,62,-83,30,-86,-5,-74,-34,-52,-62,-23,-74,7,-74,34,-62,52,-42,61,-17,60,9,325,0
100,91,41,65,75,30,96,-13,98,-52,83,-80,55,-97,15,-93,-26,-72,-59,-42,-85,-2,-94,36,-85,68,-62,86,-28,89,10,75,46,326,0
100,100,100,37,6,13,93,-28,94,-32,38,-87,37,-93,-9,-39,-34,-47,-83,-5,-94,26,-20,74,-46,85,-7,100,100,39,0,18,80,327,0
100,100,52,45,33,6,36,-32,73,-45,48,-57,0,-57,-12,-33,-48,-9,-85,48,-57,58,-42,100,-39,73,12,97,58,24,36,9,33,328,0
100,88,0,95,-3,94,-1,90,2,90,2,94,1,96,0,100,3,94,-1,91,2,91,5,100,5,90,2,91,1,100,5,98,-1,329,0
100,83,8,79,-8,90,-2,93,1,80,9,95,-1,94,0,93,20,95,-1,91,1,80,7,91,16,90,8,78,7,93,18,93,0,330,0
100,74,11,89,1,89,1,87,-1,73,11,88,3,87,3,96,8,95,4,86,5,85,5,87,11,83,6,74,-4,82,7,81,7,331,0
100,88,4,90,0,89,1,86,0,95,7,87,1,86,1,84,-6,86,2,84,2,83,2,80,-4,82,2,82,9,81,2,80,2,332,0
100,98,1,99,2,100,2,99,2,96,2,97,4,100,4,98,2,99,6,97,5,94,6,98,4,98,6,95,8,99,6,99,10,333,0
100,100,1,100,1,100,2,99,-1,99,0,98,2,100,1,98,1,98,2,98,1,98,2,97,-1,98,2,98,2,99,2,99,3,334,0
100,100,-1,100,2,100,0,100,6,98,4,96,3,100,6,99,3,100,4,100,9,96,7,100,10,100,9,99,9,100,10,100,10,335,0
100,88,37,67,67,40,86,2,93,-35,84,-60,59,-79,39,-83,-1,-69,-33,-53,-54,-27,-68,1,-70,26,-61,45,-43,54,-22,56,3,336,0
100,90,42,64,76,30,95,-20,97,-55,81,-82,51,-97,10,-91,-31,-70,-65,-32,-89,6,-94,44,-82,74,-55,89,-19,88,20,71,55,337,0
100,33,11,16,29,14,74,-25,92,-17,27,-64,25,-98,0,-23,-20,-31,-49,-14,-90,9,-29,28,-19,40,-11,31,6,21,21,13,26,338,0
100,66,44,45,75,5,85,-32,82,-68,52,-84,7,-83,-29,-47,-72,-5,-86,23,-76,57,-52,74,-19,75,24,45,59,21,77,-19,74,339,0
100,19,6,4,25,-11,49,-18,-18,-42,6,-45,9,-16,-31,-10,-40,19,-18,34,-12,29,-16,22,25,4,31,-4,26,-17,17,-30,-34,340,0
100,98,0,100,0,99,0,95,2,98,2,98,3,99,2,94,6,94,5,98,6,100,6,94,8,97,7,96,8,98,8,97,9,341,0
100,82,-8,80,0,88,-1,87,-8,73,-12,85,5,83,-7,75,7,78,6,87,-2,79,-6,74,-2,77,-3,74,-8,70,-4,78,1,342,0
100,35,-14,69,-2,68,-4,56,-6,62,-10,62,-7,59,-7,42,-26,58,5,50,-9,46,-9,45,-1,39,-9,36,-10,32,-9,29,-8,343,0
100,76,1,86,0,86,0,80,2,82,12,83,1,82,1,83,-7,77,4,77,1,75,1,77,0,71,1,66,1,66,1,64,2,344,0
100,67,-1,97,7,50,50,76,0,65,-14,40,-49,39,59,77,32,79,11,48,-45,100,1,61,7,69,17,88,8,55,25,14,48,345,0
100,84,8,74,-15,84,-6,90,-5,89,13,81,7,79,-9,100,-2,97,7,88,1,78,7,95,-4,83,0,100,13,87,-11,91,-4,346,0
100,95,0,95,-3,93,-2,95,2,97,3,94,7,95,-1,97,0,95,6,93,8,93,10,95,1,94,5,93,8,94,0,91,5,347,0
100,95,0,93,-3,95,-3,96,2,94,2,93,5,94,-1,95,2,94,1,91,8,89,6,94,3,92,3,92,2,92,0,93,-1,348,0
100,91,-2,98,-2,96,-4,86,0,90,-3,89,-1,91,-5,91,-1,81,-13,89,1,92,-2,91,-2,89,-8,83,-17,96,-4,87,-16,349,0
100,85,14,74,-6,88,8,89,-9,79,7,81,0,79,-1,86,-5,87,-4,82,-9,71,4,86,-15,81,-5,78,-1,76,-7,86,-6,350,0
