Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,RowNum,Segmentation
70,70,30,70,0,-60,-70,-52,46,1251,C
-70,70,-30,-70,0,-70,70,-17,0,1252,B
-70,70,-34,70,-70,-60,0,-17,46,1253,C
70,70,-2,-70,17,20,0,-17,70,1254,B
-70,-70,-14,70,-70,-70,-70,-70,46,1255,B
-70,-70,-70,-70,0,-60,-70,17,-70,1256,D
70,-70,-62,-70,70,-70,-70,-17,46,1257,D
-70,-70,-70,-70,-35,-60,-70,17,46,1258,B
-70,70,-46,-70,52,-60,0,-35,46,1259,D
-70,70,-20,-70,-70,0,70,-17,46,1260,B
70,70,-8,70,-70,-60,0,-35,46,1261,C
70,-70,-26,70,52,20,-70,-52,46,1262,A
70,-70,-40,-70,70,-60,-70,35,70,1263,B
-70,-70,-44,70,70,-60,-70,0,46,1264,D
70,-70,-36,70,70,-40,-70,17,-46,1265,D
-70,-70,-26,70,70,10,-70,-35,-46,1266,D
-70,70,30,-70,-70,-70,0,-35,46,1267,B
70,70,-14,70,-70,-60,-70,-17,70,1268,B
70,70,18,70,0,-70,-70,-52,46,1269,D
-70,70,14,70,-70,-60,0,-52,46,1270,B
70,-70,-6,-70,17,-60,-70,-70,-70,1271,A
-70,70,0,70,-70,-70,70,-35,46,1272,C
70,70,-36,70,17,-70,0,-52,46,1273,B
-70,-70,-68,-70,70,0,-70,-35,46,1274,D
-70,-70,-54,-70,70,-40,-70,-17,-70,1275,D
70,70,-30,-70,17,-70,0,-17,46,1276,B
70,-70,-54,-70,-70,-60,-70,-70,46,1277,D
-70,70,-28,70,70,-70,70,-35,46,1278,C
-70,70,-28,70,-17,-60,-70,-17,70,1279,A
70,-70,-46,70,-17,-70,-70,0,-46,1280,A
-70,70,-10,-70,-52,-20,70,-52,70,1281,A
70,70,44,70,0,-70,-70,-52,46,1282,B
-70,70,34,70,-17,-70,-70,-52,46,1283,A
-70,70,6,70,-70,-60,0,0,46,1284,C
-70,70,-8,-70,-17,-70,-70,-70,46,1285,A
-70,70,-64,-70,70,-60,70,52,70,1286,B
70,-70,-40,-70,52,10,-70,-70,46,1287,D
-70,70,0,70,-17,-60,-70,-35,46,1288,A
-70,70,2,70,-70,-60,0,-52,70,1289,B
-70,70,38,70,35,-70,70,-17,46,1290,A
-70,70,10,70,-70,-70,-70,-52,46,1291,A
-70,-70,-30,70,-17,-70,-70,-52,46,1292,D
70,-70,-22,70,-70,-70,-70,-52,46,1293,C
70,70,58,70,35,-60,70,-52,46,1294,A
-70,70,-14,-70,-70,-70,0,-17,-70,1295,B
-70,70,-32,70,-17,10,0,-52,46,1296,B
70,70,-22,-70,17,-60,-70,-35,46,1297,A
-70,70,34,70,-70,-70,0,-52,46,1298,C
70,-70,-70,-70,70,0,-70,-35,46,1299,D
70,-70,-24,70,-70,-30,-70,-70,46,1300,D
-70,70,-52,70,70,-70,-70,0,70,1301,D
70,-70,0,-70,-17,-60,-70,-70,70,1302,A
70,-70,-50,-70,70,-70,-70,-35,70,1303,B
-70,-70,-70,-70,-35,-70,-70,-52,-23,1304,D
-70,-70,-68,-70,70,-50,-70,-17,46,1305,D
70,-70,-42,-70,70,-70,-70,-17,-70,1306,B
-70,-70,-46,-70,70,-60,-70,-17,-46,1307,C
-70,-70,-34,70,-35,-70,-70,-70,46,1308,B
-70,70,56,70,35,-20,70,-52,46,1309,A
-70,-70,-16,70,-70,-60,-70,-70,46,1310,A
-70,70,-52,70,-17,20,-70,-17,46,1311,C
70,-70,-70,-70,70,-60,-70,0,46,1312,D
-70,70,-62,-70,-35,-60,-70,-17,46,1313,A
70,-70,-62,-70,70,-50,-70,17,46,1314,D
70,-70,-22,-70,52,10,-70,-70,-70,1315,D
-70,70,30,-70,-35,-60,-70,-70,46,1316,A
70,70,-20,70,52,10,70,-52,46,1317,A
70,70,70,-70,35,-40,70,-52,46,1318,A
70,-70,-54,-70,70,-60,-70,-17,-70,1319,C
-70,-70,-20,70,-70,-60,-70,-35,46,1320,B
-70,70,-46,70,-17,-60,0,-52,-70,1321,C
70,70,12,70,-52,-70,-70,-52,46,1322,B
70,70,-30,70,-35,0,70,-17,-70,1323,C
-70,70,-16,70,-17,-70,0,-52,70,1324,A
-70,-70,-66,-70,70,-40,-70,-17,70,1325,D
70,70,-4,70,0,20,-70,-70,46,1326,A
-70,70,-34,70,-17,-60,0,-17,-70,1327,C
70,-70,-24,-70,0,20,-70,-35,-70,1328,B
70,-70,-46,70,-70,20,-70,-70,46,1329,A
70,-70,-60,-70,52,-70,-70,0,-23,1330,B
-70,70,-28,70,70,-30,-70,-52,46,1331,B
-70,70,12,70,-70,-60,0,-35,46,1332,C
70,70,70,-70,35,-60,70,-52,46,1333,A
-70,-70,-20,70,-52,-60,-70,-17,46,1334,A
70,70,32,-70,35,-40,70,-52,46,1335,A
-70,-70,-36,70,-70,20,-70,-70,46,1336,A
-70,70,-22,70,-70,-70,70,-52,46,1337,B
-70,70,-28,70,-35,-10,0,-52,-70,1338,C
70,70,-48,70,70,-70,-70,-52,46,1339,A
70,70,40,-70,35,-60,-70,-70,46,1340,A
-70,70,-24,70,-70,-60,-70,-52,46,1341,C
-70,70,-4,70,-17,-70,0,-17,0,1342,C
-70,70,-6,70,-52,-60,70,-35,46,1343,C
-70,-70,-60,-70,0,-70,-70,-35,46,1344,D
-70,-70,-34,70,-70,20,-70,-35,46,1345,A
70,70,-6,70,-35,-60,-70,-52,46,1346,D
70,-70,-32,-70,70,-60,-70,-70,46,1347,D
-70,70,22,70,-52,-70,70,-17,46,1348,C
70,-70,-54,70,70,-70,-70,-70,46,1349,D
-70,70,2,70,-17,-60,-70,-35,46,1350,A
-70,70,22,70,-52,-70,70,-52,46,1351,C
-70,70,-4,70,-70,0,0,-52,46,1352,C
-70,-70,-56,70,-70,-60,-70,0,46,1353,D
-70,70,-30,-70,-52,-70,70,-35,46,1354,C
70,-70,-28,70,-70,-70,-70,-35,46,1355,B
70,70,16,70,-70,-70,70,-52,46,1356,B
70,70,-32,70,-70,-30,0,-52,-46,1357,C
70,-70,-50,-70,17,-40,-70,35,70,1358,A
70,-70,-42,70,0,-60,-70,17,46,1359,B
-70,-70,-44,70,-35,70,-70,-52,0,1360,A
70,-70,-44,-70,70,-60,-70,-35,46,1361,D
-70,70,26,70,-70,-60,0,-52,46,1362,B
70,-70,36,70,35,-70,-70,-70,46,1363,C
70,70,6,-70,17,-70,-70,-35,46,1364,B
-70,70,-34,70,-17,-30,0,-52,46,1365,B
70,-70,-64,-70,52,20,-70,-70,46,1366,D
-70,70,-12,-70,-17,-60,0,0,46,1367,C
70,-70,-56,70,-17,10,-70,-35,46,1368,D
70,70,-24,-70,17,20,0,-52,-70,1369,B
-70,-70,-48,70,70,-70,-70,-17,46,1370,A
-70,-70,-64,-70,70,-70,-70,-35,70,1371,D
-70,70,24,70,35,-70,-70,-70,46,1372,C
-70,70,-52,70,-17,30,-70,-52,46,1373,B
-70,70,-2,70,-70,-30,-70,-70,46,1374,C
-70,70,-14,70,-70,-60,0,-35,46,1375,C
70,-70,-60,-70,70,-70,-70,-17,-70,1376,D
-70,-70,-52,70,-17,-70,-70,0,46,1377,B
70,70,-2,70,-35,-60,-70,-35,70,1378,B
-70,70,22,-70,-70,-70,0,-52,70,1379,A
-70,70,10,-70,-17,-60,-70,-52,46,1380,A
70,70,-16,70,35,-70,-70,-70,46,1381,B
70,70,14,-70,17,-60,70,-35,70,1382,B
70,70,0,70,-70,-60,0,-17,-70,1383,C
70,70,-32,70,-35,-60,0,-52,46,1384,C
-70,70,18,70,-52,-70,70,0,46,1385,D
70,70,-6,70,-70,-60,-70,-35,70,1386,C
70,70,16,70,-70,-60,-70,-52,46,1387,C
-70,70,-8,70,-70,-60,0,52,70,1388,C
-70,70,-14,70,52,-10,0,-35,-70,1389,C
-70,70,0,70,-52,-60,70,-17,46,1390,C
70,70,-22,70,-70,-50,70,-52,46,1391,C
70,70,-50,70,-70,-70,-70,-70,-23,1392,A
70,70,-8,70,17,-60,0,-17,46,1393,B
-70,70,8,70,35,-70,70,-52,46,1394,B
-70,70,-24,-70,-70,10,0,-52,46,1395,C
-70,70,-42,70,-17,20,0,-52,46,1396,D
-70,-70,-40,-70,-17,-70,-70,-52,46,1397,A
-70,70,30,-70,-17,-70,-70,0,-70,1398,A
70,-70,-44,-70,-35,-10,-70,-17,46,1399,D
70,-70,-28,-70,17,-30,-70,-35,-70,1400,D
70,-70,-64,-70,70,-60,-70,0,70,1401,D
70,70,-24,70,-70,20,-70,-70,46,1402,C
-70,70,-8,70,-70,-60,0,-17,46,1403,C
70,70,-30,70,-52,-70,0,-52,46,1404,A
70,70,-2,70,-70,20,-70,-17,46,1405,C
70,-70,-14,70,-70,-10,-70,-52,46,1406,C
-70,-70,-50,-70,-35,-30,-70,-35,46,1407,C
70,70,2,70,-70,-70,70,0,46,1408,B
70,-70,-24,70,70,-60,-70,-70,46,1409,D
-70,70,-12,-70,-52,-70,70,-52,0,1410,B
-70,70,-2,70,-70,-70,-70,-35,70,1411,A
70,70,-16,70,-70,-30,70,-17,46,1412,C
-70,70,48,70,35,-60,-70,-70,46,1413,B
-70,70,-30,-70,-35,-70,70,-17,46,1414,D
70,70,-6,70,-70,-60,0,-17,46,1415,C
70,70,0,70,17,10,70,-17,46,1416,A
-70,-70,-20,70,-70,-60,-70,-70,-70,1417,A
-70,70,10,70,-70,-60,0,-35,46,1418,C
70,-70,-30,-70,-17,10,-70,-52,46,1419,B
-70,70,-22,70,-70,-50,0,-52,46,1420,C
-70,70,22,70,-70,-70,0,-52,46,1421,C
-70,70,50,70,35,-70,-70,-52,46,1422,A
70,-70,-24,70,-70,-60,-70,-70,70,1423,D
-70,70,-22,70,-17,20,-70,-52,46,1424,A
-70,70,-8,70,-35,-60,0,-52,46,1425,C
-70,70,8,70,-70,-60,-70,-52,0,1426,B
-70,70,30,70,35,-70,70,-35,46,1427,A
70,-70,-36,70,-70,-40,-70,-70,46,1428,C
70,70,-12,-70,17,-70,70,-52,70,1429,A
70,-70,-56,70,0,50,-70,-70,46,1430,D
70,70,-30,70,52,-70,-70,-52,70,1431,A
70,-70,-56,-70,17,10,-70,-35,46,1432,D
-70,70,44,-70,35,-70,-70,-70,46,1433,A
70,-70,-60,-70,70,-70,-70,0,-23,1434,D
70,70,-8,70,-70,-70,0,-35,46,1435,C
70,70,34,70,-70,-60,70,-52,46,1436,C
70,-70,-28,-70,17,-70,-70,-35,-70,1437,A
70,-70,-24,70,-70,10,-70,-35,46,1438,A
70,70,-52,-70,52,30,-70,-70,46,1439,D
70,70,-36,70,-70,-50,0,-52,46,1440,C
70,70,-8,-70,17,-70,-70,-70,46,1441,A
-70,70,-22,-70,17,20,-70,-35,46,1442,D
-70,70,28,70,35,10,-70,-70,-23,1443,A
-70,70,6,70,-70,-60,-70,-70,46,1444,A
-70,-70,-30,70,-70,-70,-70,-70,46,1445,A
70,70,-36,-70,17,-50,0,0,70,1446,D
70,70,-24,70,0,-70,-70,-35,46,1447,D
-70,70,-26,70,-70,-70,0,-17,70,1448,C
-70,70,0,70,-70,-70,0,-17,46,1449,B
70,70,-30,70,52,10,0,-35,46,1450,B
70,70,28,-70,0,-70,-70,-52,46,1451,D
-70,-70,-46,-70,-52,-60,-70,-52,46,1452,D
-70,70,-2,-70,-17,-30,0,0,46,1453,C
70,-70,-44,70,70,-60,-70,35,46,1454,A
-70,70,66,-70,-52,-70,70,-52,46,1455,C
-70,-70,-60,-70,70,-60,-70,-17,46,1456,D
-70,-70,-16,70,-70,-20,-70,-70,70,1457,C
-70,70,-34,70,-70,20,0,-17,0,1458,A
-70,70,-24,-70,-52,-60,70,-52,70,1459,B
70,70,-10,70,-70,-70,-70,-17,46,1460,C
-70,70,32,70,-52,-60,70,0,-70,1461,B
70,70,60,70,35,-40,70,-52,46,1462,A
-70,70,-28,70,70,40,0,-52,-46,1463,D
-70,70,-6,70,-70,-60,0,-17,46,1464,C
-70,70,-26,70,-35,-60,-70,0,46,1465,A
-70,70,-30,70,-70,-30,0,-35,46,1466,C
-70,70,34,-70,35,-60,70,-52,46,1467,B
70,-70,-36,70,-70,30,-70,-70,46,1468,A
-70,70,-52,70,70,-20,-70,0,46,1469,D
-70,70,-40,-70,70,10,0,-35,46,1470,C
-70,70,40,70,35,-60,70,-52,46,1471,B
-70,-70,-66,-70,0,-70,-70,-52,46,1472,D
70,70,-46,-70,-17,-60,70,-17,-23,1473,D
-70,-70,-62,-70,-35,-70,-70,-17,46,1474,B
70,-70,-20,70,52,20,-70,-70,46,1475,A
-70,-70,-34,70,-70,40,-70,-52,46,1476,C
-70,-70,-48,70,70,-30,-70,-52,46,1477,C
70,-70,-20,70,-17,-70,-70,17,46,1478,A
-70,-70,-30,70,-17,0,-70,-70,46,1479,D
70,70,28,70,35,20,70,-17,46,1480,C
70,-70,-36,70,-17,20,-70,-52,46,1481,A
70,-70,-60,-70,-35,0,-70,-17,-46,1482,C
-70,-70,-6,70,-70,-60,-70,-70,46,1483,B
70,-70,-42,70,-35,-70,-70,0,46,1484,D
-70,70,10,70,-17,20,-70,-70,46,1485,A
70,-70,-46,70,70,-40,-70,0,46,1486,B
70,-70,-36,70,-70,-70,-70,-70,46,1487,A
-70,-70,-10,70,70,-60,-70,-52,46,1488,D
-70,-70,-48,-70,70,20,-70,-17,-70,1489,D
-70,70,-30,70,-70,-60,0,-35,-46,1490,C
-70,70,-34,-70,17,-70,-70,-70,46,1491,D
-70,-70,-48,-70,70,-10,-70,-35,46,1492,C
-70,70,-22,-70,-52,-40,70,-35,70,1493,A
70,70,-36,70,-17,-60,-70,-70,46,1494,D
70,70,-32,-70,17,-60,0,17,70,1495,B
70,70,-2,-70,-70,-70,0,-17,46,1496,C
-70,-70,0,70,-70,-70,-70,-52,70,1497,C
-70,70,-46,-70,-70,20,70,17,-46,1498,A
70,70,22,70,-70,-60,-70,-52,46,1499,B
70,-70,-60,-70,70,-60,-70,-35,46,1500,D
70,-70,-42,-70,-17,-70,-70,-35,70,1501,C
70,-70,-34,70,52,20,-70,-70,-46,1502,A
-70,-70,-52,-70,-17,-60,-70,-35,70,1503,B
-70,70,-34,70,-52,-70,-70,-52,-70,1504,B
-70,-70,-32,70,-70,50,-70,-70,46,1505,B
-70,-70,-48,-70,-17,-70,-70,-35,46,1506,D
-70,-70,-48,70,-52,-70,-70,0,46,1507,C
-70,-70,-52,70,-35,-60,-70,17,70,1508,D
70,-70,-36,70,17,-50,-70,-70,0,1509,B
-70,-70,-26,70,-70,-60,-70,-70,46,1510,A
-70,-70,-32,70,-17,-10,-70,-17,-46,1511,A
-70,-70,-68,-70,70,-70,-70,0,70,1512,D
70,70,0,70,-70,-70,0,-52,-70,1513,C
70,-70,-54,-70,17,-30,-70,-70,0,1514,A
70,-70,-46,70,70,-70,-70,-17,46,1515,D
-70,-70,-46,-70,-17,-60,-70,-52,70,1516,D
-70,70,30,-70,-52,-60,70,-35,46,1517,B
-70,70,6,70,-70,-70,-70,-70,-70,1518,A
70,70,4,70,-70,-30,0,-52,46,1519,C
-70,-70,-52,70,70,10,-70,-17,46,1520,D
-70,-70,-64,-70,70,-70,-70,17,70,1521,D
70,70,34,70,-70,-70,70,-17,23,1522,B
70,-70,-28,70,-17,10,-70,-17,70,1523,D
70,70,66,70,35,-60,70,-52,46,1524,A
-70,70,10,-70,-17,-10,0,-35,-70,1525,B
-70,-70,-42,70,0,10,-70,-70,46,1526,D
-70,70,-26,-70,-52,0,-70,-17,46,1527,A
70,-70,-44,70,0,-70,-70,70,0,1528,D
-70,-70,-36,-70,0,-70,-70,-17,70,1529,D
70,70,-14,70,-70,10,0,-52,46,1530,C
-70,70,30,70,-70,-60,-70,-52,46,1531,A
-70,70,30,70,-35,-70,70,-35,46,1532,C
70,70,-16,70,-17,-40,0,0,-70,1533,B
-70,70,-30,70,-70,-70,-70,-17,46,1534,A
-70,70,-28,70,-52,-20,70,-35,46,1535,C
70,-70,-60,-70,70,-50,-70,0,46,1536,D
70,70,8,-70,17,-70,0,17,70,1537,A
-70,70,60,70,-17,-70,70,-52,46,1538,D
-70,70,-36,70,-70,-20,0,-52,46,1539,C
70,-70,-62,-70,70,-60,-70,-52,46,1540,D
-70,-70,-60,-70,70,-70,-70,-52,70,1541,D
70,-70,-24,70,-70,-40,-70,-35,46,1542,D
-70,70,-6,70,-52,-30,70,-35,46,1543,C
-70,70,-6,70,-52,-70,70,-17,46,1544,A
70,-70,-50,70,52,10,-70,-70,46,1545,D
-70,70,38,-70,-52,-60,70,-52,70,1546,D
70,70,-42,70,-70,-30,70,-52,46,1547,C
70,-70,-28,70,-35,-50,-70,-70,46,1548,B
-70,-70,-20,70,-35,-60,-70,-17,46,1549,A
70,-70,-40,70,-70,-20,-70,-52,70,1550,B
-70,70,14,70,-70,-60,0,-35,-70,1551,C
70,70,32,70,-35,-70,0,-52,46,1552,C
-70,70,24,70,-70,-60,0,-52,46,1553,B
70,70,36,70,-70,-70,-70,-70,46,1554,C
-70,70,34,70,-70,-70,70,-52,46,1555,B
-70,-70,-70,-70,70,10,-70,70,46,1556,D
-70,70,-40,-70,-70,-60,0,-52,70,1557,B
-70,-70,-50,70,-70,20,-70,-70,46,1558,A
70,70,-52,70,0,40,0,-52,46,1559,A
70,70,-30,-70,17,-60,-70,0,23,1560,B
-70,70,18,70,-70,-70,0,35,46,1561,C
-70,70,32,70,35,-70,70,-35,46,1562,A
70,-70,-54,70,70,30,-70,-70,46,1563,D
-70,70,-34,-70,-17,-60,-70,-52,70,1564,A
70,70,-12,70,-70,-70,-70,-35,46,1565,C
-70,-70,-50,-70,-17,20,-70,-52,46,1566,A
70,-70,-54,70,-17,-60,-70,0,46,1567,C
-70,-70,-66,-70,0,-60,-70,-35,70,1568,D
-70,70,-46,70,-70,-70,0,-52,46,1569,C
-70,-70,-24,70,-17,10,-70,-52,46,1570,A
70,-70,-26,70,-35,-60,-70,-70,46,1571,A
70,70,-12,-70,17,-60,0,-17,70,1572,B
-70,70,-26,70,-17,-50,0,0,46,1573,A
70,70,0,-70,17,-70,0,-35,46,1574,A
-70,70,12,70,-70,-60,-70,-52,46,1575,A
-70,70,-20,70,-70,-50,-70,-52,46,1576,B
70,-70,-40,70,52,0,-70,-35,-46,1577,C
-70,70,4,70,-17,-70,0,-52,46,1578,C
-70,70,32,70,-52,-60,70,-52,46,1579,C
-70,70,32,-70,-35,-60,70,-52,46,1580,D
70,-70,-26,70,17,-10,-70,-35,46,1581,D
70,-70,-48,70,70,-60,-70,-17,46,1582,D
70,70,-26,70,17,-70,0,-52,46,1583,B
-70,70,56,70,35,-60,-70,-70,46,1584,A
70,-70,-30,70,-70,0,-70,-70,46,1585,B
-70,70,-28,70,-35,-70,0,-35,46,1586,B
-70,70,-28,70,-70,-70,0,-52,-46,1587,C
-70,-70,-12,70,-70,-70,-70,-70,46,1588,A
-70,70,42,70,35,-70,70,-52,46,1589,A
70,70,-32,-70,0,-70,-70,-17,46,1590,D
-70,70,60,-70,35,-60,70,-52,46,1591,A
70,-70,-22,70,-17,-10,-70,-52,46,1592,A
-70,70,-28,70,-35,-70,0,-52,23,1593,D
-70,70,-22,70,-70,-70,0,-52,46,1594,B
70,70,-26,70,-70,-60,0,-52,70,1595,A
70,-70,-2,70,-35,-60,-70,-70,70,1596,B
-70,-70,-2,-70,-70,-20,-70,-70,46,1597,B
-70,-70,-44,70,-17,-70,-70,-17,46,1598,D
-70,70,-32,70,0,-60,-70,-52,46,1599,D
-70,-70,-52,70,-70,-40,-70,-70,-46,1600,A
70,-70,-36,70,17,-30,-70,-17,-46,1601,C
-70,70,50,70,-70,-70,70,-52,46,1602,C
70,-70,-50,70,-35,-60,-70,-17,46,1603,C
-70,-70,-44,-70,70,-70,-70,-17,46,1604,D
-70,70,68,-70,-52,-70,70,-35,46,1605,D
70,-70,-4,70,-17,-30,-70,-70,46,1606,A
70,-70,-20,70,-70,10,-70,-52,46,1607,B
-70,70,2,-70,-52,-70,-70,-52,46,1608,A
-70,-70,-36,70,-70,-30,-70,-52,46,1609,A
70,70,-56,-70,17,-60,0,-52,70,1610,A
-70,70,8,70,-70,-10,0,-17,46,1611,C
70,-70,-42,70,-35,-60,-70,17,46,1612,D
70,70,-8,-70,-70,-60,0,-17,-70,1613,C
70,70,0,-70,-17,20,70,-52,46,1614,A
70,70,-44,-70,17,20,-70,-17,46,1615,A
-70,-70,-28,70,-70,-60,-70,-52,46,1616,B
-70,-70,-22,70,-17,-60,-70,-70,46,1617,A
-70,-70,-66,-70,70,-60,-70,0,-46,1618,D
-70,70,-6,70,-17,-60,-70,-52,46,1619,A
-70,-70,-54,-70,-35,-70,-70,17,-46,1620,B
-70,-70,-46,70,-35,-70,-70,-52,-70,1621,A
70,70,12,70,-35,-10,0,-52,46,1622,C
-70,70,60,-70,35,-70,-70,-70,46,1623,D
-70,70,18,70,-70,-10,-70,-70,46,1624,B
70,-70,-30,70,70,-70,-70,-52,46,1625,D
-70,70,-4,70,-17,-70,0,-17,46,1626,C
-70,-70,-66,-70,70,-70,-70,-17,-70,1627,D
70,-70,-56,-70,70,70,-70,-35,46,1628,D
70,-70,-40,70,-35,-70,-70,0,46,1629,D
70,-70,-44,-70,17,-70,-70,-70,46,1630,D
-70,70,6,70,70,-60,-70,-35,46,1631,B
-70,70,-22,70,-70,-60,-70,-17,70,1632,B
-70,70,-26,-70,-17,-50,0,0,-46,1633,B
-70,70,24,-70,35,-70,70,-35,46,1634,B
-70,-70,-64,-70,52,-70,-70,-17,-70,1635,A
-70,70,38,-70,-52,-60,70,-52,46,1636,B
70,70,-14,70,-70,-70,-70,-52,46,1637,C
70,70,24,70,-70,-70,0,-52,46,1638,C
-70,70,-52,70,-35,-70,0,-52,-23,1639,D
70,70,0,-70,-70,-60,70,-17,46,1640,A
-70,70,52,-70,35,10,-70,-70,46,1641,D
70,70,18,70,-70,-60,0,-35,46,1642,C
70,-70,-24,70,-35,20,-70,-70,70,1643,A
-70,70,-20,70,-70,-60,0,-17,46,1644,C
70,-70,-70,-70,0,20,-70,0,-70,1645,B
70,-70,-40,70,-17,-60,-70,-17,46,1646,B
-70,-70,-46,-70,17,20,-70,-35,70,1647,D
-70,70,62,70,-52,-60,70,-52,46,1648,D
70,70,-34,70,-70,-30,70,35,46,1649,C
-70,70,-52,-70,-17,-40,0,-52,46,1650,B
-70,-70,-50,-70,70,-70,-70,0,70,1651,B
70,70,-36,70,-35,-70,0,-35,-70,1652,A
-70,-70,-54,70,-17,-60,-70,-35,46,1653,D
70,70,4,70,-70,-60,70,-17,-46,1654,B
70,-70,-54,70,-70,60,-70,-52,46,1655,B
-70,70,-44,70,-17,-30,-70,-52,46,1656,B
-70,-70,-64,-70,70,-70,-70,-52,46,1657,D
-70,70,-28,-70,-17,-60,0,-17,70,1658,A
70,-70,-4,70,-70,-70,-70,-70,46,1659,C
-70,70,-16,-70,-35,-70,-70,-17,70,1660,A
-70,70,46,70,-52,-60,-70,-70,46,1661,D
70,70,-40,-70,17,0,0,0,70,1662,B
-70,-70,-48,-70,-70,-60,-70,-35,-46,1663,A
-70,70,-20,70,-70,-60,-70,-52,-70,1664,B
-70,70,0,70,-70,-40,0,-35,46,1665,B
-70,70,-50,70,-17,-40,0,-35,0,1666,B
70,-70,-20,70,-17,-60,-70,-17,70,1667,A
-70,-70,-44,70,-17,-60,-70,-35,46,1668,D
-70,70,22,70,-70,-60,-70,-52,46,1669,A
-70,70,-40,70,-70,-70,0,-52,46,1670,B
-70,70,-8,70,-70,-70,0,17,46,1671,C
-70,-70,-40,-70,70,-60,-70,-17,46,1672,C
-70,70,0,70,-70,-10,0,-52,46,1673,C
70,70,-12,70,-70,0,0,-17,46,1674,C
-70,-70,-44,-70,-17,-60,-70,35,70,1675,D
-70,70,-2,70,-52,-60,70,-17,70,1676,B
70,-70,-46,70,70,-60,-70,-52,-70,1677,A
-70,70,30,-70,-52,20,0,-52,46,1678,B
-70,-70,-48,70,17,-70,-70,-17,-70,1679,D
70,70,4,-70,17,-60,0,0,46,1680,B
70,70,36,70,-70,-60,0,-35,46,1681,B
-70,-70,-46,-70,17,-60,-70,-17,46,1682,D
70,-70,-44,70,70,-60,-70,-17,-46,1683,B
-70,-70,-24,70,-70,-50,-70,-35,46,1684,A
70,-70,-44,70,70,20,-70,35,-23,1685,D
70,70,-54,-70,0,0,70,-35,70,1686,A
-70,-70,-66,-70,70,-60,-70,-17,46,1687,D
-70,70,-24,70,-70,-30,-70,-17,46,1688,A
-70,70,18,70,52,-60,-70,-35,46,1689,B
-70,70,68,70,-52,-60,-70,-70,46,1690,D
-70,70,2,-70,17,-60,70,-17,46,1691,A
-70,-70,-42,70,-17,-60,-70,-52,46,1692,D
70,70,-30,70,-70,-70,0,-35,46,1693,A
70,70,16,70,17,-60,-70,-70,-70,1694,B
-70,-70,-70,-70,70,-60,-70,0,70,1695,D
-70,70,26,-70,-52,-60,70,-52,46,1696,D
70,70,-22,70,-70,20,-70,-52,46,1697,B
70,-70,-16,70,17,-70,-70,-70,46,1698,A
-70,70,-14,-70,-35,-70,0,-35,70,1699,D
-70,-70,-66,-70,70,-50,-70,-17,70,1700,D
70,70,-24,70,17,-70,70,-35,46,1701,A
70,70,-36,-70,17,0,0,-17,70,1702,A
70,70,-2,70,-70,-10,-70,-52,46,1703,A
70,70,18,70,-70,-60,0,-17,46,1704,B
-70,70,-4,-70,-52,-20,-70,-35,-46,1705,C
70,70,-48,70,-17,-70,0,-52,46,1706,A
-70,-70,-52,-70,-35,-70,-70,-17,46,1707,B
70,-70,-32,70,-35,-60,-70,-70,70,1708,A
70,-70,-6,70,-70,-70,-70,-52,46,1709,A
-70,70,40,70,35,-60,-70,-70,46,1710,A
70,70,36,70,-70,-40,0,-35,46,1711,C
-70,70,-32,70,17,-60,0,-35,-70,1712,A
70,-70,-46,-70,-70,-60,-70,-70,46,1713,B
70,-70,-14,70,17,-60,-70,-52,23,1714,B
70,70,22,70,-35,-60,-70,-52,46,1715,B
70,70,68,70,35,-60,0,-52,46,1716,C
-70,70,-20,70,-17,-70,0,-52,-23,1717,A
-70,70,-6,70,-52,20,70,-35,-46,1718,C
-70,-70,-36,70,-70,10,-70,-52,46,1719,D
-70,70,26,70,35,-70,-70,-70,-70,1720,A
-70,70,24,70,-52,-70,-70,-70,46,1721,B
70,-70,-28,70,-70,-40,-70,-52,46,1722,C
70,-70,-42,-70,52,10,-70,-70,46,1723,D
70,-70,-26,70,-70,-10,-70,-70,46,1724,B
-70,70,68,70,35,-70,70,-35,46,1725,C
-70,-70,-46,70,70,10,-70,0,46,1726,D
-70,-70,-42,70,-17,-60,-70,-70,46,1727,A
-70,70,-20,-70,0,-60,-70,-52,0,1728,D
70,70,2,-70,17,-40,0,-52,46,1729,B
70,70,-12,70,-70,-70,0,-35,46,1730,C
-70,-70,-62,-70,70,-70,-70,-17,46,1731,D
70,-70,-44,-70,70,-70,-70,35,46,1732,B
-70,70,30,-70,-35,-70,0,-52,46,1733,C
-70,70,-16,70,-52,-70,70,-52,46,1734,C
70,-70,-62,-70,-35,-60,-70,-35,-70,1735,A
70,-70,-54,70,-35,-70,-70,-35,46,1736,B
-70,-70,-28,70,-70,-60,-70,-35,0,1737,A
-70,70,14,70,-17,-60,-70,-52,-23,1738,A
-70,-70,-48,70,-70,-30,-70,-70,-70,1739,D
-70,-70,-48,70,52,-20,-70,-70,46,1740,D
-70,-70,-34,-70,-52,-70,-70,-35,46,1741,D
70,-70,18,70,-35,-70,-70,-52,46,1742,B
-70,70,30,70,-70,-70,0,0,-70,1743,C
-70,70,54,70,35,-60,-70,-70,46,1744,A
70,70,34,-70,35,-60,70,-52,46,1745,B
