pH,Temprature,Taste,Odor,Fat ,Turbidity,Colour,RowNum,Grade
27,-22,32,-32,32,32,10,657,1
23,-8,-32,32,32,32,32,658,1
5,-19,-32,-32,-32,32,32,659,2
5,-19,-32,32,32,32,32,660,0
2,-27,32,-32,-32,-32,32,661,2
-15,-27,32,-32,32,-32,32,662,1
-32,-25,32,32,32,32,32,663,1
27,-22,32,-32,32,32,10,664,1
5,-25,32,-32,32,-32,-10,665,2
2,-29,-32,-32,-32,-32,32,666,2
3,-29,32,32,32,32,32,667,0
-7,-19,32,-32,32,32,10,668,1
-17,-2,-32,32,32,32,10,669,1
18,4,32,-32,32,32,32,670,1
4,-19,32,32,-32,-32,-2,671,2
4,-19,32,32,32,-32,-10,672,2
-6,-13,-32,32,32,32,32,673,1
23,-8,-32,32,32,32,32,674,1
11,32,32,-32,32,32,32,675,1
5,-19,-32,-32,32,-32,32,676,2
2,-27,32,-32,32,-32,32,677,2
4,-27,32,-32,32,-32,32,678,0
-32,-25,32,32,32,32,32,679,1
27,-22,32,-32,32,32,10,680,1
23,-8,-32,32,32,32,32,681,1
5,-19,-32,-32,-32,32,32,682,2
5,-19,-32,32,32,32,32,683,0
2,-27,32,-32,-32,-32,32,684,2
-15,-27,32,-32,32,-32,32,685,1
-32,-25,32,32,32,32,32,686,1
27,-22,32,-32,32,32,10,687,1
5,-25,32,-32,32,-32,-10,688,2
3,-19,-32,32,32,32,10,689,0
2,-30,-32,-32,32,-32,32,690,2
-17,-27,-32,32,32,32,32,691,1
5,-19,32,32,32,32,-10,692,0
2,-31,32,-32,32,-32,-6,693,2
5,-30,-32,32,32,-32,23,694,0
22,9,-32,-32,-32,-32,-6,695,1
5,-32,-32,-32,-32,32,-32,696,2
2,-29,-32,-32,-32,-32,-10,697,2
3,-29,32,-32,32,-32,32,698,0
5,-19,-32,32,-32,-32,-32,699,2
11,3,-32,-32,-32,-32,32,700,1
5,-24,-32,-32,32,-32,32,701,2
2,-27,32,32,32,32,32,702,0
3,-27,-32,-32,-32,-32,32,703,2
-32,-25,32,-32,-32,-32,32,704,1
27,-22,32,32,32,32,2,705,1
2,-27,32,-32,32,-32,32,706,2
4,-27,32,-32,32,-32,32,707,0
-32,-25,32,32,32,32,32,708,1
3,-22,32,-32,32,32,10,709,0
23,-8,-32,32,32,32,32,710,1
5,-19,-32,-32,-32,32,32,711,2
5,-19,-32,32,32,32,32,712,0
2,-27,32,-32,-32,-32,32,713,2
3,-27,32,-32,32,-32,32,714,0
-32,-25,32,32,32,32,32,715,1
27,-22,32,-32,32,32,10,716,1
5,-25,32,-32,32,-32,-10,717,2
3,-19,-32,-32,-32,32,10,718,2
2,-30,-32,-32,32,-32,32,719,2
5,-19,-32,32,32,32,32,720,0
2,-27,32,-32,-32,-32,32,721,2
-15,-27,32,-32,32,-32,32,722,1
-32,-25,32,32,32,32,32,723,1
27,-22,32,-32,32,32,10,724,1
5,-25,32,-32,32,-32,-10,725,2
3,-19,-32,32,32,32,10,726,0
2,-30,-32,-32,32,-32,32,727,2
-17,-27,-32,32,32,32,32,728,1
5,-19,32,32,32,32,-10,729,0
-7,-19,32,-32,32,32,10,730,1
-17,-2,-32,32,32,32,10,731,1
18,4,32,-32,32,32,32,732,1
4,-19,32,32,-32,-32,-2,733,2
4,-19,32,32,32,-32,-10,734,2
-6,-13,-32,32,32,32,32,735,1
3,-31,-32,32,32,32,32,736,0
11,32,32,-32,32,32,32,737,1
5,-13,-32,-32,32,-32,32,738,1
2,-27,32,-32,32,-32,32,739,2
4,-24,32,-32,-32,-32,-2,740,2
4,-13,32,32,32,-32,-10,741,1
5,-19,-32,32,32,32,32,742,0
23,-8,-32,32,-32,-32,32,743,1
11,3,-32,-32,-32,-32,32,744,1
5,-24,-32,-32,-32,-32,32,745,2
2,-27,32,32,32,32,32,746,0
5,-27,-32,-32,-32,-32,32,747,2
-32,-25,32,-32,-32,-32,32,748,1
27,-22,32,32,32,32,2,749,1
5,-25,32,32,32,32,32,750,0
3,-19,-32,-32,-32,32,10,751,2
2,-30,-32,-32,-32,-32,-2,752,2
3,-27,-32,-32,-32,-32,32,753,2
5,-19,32,32,32,-32,-10,754,0
32,-32,32,32,-32,32,32,755,1
2,-29,-32,-32,-32,-32,32,756,2
3,-29,32,32,32,32,32,757,0
-7,-19,32,-32,32,32,10,758,1
-17,-2,-32,32,32,32,10,759,1
18,4,32,-32,32,32,32,760,1
4,-19,32,32,-32,-32,-2,761,2
4,-19,32,32,32,-32,-10,762,2
-6,-13,-32,32,32,32,32,763,1
23,-8,-32,32,32,32,32,764,1
11,32,32,-32,32,32,32,765,1
5,-19,-32,-32,32,-32,32,766,2
2,-27,32,-32,32,-32,32,767,2
4,-27,32,-32,32,-32,32,768,0
-32,-25,32,32,32,32,32,769,1
27,-22,32,-32,32,32,10,770,1
23,-8,-32,32,32,32,32,771,1
5,-19,-32,-32,-32,32,32,772,2
5,-19,-32,32,32,32,32,773,0
2,-27,32,-32,-32,-32,32,774,2
-15,-27,32,-32,32,-32,32,775,1
-32,-25,32,32,32,32,32,776,1
27,-22,32,-32,32,32,10,777,1
5,-25,32,-32,32,-32,-10,778,2
2,-29,-32,-32,-32,-32,32,779,2
3,-29,32,32,32,32,32,780,0
-7,-19,32,-32,32,32,10,781,1
-17,-2,-32,32,32,32,10,782,1
18,4,32,-32,32,32,32,783,1
4,-19,32,32,-32,-32,-2,784,2
4,-19,32,32,32,-32,-10,785,2
-6,-13,-32,32,32,32,32,786,1
23,-8,-32,32,32,32,32,787,1
11,32,32,-32,32,32,32,788,1
5,-19,-32,-32,32,-32,32,789,2
2,-27,32,-32,32,-32,32,790,2
4,-27,32,-32,32,-32,32,791,0
-32,-25,32,32,32,32,32,792,1
27,-22,32,-32,32,32,10,793,1
23,-8,-32,32,32,32,32,794,1
5,-19,-32,-32,-32,32,32,795,2
5,-19,-32,32,32,32,32,796,0
2,-27,32,-32,-32,-32,32,797,2
-15,-27,32,-32,32,-32,32,798,1
-32,-25,32,32,32,32,32,799,1
27,-22,32,-32,32,32,10,800,1
5,-25,32,-32,32,-32,-10,801,2
3,-19,-32,32,32,32,10,802,0
2,-30,-32,-32,32,-32,32,803,2
-17,-27,-32,32,32,32,32,804,1
5,-19,32,32,32,32,-10,805,0
2,-31,32,-32,32,-32,-6,806,2
5,-30,-32,32,32,-32,23,807,0
22,9,-32,-32,-32,-32,-6,808,1
5,-32,-32,-32,-32,32,-32,809,2
2,-29,-32,-32,-32,-32,-10,810,2
3,-29,32,-32,32,-32,32,811,0
5,-19,-32,32,-32,-32,-32,812,2
11,3,-32,-32,-32,-32,32,813,1
5,-24,-32,-32,32,-32,32,814,2
2,-27,32,32,32,32,32,815,0
3,-27,-32,-32,-32,-32,32,816,2
-32,-25,32,-32,-32,-32,32,817,1
27,-22,32,32,32,32,2,818,1
2,-27,32,-32,32,-32,32,819,2
4,-27,32,-32,32,-32,32,820,0
3,-25,-32,-32,-32,-32,32,821,2
3,-22,32,-32,32,32,10,822,0
23,-8,-32,32,32,32,32,823,1
5,-19,-32,-32,-32,32,32,824,2
5,-19,-32,32,32,32,32,825,0
2,-27,32,-32,-32,-32,32,826,2
3,-27,32,-32,32,-32,32,827,0
-32,-25,32,32,32,32,32,828,1
27,-22,32,-32,32,32,10,829,1
5,-25,32,-32,32,-32,-10,830,2
3,-19,-32,32,32,32,10,831,0
2,-30,-32,-32,32,-32,32,832,2
5,-19,-32,32,32,32,32,833,0
2,-27,32,-32,-32,-32,32,834,2
-15,-27,32,-32,32,-32,32,835,1
-32,-25,32,32,32,32,32,836,1
27,-22,32,-32,32,32,10,837,1
5,-25,32,-32,32,-32,-10,838,2
3,-19,-32,32,32,32,10,839,0
2,-30,-32,-32,32,-32,32,840,2
-17,-27,-32,32,32,32,32,841,1
5,-19,32,32,32,32,-10,842,0
2,-31,32,-32,32,-32,-6,843,2
5,-30,-32,32,32,-32,23,844,0
22,9,-32,-32,-32,-32,-6,845,1
5,-32,-32,-32,-32,32,-32,846,2
2,-29,-32,32,32,32,-10,847,1
3,-29,32,-32,32,-32,32,848,0
5,-19,-32,32,-32,-32,-32,849,2
11,3,-32,-32,-32,-32,32,850,1
5,-24,-32,-32,32,-32,32,851,2
2,-27,32,32,32,32,32,852,0
3,-27,-32,-32,-32,-32,32,853,2
-32,-25,32,-32,-32,-32,32,854,1
27,-22,32,32,32,32,2,855,1
5,-25,32,32,32,32,32,856,0
3,-13,-32,-32,-32,32,10,857,1
2,-30,-32,-32,-32,-32,-2,858,2
3,-13,-32,-32,-32,-32,32,859,1
5,-19,32,32,32,-32,-10,860,0
3,-25,32,-32,-32,-32,32,861,2
27,-22,32,32,32,32,2,862,1
5,-25,32,32,32,32,32,863,0
3,-13,-32,-32,-32,32,10,864,1
2,-30,-32,-32,-32,-32,-2,865,2
3,-27,-32,-32,-32,-32,32,866,2
5,-19,32,32,32,-32,-10,867,0
32,-32,32,32,-32,32,32,868,1
2,-29,-32,-32,-32,-32,32,869,2
3,-29,32,32,32,32,32,870,0
-7,-19,32,-32,32,32,10,871,1
2,-25,32,-32,-32,-32,10,872,2
18,4,32,-32,32,32,32,873,1
4,-19,32,32,-32,-32,-2,874,2
4,-27,32,-32,32,-32,32,875,0
-32,-25,32,32,32,32,32,876,1
5,-22,32,-32,32,-32,10,877,0
23,-8,-32,32,32,32,32,878,1
5,-8,-32,-32,-32,32,32,879,1
5,-19,-32,32,32,32,32,880,0
2,-27,32,-32,-32,-32,32,881,2
-15,-27,32,-32,32,-32,32,882,1
3,-25,32,32,32,32,32,883,0
27,-22,32,-32,32,32,10,884,1
5,-25,32,-32,32,-32,-10,885,2
3,-19,-32,32,32,32,10,886,0
2,-30,-32,-32,32,-32,32,887,2
-17,-27,-32,32,32,32,32,888,1
5,-19,32,32,32,32,-10,889,0
2,-13,32,-32,32,-32,-6,890,1
3,-29,32,-32,32,-32,32,891,0
5,-19,-32,32,-32,-32,-32,892,2
11,3,-32,-32,-32,-32,32,893,1
5,-24,-32,-32,32,-32,32,894,2
2,-27,32,32,32,32,32,895,0
3,-27,-32,-32,-32,-32,32,896,2
4,-27,32,-32,32,-32,32,897,0
-32,-25,32,32,32,32,32,898,1
3,-22,-32,-32,32,-32,10,899,2
23,-8,-32,32,32,32,32,900,1
5,-19,-32,-32,-32,32,32,901,2
5,-19,-32,32,32,32,32,902,0
2,-27,32,-32,-32,-32,32,903,2
-15,-27,32,-32,32,-32,32,904,1
-32,-25,32,32,32,32,32,905,1
27,-22,32,-32,32,32,10,906,1
5,-25,32,-32,32,-32,-10,907,2
2,-29,-32,-32,-32,-32,32,908,2
3,-29,32,32,32,32,32,909,0
-7,-19,32,-32,32,32,10,910,1
2,-25,-32,-32,32,-32,10,911,2
18,4,32,-32,32,32,32,912,1
4,-19,32,32,-32,-32,-2,913,2
4,-19,32,32,32,-32,-10,914,2
-6,-13,-32,32,32,32,32,915,1
23,-8,-32,32,32,32,32,916,1
4,-24,32,-32,-32,-32,-2,917,2
4,-13,32,32,32,-32,-10,918,1
5,-19,-32,32,32,32,32,919,0
23,-8,-32,32,-32,-32,32,920,1
11,3,-32,-32,-32,-32,32,921,1
5,-24,-32,-32,-32,-32,32,922,2
2,-27,32,32,32,32,32,923,0
5,-27,-32,-32,-32,-32,32,924,2
-32,-25,32,-32,-32,-32,32,925,1
27,-22,32,32,32,32,2,926,1
5,-25,32,32,32,32,32,927,0
3,-19,-32,-32,-32,32,10,928,2
2,-30,-32,-32,-32,-32,-2,929,2
3,-27,-32,32,32,32,32,930,0
5,-19,32,32,32,-32,-10,931,0
32,-32,32,32,-32,32,32,932,1
2,-29,-32,-32,-32,-32,32,933,2
3,-29,32,32,32,32,32,934,0
-7,-19,32,-32,32,32,10,935,1
-17,-2,-32,32,32,32,10,936,1
18,4,32,-32,32,32,32,937,1
4,-19,32,32,-32,-32,-2,938,2
4,-19,32,32,32,-32,-10,939,2
-6,-13,-32,32,32,32,32,940,1
23,-8,-32,32,32,32,32,941,1
3,-19,32,-32,-32,32,32,942,2
27,-22,32,-32,32,32,10,943,1
5,-25,32,-32,32,-32,-10,944,2
3,-19,-32,32,32,32,10,945,0
2,-30,-32,-32,32,-32,32,946,2
-17,-27,-32,32,32,32,32,947,1
5,-19,32,32,32,32,-10,948,0
2,-31,32,-32,32,-32,-6,949,2
5,-30,-32,32,32,-32,23,950,0
22,9,-32,-32,-32,-32,-6,951,1
5,-32,-32,-32,-32,32,-32,952,2
2,-29,-32,-32,-32,-32,-10,953,2
3,-29,32,-32,32,-32,32,954,0
5,-19,-32,32,-32,-32,-32,955,2
11,3,-32,-32,-32,-32,32,956,1
5,-24,32,32,32,-32,32,957,0
2,-27,32,32,32,32,32,958,0
3,-27,-32,-32,-32,-32,32,959,2
-32,-25,32,-32,-32,-32,32,960,1
27,-22,32,32,32,32,2,961,1
2,-27,32,-32,32,-32,32,962,2
4,-27,32,-32,32,-32,32,963,0
-32,-25,32,32,32,32,32,964,1
3,-22,32,-32,32,32,10,965,0
23,-8,-32,32,32,32,32,966,1
2,-25,32,-32,-32,-32,10,967,2
18,4,32,-32,32,32,32,968,1
4,-19,32,32,-32,-32,-2,969,2
4,-27,32,-32,32,-32,32,970,0
-32,-25,32,32,32,32,32,971,1
5,-22,32,-32,32,-32,10,972,0
23,-8,-32,32,32,32,32,973,1
5,-8,-32,-32,-32,32,32,974,1
5,-19,-32,32,32,32,32,975,0
2,-27,32,-32,-32,-32,32,976,2
-15,-27,32,-32,32,-32,32,977,1
-32,-25,32,32,32,32,32,978,1
27,-22,32,-32,32,32,10,979,1
5,-25,32,-32,32,-32,-10,980,2
3,-19,-32,32,32,32,10,981,0
2,-30,-32,-32,32,-32,32,982,2
-17,-27,-32,32,32,32,32,983,1
5,-19,32,32,32,32,-10,984,0
2,-19,32,-32,-32,-32,-6,985,2
5,-30,-32,32,32,-32,23,986,0
22,9,-32,-32,-32,-32,-6,987,1
5,-32,-32,-32,-32,32,-32,988,2
2,-29,-32,-32,-32,-32,-10,989,2
3,-29,32,-32,32,-32,32,990,0
5,-19,-32,32,-32,-32,-32,991,2
11,3,-32,-32,-32,-32,32,992,1
5,-24,-32,-32,32,-32,32,993,2
2,-27,32,32,32,32,32,994,0
3,-27,-32,-32,-32,-32,32,995,2
4,-27,32,-32,32,-32,32,996,0
-32,-25,32,32,32,32,32,997,1
3,-22,-32,-32,-32,32,10,998,2
23,-8,-32,32,32,32,32,999,1
5,-19,-32,-32,-32,32,32,1000,2
5,-19,-32,32,32,32,32,1001,0
2,-27,32,-32,-32,-32,32,1002,2
-15,-27,32,-32,32,-32,32,1003,1
-32,-25,32,32,32,32,32,1004,1
27,-22,32,-32,32,32,10,1005,1
5,-25,32,-32,32,-32,-10,1006,2
2,-29,-32,-32,-32,-32,32,1007,2
-32,-25,32,32,32,32,32,1008,1
27,-22,32,-32,32,32,10,1009,1
5,-25,32,-32,32,-32,-10,1010,2
3,-19,-32,32,32,32,10,1011,0
2,-30,-32,-32,32,-32,32,1012,2
5,-19,-32,32,32,32,32,1013,0
2,-27,32,-32,-32,-32,32,1014,2
-15,-27,32,-32,32,-32,32,1015,1
-32,-25,32,32,32,32,32,1016,1
27,-22,32,-32,32,32,10,1017,1
5,-25,32,-32,32,-32,-10,1018,2
3,-19,-32,32,32,32,10,1019,0
2,-30,-32,-32,32,-32,32,1020,2
-17,-27,-32,32,32,32,32,1021,1
5,-19,32,32,32,32,-10,1022,0
2,-31,32,-32,32,-32,-6,1023,2
5,-30,-32,32,32,-32,23,1024,0
22,9,-32,-32,-32,-32,-6,1025,1
5,-32,-32,-32,-32,32,-32,1026,2
2,-29,-32,32,32,32,-10,1027,1
3,-29,32,-32,32,-32,32,1028,0
5,-19,-32,32,-32,-32,-32,1029,2
11,3,-32,-32,-32,-32,32,1030,1
5,-24,-32,-32,32,-32,32,1031,2
2,-27,32,32,32,32,32,1032,0
3,-27,-32,-32,-32,-32,32,1033,2
-32,-25,32,-32,-32,-32,32,1034,1
27,-22,32,32,32,32,2,1035,1
5,-25,32,32,32,32,32,1036,0
3,-13,-32,-32,-32,32,10,1037,1
2,-30,-32,-32,-32,-32,-2,1038,2
3,-13,-32,-32,-32,-32,32,1039,1
5,-19,32,32,32,-32,-10,1040,0
3,-25,32,-32,-32,-32,32,1041,2
27,-22,32,32,32,32,2,1042,1
5,-25,32,32,32,32,32,1043,0
3,-13,-32,-32,-32,32,10,1044,1
2,-30,-32,-32,-32,-32,-2,1045,2
3,-27,-32,-32,-32,-32,32,1046,2
5,-19,32,32,32,-32,-10,1047,0
32,-32,32,32,-32,32,32,1048,1
2,-29,-32,-32,-32,-32,32,1049,2
3,-29,32,32,32,32,32,1050,0
-7,-19,32,-32,32,32,10,1051,1
2,-25,32,-32,-32,-32,10,1052,2
18,4,32,-32,32,32,32,1053,1
4,-19,32,32,-32,-32,-2,1054,2
4,-27,32,-32,32,-32,32,1055,0
-32,-25,32,32,32,32,32,1056,1
5,-22,32,-32,32,-32,10,1057,0
23,-8,-32,32,32,32,32,1058,1
