no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,RowNum,booking_status
0,-27000,-11571,-17470,-27000,-27000,-27000,2742,27000,17181,25200,-13500,-27000,-27000,-27000,-18415,-27000,2683,1
-13500,-27000,-19285,-23823,-9000,-27000,-27000,-3230,27000,12272,-23400,-13500,-27000,-27000,-27000,-17190,-27000,2685,1
0,-27000,-19285,-20647,-27000,-27000,-27000,-6521,27000,-12272,10800,-13500,-27000,-27000,-27000,-18500,-27000,2688,1
0,-27000,-27000,-23823,-27000,-27000,-27000,-7984,27000,-7363,3600,-13500,-27000,-27000,-27000,-18576,-27000,2692,1
13500,-27000,-11571,-23823,-27000,-27000,-18000,-10178,27000,12272,16200,-13500,-27000,-27000,-27000,-10800,-16200,2693,1
-13500,-27000,-19285,-20647,-27000,-27000,-27000,-22246,27000,-17181,-9000,-13500,-27000,-27000,-27000,-19350,-27000,2697,1
0,-27000,-11571,-20647,-27000,-27000,-27000,-2011,27000,2454,14400,-13500,-27000,-27000,-27000,-17905,-27000,2700,1
0,-27000,-27000,-14294,-27000,-27000,-27000,-15541,27000,-7363,3600,-13500,-27000,-27000,-27000,-14207,-27000,2701,1
0,-27000,-19285,-23823,9000,-27000,-27000,9690,27000,2454,25200,-13500,-27000,-27000,-27000,-15500,-16200,2704,1
0,-27000,-19285,-20647,-27000,-27000,-27000,-6521,27000,-12272,10800,-13500,-27000,-27000,-27000,-18500,-27000,2707,1
0,-27000,-19285,-27000,-9000,-27000,-27000,-27000,27000,7363,-16200,-13500,-27000,-27000,-27000,-17200,-16200,2709,1
0,-27000,19285,14294,-9000,-27000,-27000,-19198,27000,-17181,-10800,-13500,-27000,-27000,-27000,-19954,-27000,2710,1
0,-27000,-19285,-17470,9000,-27000,-27000,-1401,-27000,17181,-14400,-13500,-27000,-27000,-27000,-18400,-27000,2713,1
0,-27000,-27000,-23823,-27000,-27000,-27000,-13713,-27000,2454,0,-13500,-27000,-27000,-27000,-19350,-16200,2720,1
0,-16200,-27000,-20647,-27000,-27000,0,-11397,27000,-7363,19800,-13500,-27000,-27000,-27000,-6210,-5400,2723,1
13500,-27000,-11571,-17470,-27000,-27000,-18000,-15419,27000,-7363,10800,-13500,-27000,-27000,-27000,-12868,-16200,2724,1
0,-27000,-27000,-23823,-9000,-27000,-27000,-21270,27000,-17181,1800,-13500,-27000,-27000,-27000,-19890,-27000,2734,1
-13500,-27000,-11571,-23823,-27000,-27000,-27000,-22733,27000,-12272,1800,-13500,-27000,-27000,-27000,-17610,-27000,2739,1
13500,-27000,-11571,-23823,-27000,-27000,-18000,-8106,27000,2454,1800,-13500,-27000,-27000,-27000,-13230,-5400,2740,1
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-23830,27000,22090,0,0,-27000,-27000,-27000,-19300,-27000,2745,1
0,-27000,-19285,-27000,-9000,-27000,-27000,-14566,27000,17181,-12600,-13500,-27000,-27000,-27000,-16200,-16200,2747,1
-13500,-27000,-19285,-27000,-9000,-27000,-27000,-11031,27000,17181,-10800,-13500,-27000,-27000,-27000,-16200,-27000,2750,1
0,-16200,-27000,-23823,9000,-27000,0,60,27000,17181,23400,-13500,-27000,-27000,-27000,-5040,-27000,2752,1
0,-27000,-27000,-23823,-27000,-27000,-18000,-7252,27000,2454,19800,-13500,-27000,-27000,-27000,-15120,-16200,2759,1
-13500,-27000,-11571,-27000,-9000,-27000,-27000,-24927,27000,-12272,-23400,-13500,-27000,-27000,-27000,-18100,-27000,2763,1
0,-27000,-27000,-20647,-27000,-27000,-18000,-16516,27000,-7363,18000,-13500,-27000,-27000,-27000,-12960,-27000,2767,1
0,-27000,-27000,-20647,9000,-27000,-27000,7862,27000,12272,0,-13500,-27000,-27000,-27000,-15300,-27000,2771,1
0,-27000,-19285,-20647,-27000,-27000,-27000,-17492,27000,-17181,16200,-13500,-27000,-27000,-27000,-17000,-27000,2773,1
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-24318,27000,-22090,-21600,-13500,-27000,-27000,-27000,-18767,-27000,2775,1
0,-27000,-19285,-20647,-27000,-27000,-27000,-3717,27000,-2454,-23400,-13500,-27000,-27000,-27000,-13800,-27000,2776,1
-13500,-27000,-27000,-23823,-27000,-27000,-27000,8227,-27000,17181,1800,-13500,-27000,-27000,-27000,-27000,-27000,2780,1
0,-27000,-27000,-20647,9000,-27000,-27000,15176,27000,12272,-5400,-13500,-27000,-27000,-27000,-15500,-16200,2788,1
0,-16200,-11571,-11117,9000,-27000,0,-8959,27000,2454,-9000,-13500,-27000,-27000,-27000,-5289,-27000,2792,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-26878,-27000,7363,-21600,0,-27000,-27000,-27000,-20500,-27000,2793,1
0,-27000,-11571,-11117,9000,-27000,-18000,6033,27000,27000,18000,-13500,-27000,-27000,-27000,-12537,-16200,2794,1
0,-27000,-11571,-23823,-9000,-27000,-27000,-7984,27000,12272,16200,-13500,-27000,-27000,-27000,-15390,-27000,2801,1
0,-27000,-19285,-17470,-27000,-27000,-27000,-19564,27000,-12272,-9000,-13500,-27000,-27000,-27000,-19342,-27000,2802,1
13500,-27000,-27000,-14294,-27000,-27000,-18000,-14322,27000,7363,14400,-13500,-27000,-27000,-27000,-11969,-27000,2805,1
13500,-27000,-19285,-20647,-27000,-27000,-18000,-9081,27000,7363,10800,-13500,-27000,-27000,-27000,-13230,-27000,2808,1
0,-27000,-19285,-20647,-27000,-27000,-27000,-17492,27000,-17181,16200,-13500,-27000,-27000,-27000,-17000,-27000,2809,1
0,-27000,-19285,-17470,-9000,-27000,-27000,-14322,27000,-12272,3600,-13500,-27000,-27000,-27000,-19775,-16200,2815,1
0,-27000,-27000,-20647,9000,-27000,-27000,18954,27000,17181,-3600,-13500,-27000,-27000,-27000,-15500,-16200,2818,1
-13500,-27000,-11571,-23823,-27000,-27000,-27000,-7130,27000,17181,-1800,-13500,-27000,-27000,-27000,-15500,-27000,2821,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-4083,27000,-2454,-1800,-13500,-27000,-27000,-27000,-14000,-27000,2823,1
0,-16200,-11571,-11117,-27000,-27000,0,7009,27000,12272,7200,-13500,-27000,-27000,-27000,-9270,-27000,2824,1
0,-27000,-11571,-17470,-9000,-27000,-27000,10544,27000,27000,23400,-13500,-27000,-27000,-27000,-19809,-27000,2825,1
0,-27000,-27000,-23823,-27000,-27000,-27000,-14200,27000,-12272,-18000,-13500,-27000,-27000,-27000,-19500,-27000,2826,1
0,-27000,-27000,-17470,-27000,-27000,-27000,-3474,27000,12272,23400,-13500,-27000,-27000,-27000,-17691,-16200,2829,1
0,-27000,-19285,-20647,9000,-27000,-27000,23952,27000,12272,18000,-13500,-27000,-27000,-27000,-16300,-27000,2833,1
0,-27000,-19285,-17470,-27000,-27000,-27000,-22246,27000,-2454,19800,-13500,-27000,-27000,-27000,-15660,-27000,2836,1
0,-27000,-27000,-20647,-27000,-27000,-27000,-16273,27000,27000,-27000,-13500,-27000,-27000,-27000,-17640,-27000,2840,1
0,-27000,-11571,-11117,-9000,-27000,-27000,-22246,27000,22090,-1800,-13500,-27000,-27000,-27000,-19520,-16200,2846,1
0,-27000,-27000,-20647,-27000,-27000,-27000,-24683,27000,-2454,10800,0,-27000,-27000,-27000,-17000,-27000,2850,1
0,-27000,-27000,-11117,-9000,-27000,-27000,6277,27000,22090,10800,-13500,-27000,-27000,-27000,-20625,-27000,2853,1
0,-27000,-27000,-17470,-27000,-27000,-9000,-12494,27000,-22090,-10800,-13500,-27000,-27000,-27000,-18900,-16200,2858,1
0,-21600,-11571,-27000,-27000,-27000,-18000,-11884,27000,17181,-12600,-13500,-27000,-27000,-27000,-13500,-27000,2862,1
13500,-27000,-11571,-17470,-27000,-27000,-18000,-20417,27000,12272,-25200,-13500,-27000,-27000,-27000,-13013,-27000,2863,1
0,-16200,-11571,-17470,-27000,-27000,0,-6399,27000,2454,-23400,-13500,-27000,-27000,-27000,-11105,-16200,2864,1
0,-27000,-11571,-27000,9000,-27000,-27000,20051,27000,17181,12600,-13500,-27000,-27000,-27000,-15500,-16200,2866,1
-13500,-27000,-11571,-23823,-27000,-27000,-27000,-26878,27000,-22090,21600,-13500,-27000,-27000,-27000,-21000,-27000,2868,1
0,-27000,-27000,-20647,-27000,-27000,-27000,9690,27000,22090,3600,-13500,-27000,-27000,-27000,-21800,-27000,2869,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-14444,27000,-12272,5400,-13500,-27000,-27000,-27000,-15500,-27000,2870,1
0,-27000,-27000,-14294,-9000,-27000,-27000,-25781,27000,22090,-27000,-13500,-27000,-27000,-27000,-16800,-27000,2871,1
0,-27000,-27000,-20647,-27000,-27000,-27000,-12981,27000,22090,3600,-13500,-27000,-27000,-27000,-18000,-16200,2875,1
0,-27000,-19285,-17470,9000,-27000,-27000,-16395,27000,2454,3600,-13500,-27000,-27000,-27000,-12825,-16200,2882,1
0,-27000,-27000,-20647,-27000,-27000,-27000,11641,27000,12272,-1800,-13500,-27000,-27000,-27000,-15000,-27000,2888,1
0,-27000,-11571,-23823,9000,-27000,-27000,-15297,-27000,2454,-9000,-13500,-27000,-27000,-27000,-17550,-27000,2894,1
0,-27000,-27000,-14294,-27000,-27000,-27000,5911,27000,-12272,7200,-13500,-27000,-27000,-27000,-20720,-27000,2900,1
0,-27000,-11571,-23823,-27000,-27000,-18000,-22855,27000,-2454,5400,-13500,-27000,-27000,-27000,-14760,-27000,2901,1
0,-27000,-27000,-14294,-27000,-27000,-9000,-914,27000,2454,-7200,-13500,-27000,-27000,-27000,-18850,-16200,2902,1
0,-27000,-19285,-20647,-27000,-27000,-18000,-16151,27000,-17181,16200,-13500,-27000,-27000,-27000,-16470,-16200,2912,1
0,-27000,-27000,-23823,-27000,-27000,-27000,-26878,27000,-7363,-10800,-13500,-27000,-27000,-27000,-18600,-27000,2918,1
0,-27000,-27000,-20647,9000,-27000,-27000,6277,-27000,2454,1800,-13500,-27000,-27000,-27000,-16100,-27000,2923,1
0,-27000,-19285,-27000,-27000,-27000,-27000,7862,27000,17181,0,-13500,-27000,-27000,-27000,-18000,-27000,2925,1
0,-27000,-27000,-17470,-27000,-27000,-27000,-21514,27000,-17181,-23400,-13500,-27000,-27000,-27000,-19170,-27000,2926,1
0,-27000,-27000,-17470,-27000,-27000,-27000,-14688,27000,2454,-5400,-13500,-27000,-27000,-27000,-16470,-27000,2929,1
0,-27000,-27000,-20647,-27000,-27000,-27000,11641,27000,12272,-1800,-13500,-27000,-27000,-27000,-15000,-27000,2931,1
0,-27000,-19285,-20647,-27000,-27000,-27000,5546,27000,12272,25200,-13500,-27000,-27000,-27000,-17500,-27000,2932,1
0,-27000,-11571,-17470,-27000,-27000,-27000,5668,27000,-12272,-14400,-13500,-27000,-27000,-27000,-19200,-27000,2935,1
0,-27000,-19285,-17470,-27000,-27000,-27000,3474,27000,12272,18000,-13500,-27000,-27000,-27000,-17500,-27000,2937,1
0,-27000,-27000,-17470,-27000,-27000,-18000,-23343,27000,2454,-3600,-13500,-27000,-27000,-27000,-12060,-27000,2938,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-4936,27000,17181,-9000,-13500,-27000,-27000,-27000,-15000,-27000,2939,1
0,-27000,-11571,-11117,-27000,-27000,-27000,-3230,27000,12272,19800,-13500,-27000,-27000,-27000,-15744,-16200,2945,1
0,-27000,-3857,-11117,-27000,-27000,0,-8106,27000,-7363,10800,-13500,-27000,-27000,-27000,-9265,-27000,2946,1
0,-27000,-19285,-20647,-27000,-27000,-27000,-3717,27000,-2454,-23400,-13500,-27000,-27000,-27000,-13800,-27000,2953,1
-13500,-27000,-11571,-14294,-27000,-27000,-27000,-18589,27000,-2454,-7200,-13500,-27000,-27000,-27000,-15000,-27000,2958,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,1036,27000,17181,-16200,-13500,-27000,-27000,-27000,-16650,-27000,2963,1
-27000,-16200,-19285,-27000,-27000,-27000,-9000,-2986,27000,2454,1800,-13500,-27000,-27000,-27000,-18350,-27000,2964,1
0,-27000,-11571,-20647,-27000,27000,-9000,-3839,27000,-7363,-18000,-13500,-27000,-27000,-27000,-16070,-27000,2965,1
0,-27000,-27000,-17470,-27000,-27000,-27000,-4693,27000,12272,-14400,-13500,-27000,-27000,-27000,-16000,-16200,2966,1
13500,-27000,-27000,-23823,-27000,-27000,-18000,-19686,27000,-17181,23400,-13500,-27000,-27000,-27000,-14670,-16200,2969,1
0,-27000,-19285,-27000,-27000,-27000,-27000,-26390,27000,7363,9000,-13500,-27000,-27000,-27000,-10300,-27000,2974,1
0,-27000,-19285,-20647,-9000,-27000,-27000,-24927,27000,-17181,-9000,-13500,-27000,-27000,-27000,-17300,-27000,2977,1
0,-27000,-27000,-23823,-27000,-27000,-18000,-17613,27000,-2454,21600,-13500,-27000,-27000,-27000,-17159,-27000,2980,1
0,-27000,-19285,-20647,-27000,-27000,-27000,6277,27000,-7363,-5400,-13500,-27000,-27000,-27000,-17500,-27000,2981,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-4083,27000,-2454,-1800,-13500,-27000,-27000,-27000,-14000,-27000,2982,1
0,-27000,-27000,-23823,-27000,-27000,-27000,-26268,27000,-17181,-25200,-13500,-27000,-27000,-27000,-17700,-16200,2984,1
0,-27000,-27000,-23823,-9000,-27000,-27000,-21027,27000,-17181,1800,-13500,-27000,-27000,-27000,-19890,-16200,2989,1
0,-27000,-27000,-20647,-9000,-27000,-27000,-26268,27000,-22090,18000,-13500,-27000,-27000,-27000,-19100,-27000,2991,1
0,-27000,-27000,-23823,-27000,-27000,-27000,-25049,27000,-12272,10800,-13500,-27000,-27000,-27000,-15300,-27000,2996,1
-27000,-16200,-27000,-20647,-27000,-27000,-9000,-4205,27000,2454,-16200,-13500,-27000,-27000,-27000,-18350,-16200,2997,1
0,-27000,-11571,-20647,-27000,-27000,-27000,-19686,27000,-17181,7200,-13500,-27000,-27000,-27000,-19500,-27000,2998,1
0,-27000,-19285,-23823,9000,-27000,-27000,9690,27000,2454,25200,-13500,-27000,-27000,-27000,-15500,-16200,3003,1
0,-27000,-19285,-11117,-27000,-27000,-27000,15541,27000,17181,-21600,-13500,-27000,-27000,-27000,-14667,-27000,3004,1
0,-27000,-19285,-23823,9000,-27000,-18000,-19808,27000,-2454,-21600,-13500,-27000,-27000,-27000,-11691,-16200,3005,1
0,-27000,-27000,-17470,-27000,-27000,-27000,-3474,-27000,17181,-1800,-13500,-27000,-27000,-27000,-20500,-27000,3007,1
0,-27000,-19285,-17470,-9000,-27000,-27000,-4693,27000,2454,-21600,-13500,-27000,-27000,-27000,-17175,-16200,3009,1
0,-27000,-11571,-14294,-27000,-27000,-18000,792,27000,17181,-19800,-13500,-27000,-27000,-27000,-15440,-5400,3010,1
13500,-27000,-11571,-23823,-27000,-27000,-18000,-13469,27000,2454,14400,-13500,-27000,-27000,-27000,-13230,-27000,3012,1
0,-27000,-19285,-20647,-27000,-27000,-27000,6277,27000,12272,25200,-13500,-27000,-27000,-27000,-16380,-27000,3014,1
0,-27000,-27000,-23823,-27000,-27000,-9000,3961,27000,2454,-12600,-13500,-27000,-27000,-27000,-16930,-16200,3017,1
0,-27000,-11571,-23823,-27000,-27000,-27000,-22855,27000,-7363,-27000,-13500,-27000,-27000,-27000,-14310,-27000,3018,1
-13500,-27000,-11571,-23823,-27000,-27000,-27000,-26878,27000,-22090,21600,-13500,-27000,-27000,-27000,-21000,-27000,3026,1
0,-27000,-27000,-17470,-27000,-27000,-18000,-15054,27000,2454,9000,-13500,-27000,-27000,-27000,-14520,-27000,3029,1
0,-27000,-27000,-17470,-27000,-27000,-27000,10544,27000,22090,12600,-13500,-27000,-27000,-27000,-19170,-5400,3030,1
-13500,-27000,-11571,-23823,-27000,-27000,-27000,-26878,27000,-22090,21600,-13500,-27000,-27000,-27000,-21000,-27000,3033,1
0,-27000,-19285,-20647,-27000,-27000,-27000,-3474,27000,-2454,7200,-13500,-27000,-27000,-27000,-15000,-27000,3044,1
0,-27000,-27000,-20647,-9000,-27000,-27000,-20783,27000,7363,3600,-13500,-27000,-27000,-27000,-14490,-27000,3046,1
0,-27000,-11571,-20647,-27000,-27000,-27000,-22489,27000,-12272,23400,-13500,-27000,-27000,-27000,-14310,-27000,3051,1
13500,-27000,-11571,-17470,-27000,-27000,-18000,2376,27000,17181,-16200,-13500,-27000,-27000,-27000,-11955,-16200,3052,1
-13500,-27000,-19285,-23823,-27000,-27000,-27000,-13103,27000,-7363,-25200,-13500,-27000,-27000,-27000,-17010,-27000,3055,1
0,-27000,-27000,-23823,-9000,-27000,-27000,-23221,27000,-12272,-3600,-13500,-27000,-27000,-27000,-17550,-27000,3058,1
13500,-27000,-11571,-20647,-27000,-27000,-18000,-3717,27000,-2454,-21600,-13500,-27000,-27000,-27000,-16866,-5400,3059,1
0,-27000,-19285,-23823,-9000,-27000,-27000,-11762,27000,27000,18000,-13500,-27000,-27000,-27000,-19080,-16200,3061,1
13500,-27000,-11571,-23823,-27000,-27000,-18000,-3230,27000,7363,-16200,-13500,-27000,-27000,-27000,-12330,-5400,3070,1
13500,-27000,-27000,-23823,-27000,-27000,-18000,-18711,27000,-12272,9000,-13500,-27000,-27000,-27000,-13230,-16200,3071,1
0,-27000,-19285,-23823,-9000,-27000,-27000,-25537,27000,17181,-23400,-13500,-27000,-27000,-27000,-13500,-27000,3078,1
0,-21600,-27000,-23823,-27000,-27000,-27000,-14810,27000,-2454,21600,-13500,-27000,-27000,-27000,-13950,-5400,3081,1
0,-27000,-27000,-14294,-27000,-27000,-18000,-23343,27000,-7363,-9000,-13500,-27000,-27000,-27000,-12060,-27000,3082,1
0,-27000,-27000,-20647,-27000,-27000,-9000,-2011,27000,2454,9000,-13500,-27000,-27000,-27000,-18337,-27000,3087,1
0,-27000,-27000,-23823,9000,-27000,-27000,-14810,-27000,17181,0,-13500,-27000,-27000,-27000,-16200,-27000,3093,1
0,-21600,-11571,-23823,-9000,-27000,-27000,-11641,27000,7363,-18000,-13500,-27000,-27000,-27000,-17683,-27000,3094,1
0,-27000,-11571,-17470,-9000,-27000,-27000,182,27000,12272,25200,-13500,-27000,-27000,-27000,-19604,-27000,3095,1
0,-27000,-27000,-23823,-27000,-27000,-27000,-21027,27000,-7363,9000,-13500,-27000,-27000,-27000,-14310,-27000,3100,1
0,-27000,-19285,-11117,-27000,-27000,-27000,15541,27000,17181,-21600,-13500,-27000,-27000,-27000,-18000,-27000,3109,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-14444,27000,-12272,5400,-13500,-27000,-27000,-27000,-15500,-27000,3113,1
0,-27000,-11571,-17470,9000,-27000,-27000,-7009,27000,7363,5400,-13500,-27000,-27000,-27000,-13655,-27000,3116,1
0,-21600,-11571,-23823,-27000,-27000,-27000,-24196,27000,-2454,3600,-13500,-27000,-27000,-27000,-12100,-27000,3120,1
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-22124,27000,-22090,0,-13500,-27000,-27000,-27000,-19710,-27000,3121,1
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-3108,27000,2454,7200,-13500,-27000,-27000,-27000,-18450,-27000,3128,1
13500,-27000,-19285,-17470,-27000,-27000,-18000,-23099,27000,17181,-18000,-13500,-27000,-27000,-27000,-9360,-27000,3132,1
0,-27000,-11571,-20647,-27000,-27000,-27000,-19442,27000,-2454,5400,-13500,-27000,-27000,-27000,-16335,-27000,3136,1
0,-27000,-27000,-14294,9000,-27000,-27000,12372,27000,-7363,1800,-13500,-27000,-27000,-27000,-15800,-16200,3140,1
0,-27000,-11571,-20647,-27000,-27000,-18000,-14932,27000,-12272,1800,-13500,-27000,-27000,-27000,-17692,-27000,3141,1
0,-27000,-27000,-23823,-9000,-27000,-27000,-18467,27000,2454,-16200,-13500,-27000,-27000,-27000,-16290,-27000,3143,1
0,-27000,-11571,-20647,-27000,-27000,-27000,-20417,27000,17181,0,-13500,-27000,-27000,-27000,-19800,-27000,3145,1
0,-27000,-27000,-23823,-27000,-27000,-27000,27000,27000,-12272,23400,-13500,-27000,-27000,-27000,-20500,-27000,3146,1
0,-27000,-27000,-17470,-9000,-27000,-27000,-15785,27000,17181,-18000,-13500,-27000,-27000,-27000,-16200,-5400,3154,1
0,-27000,-27000,-20647,-27000,-27000,-27000,-1279,27000,-7363,7200,-13500,-27000,-27000,-27000,-17000,-27000,3156,1
0,-27000,-27000,-17470,-27000,-27000,-27000,10056,27000,22090,-23400,-13500,-27000,-27000,-27000,-18100,-27000,3159,1
0,-27000,-19285,-20647,-27000,-27000,-27000,-15541,27000,-12272,-14400,-13500,-27000,-27000,-27000,-17370,-27000,3164,1
0,-16200,-27000,-17470,-27000,-27000,-9000,-21758,27000,-27000,-3600,-13500,-27000,-27000,-27000,-18325,-27000,3174,1
0,-27000,-19285,-20647,-27000,-27000,-18000,-17857,27000,2454,-27000,-13500,-27000,-27000,-27000,-13860,-27000,3175,1
0,-27000,-27000,-23823,-9000,-27000,-27000,-25781,27000,12272,-23400,-13500,-27000,-27000,-27000,-14100,-27000,3181,1
0,-27000,-19285,-20647,9000,-27000,-27000,-7374,27000,-17181,16200,-13500,-27000,-27000,-27000,-14000,-27000,3185,1
0,-27000,-27000,-17470,-27000,-27000,-9000,60,27000,12272,-3600,-13500,-27000,-27000,-27000,-15390,-27000,3187,1
0,-27000,-11571,-7941,-27000,-27000,-27000,-9690,27000,7363,-23400,-13500,-27000,-27000,-27000,-16524,-27000,3188,1
13500,-27000,-19285,-23823,-27000,-27000,-18000,-21270,27000,2454,-25200,-13500,-27000,-27000,-27000,-11969,-16200,3190,1
0,-27000,-11571,-23823,-27000,-27000,-18000,-12616,27000,-12272,0,-13500,-27000,-27000,-27000,-17430,-27000,3191,1
0,-27000,-27000,-20647,-27000,-27000,-27000,5058,27000,17181,9000,-13500,-27000,-27000,-27000,-16000,-27000,3192,1
0,-27000,-27000,-17470,-27000,-27000,-27000,6033,27000,12272,9000,-13500,-27000,-27000,-27000,-16867,-16200,3194,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-7009,-27000,17181,-25200,-13500,-27000,-27000,-27000,-17000,-27000,3197,1
0,-27000,-27000,-20647,-27000,-27000,-27000,11641,27000,12272,-1800,-13500,-27000,-27000,-27000,-15000,-27000,3199,1
0,-27000,-27000,-20647,-27000,-27000,-27000,2864,27000,-2454,1800,-13500,-27000,-27000,-27000,-19500,-27000,3201,1
0,-27000,-11571,-23823,-27000,-27000,-27000,-3352,27000,17181,23400,-13500,-27000,-27000,-27000,-17370,-5400,3204,1
-13500,-27000,-11571,-20647,-27000,-27000,-27000,-14932,27000,2454,-12600,-13500,-27000,-27000,-27000,-15795,-27000,3210,1
0,-27000,-27000,-23823,-9000,-27000,-27000,-18223,27000,2454,-18000,-13500,-27000,-27000,-27000,-16290,-27000,3214,1
0,-27000,-19285,-27000,-27000,-27000,-27000,-26390,27000,7363,9000,-13500,-27000,-27000,-27000,-10300,-27000,3216,1
0,-27000,-27000,-17470,-27000,-27000,-27000,6033,27000,12272,9000,-13500,-27000,-27000,-27000,-16867,-16200,3220,1
0,-27000,-11571,-27000,-27000,-27000,-27000,-15419,27000,22090,7200,-13500,-27000,-27000,-27000,-18540,-5400,3221,1
-13500,-27000,-19285,-20647,-27000,-27000,-27000,-8227,27000,2454,-27000,-13500,-27000,-27000,-27000,-19500,-27000,3222,1
0,-27000,-19285,-23823,9000,-27000,-27000,9690,27000,2454,25200,-13500,-27000,-27000,-27000,-15500,-16200,3224,1
0,-27000,-19285,-20647,-9000,-27000,-27000,-4449,27000,27000,0,-13500,-27000,-27000,-27000,-19080,-27000,3228,1
0,-27000,-11571,-20647,-27000,-27000,-27000,-1523,-27000,12272,-18000,-13500,-27000,-27000,-27000,-18080,-27000,3229,1
13500,-27000,-27000,-23823,-27000,-27000,-18000,-21514,27000,27000,25200,-13500,-27000,-27000,-27000,-10260,-27000,3230,1
0,-27000,-27000,-17470,9000,-27000,-27000,-22855,-27000,12272,12600,-13500,-27000,-27000,-27000,-4533,-27000,3232,1
0,-27000,-27000,-20647,-27000,-27000,-27000,-8471,27000,7363,-10800,-13500,-27000,-27000,-27000,-15570,-16200,3235,1
-13500,-27000,-11571,-20647,-27000,-27000,-18000,-21027,27000,-12272,-10800,-13500,-27000,-27000,-27000,-15780,-27000,3239,1
0,-27000,-11571,-14294,-9000,-27000,-27000,-4449,27000,7363,21600,-13500,-27000,-27000,-27000,-20900,-27000,3241,1
0,-27000,-27000,-17470,-27000,-27000,-27000,-4693,27000,7363,-12600,-13500,-27000,-27000,-27000,-15800,-16200,3243,1
-13500,-27000,-11571,-14294,-27000,-27000,-27000,2864,27000,2454,-18000,-13500,-27000,-27000,-27000,-16000,-27000,3245,1
13500,-27000,-27000,-20647,-27000,-27000,-18000,-2742,27000,22090,0,-13500,-27000,-27000,-27000,-13000,-27000,3248,1
13500,-27000,-3857,-7941,-27000,-27000,-18000,-20905,27000,7363,10800,-13500,-27000,-27000,-27000,-11040,-27000,3251,1
0,-21600,-19285,-20647,-27000,-27000,-27000,-25902,27000,-12272,10800,-13500,-27000,-27000,-27000,-12100,-27000,3252,1
0,-21600,-19285,-20647,-27000,-27000,-18000,-18711,27000,-7363,-5400,-13500,-27000,-27000,-27000,-12960,-27000,3255,1
-13500,-27000,-19285,-20647,9000,-27000,-27000,-7374,27000,-17181,16200,-13500,-27000,-27000,-27000,-16500,-27000,3259,1
13500,-27000,-27000,-23823,-27000,-27000,-18000,-23221,27000,-12272,25200,-13500,-27000,-27000,-27000,-10170,-27000,3275,1
13500,-27000,-11571,-20647,-27000,-27000,-27000,-17613,27000,-7363,-1800,-13500,-27000,-27000,-27000,-11955,-16200,3277,1
-13500,-27000,-27000,-20647,-27000,-27000,-18000,-26634,27000,-7363,19800,-13500,-27000,-27000,-27000,-9400,-27000,3282,1
0,-27000,-11571,-14294,-9000,-27000,-27000,-11884,27000,27000,-21600,-13500,-27000,-27000,-27000,-19520,-27000,3284,1
-13500,-27000,-11571,-1588,-27000,-27000,-27000,-21514,27000,22090,-27000,-13500,-27000,-27000,-27000,-16862,-27000,3289,1
0,-27000,-11571,-11117,-27000,-27000,-18000,-1645,27000,7363,-5400,-13500,-27000,-27000,-27000,-19249,-27000,3290,1
0,-27000,-19285,-27000,-9000,-27000,-27000,-22124,27000,17181,-25200,-13500,-27000,-27000,-27000,-17280,-16200,3298,1
13500,-27000,-19285,-11117,-27000,-27000,-18000,-12006,27000,12272,7200,-13500,-27000,-27000,-27000,-10800,-27000,3303,1
0,-16200,-19285,-20647,-27000,-27000,0,-15297,27000,17181,21600,-13500,-27000,-27000,-27000,-10710,-16200,3306,1
0,-27000,-27000,-23823,-9000,-27000,-27000,-22611,27000,-22090,-5400,-13500,-27000,-27000,-27000,-20250,-27000,3310,1
0,-21600,-19285,-20647,-27000,-27000,-27000,-12738,27000,12272,0,-13500,-27000,-27000,-27000,-12419,-16200,3316,1
0,-27000,-27000,-17470,-9000,-27000,-27000,-22489,27000,27000,-14400,-13500,-27000,-27000,-27000,-18200,-27000,3317,1
0,-27000,-27000,-17470,-27000,-27000,-27000,-2255,27000,7363,-12600,-13500,-27000,-27000,-27000,-17370,-27000,3318,1
-13500,-27000,-11571,-23823,-27000,-27000,-27000,-22367,27000,-2454,5400,-13500,-27000,-27000,-27000,-18900,-27000,3319,1
0,-27000,-19285,-20647,-27000,-27000,-18000,-26024,27000,-17181,-9000,-13500,-27000,-27000,-27000,-14600,-27000,3321,1
