no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,RowNum,booking_status
0,-21600,-19285,-20647,-27000,-27000,0,-26512,-27000,12272,-3600,-27000,-27000,-27000,-27000,-5867,-16200,27955,0
-13500,-27000,-19285,-23823,-27000,-27000,9000,-25659,27000,2454,3600,-27000,-27000,-27000,-27000,-8900,-27000,27957,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-19564,-27000,17181,14400,-13500,-27000,-27000,-27000,-18925,-16200,27958,0
-13500,-27000,-27000,-14294,9000,-27000,-27000,9081,27000,12272,9000,-27000,-27000,-27000,-27000,-17400,-27000,27960,0
0,-27000,-11571,-27000,-27000,-27000,-27000,-19564,-27000,17181,-21600,-27000,-27000,-27000,-27000,-17900,-27000,27962,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-25902,27000,-7363,1800,-13500,-27000,-27000,-27000,-16374,-16200,27964,0
-13500,-27000,-27000,-20647,9000,-27000,-27000,4327,-27000,2454,-27000,-27000,-27000,-27000,-27000,-19000,-27000,27966,0
0,-27000,-19285,-17470,-9000,-27000,-27000,-17370,27000,22090,1800,-13500,-27000,-27000,-27000,-19520,-16200,27969,0
0,-27000,-11571,-27000,-9000,-27000,-27000,-23221,27000,7363,21600,-13500,-27000,-27000,-27000,-16695,-27000,27971,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-26146,27000,-17181,-10800,-13500,-27000,-27000,-27000,-16367,-16200,27972,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-27000,-27000,12272,-19800,-13500,-27000,-27000,-27000,-12700,-16200,27973,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-18101,-27000,22090,14400,-27000,-27000,-27000,-27000,-18433,-27000,27977,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26024,-27000,22090,18000,-13500,-27000,-27000,-27000,-20763,-27000,27979,0
0,-27000,-27000,-17470,-9000,-27000,-27000,-21636,27000,17181,7200,-13500,-27000,-27000,-27000,-15630,-16200,27980,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26878,27000,12272,7200,13500,-27000,-27000,-27000,-17500,-27000,27983,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-26756,27000,27000,0,-13500,-27000,-27000,-27000,-19200,-16200,27985,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-22124,27000,17181,-5400,-13500,-27000,-27000,-27000,-18684,-16200,27987,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-4449,27000,2454,-14400,-13500,-27000,-27000,-27000,-19997,-5400,27988,0
0,-27000,-19285,-20647,-9000,-27000,-27000,-19198,27000,-12272,23400,-13500,-27000,-27000,-27000,-15390,-16200,27989,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-3595,27000,-2454,14400,-27000,-27000,-27000,-27000,-17500,-27000,27990,0
0,-27000,-11571,-23823,-27000,-27000,-18000,5790,27000,2454,-10800,-27000,-27000,-27000,-27000,-19112,-27000,27992,0
0,-21600,-27000,-14294,-27000,-27000,-27000,-15785,27000,27000,-16200,-13500,-27000,-27000,-27000,-16630,-5400,27993,0
-13500,-27000,-19285,-20647,-27000,-27000,-27000,-22124,27000,22090,-16200,-13500,-27000,-27000,-27000,-10080,-27000,27994,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26390,-27000,17181,9000,-13500,-27000,-27000,-27000,-27000,-27000,27996,0
0,-21600,-19285,-20647,9000,-27000,-27000,-19442,27000,27000,12600,-13500,-27000,-27000,-27000,-15812,-16200,27997,0
0,-27000,-19285,-23823,-27000,-27000,-27000,-5058,27000,-7363,-25200,-27000,-27000,-27000,-27000,-17000,-16200,27998,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-26390,-27000,12272,-23400,-13500,-27000,-27000,-27000,-15233,-5400,27999,0
0,-27000,-27000,-11117,-27000,-27000,-27000,-21758,27000,-27000,5400,-13500,-27000,-27000,-27000,-19231,-16200,28000,0
0,-27000,-11571,-17470,-27000,-27000,-27000,-23586,-27000,12272,5400,-13500,-27000,-27000,-27000,-15344,-5400,28002,0
0,-21600,-11571,-23823,-27000,-27000,-27000,-22611,27000,2454,-25200,-13500,-27000,-27000,-27000,-11790,-5400,28003,0
13500,-27000,-19285,-14294,-27000,27000,-18000,-9325,27000,7363,-14400,-13500,-27000,-27000,-27000,-12190,-5400,28004,0
0,-27000,-11571,-27000,-27000,-27000,-27000,-20417,27000,17181,-25200,-13500,-27000,-27000,-27000,-15120,-5400,28005,0
0,-27000,-27000,-17470,9000,27000,-18000,-26146,27000,-12272,9000,-13500,-27000,-27000,-27000,-8700,-16200,28006,0
0,-27000,-11571,-14294,-9000,-27000,-27000,-26634,27000,-7363,-5400,-13500,-27000,-27000,-27000,-14767,-5400,28008,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-22489,27000,17181,-5400,-27000,-27000,-27000,-27000,-16500,-27000,28009,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-22489,27000,17181,-5400,-27000,-27000,-27000,-27000,-16500,-27000,28010,0
0,-27000,-27000,-20647,-9000,-27000,-27000,-22977,27000,12272,-12600,-13500,-27000,-27000,-27000,-14490,5400,28011,0
0,-27000,-19285,-20647,-27000,-27000,-27000,4205,-27000,12272,-3600,-27000,-27000,-27000,-27000,-19333,-27000,28012,0
13500,-27000,-11571,-17470,-27000,-27000,-18000,-19198,27000,17181,-1800,-13500,-27000,-27000,-27000,-16035,-16200,28013,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-25171,27000,-22090,-25200,0,-27000,-27000,-27000,-20500,-27000,28014,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-17735,27000,-12272,-7200,-13500,-27000,-27000,-27000,-17370,-16200,28017,0
-13500,-27000,-19285,-27000,-27000,-27000,-27000,-25049,27000,27000,-21600,0,27000,-6230,23275,-20500,-5400,28019,0
-13500,-27000,-19285,-17470,-27000,-27000,-27000,-12616,27000,-2454,-18000,-27000,-27000,-27000,-27000,-16000,-27000,28020,0
0,-27000,-11571,-23823,-27000,-27000,-27000,-60,-27000,17181,-10800,-27000,-27000,-27000,-27000,-20500,-27000,28021,0
0,-27000,-11571,-23823,-27000,-27000,-18000,-24683,27000,22090,-7200,-13500,-27000,-27000,-27000,-15067,-5400,28024,0
13500,-27000,-27000,-17470,-27000,-27000,-27000,-7862,27000,27000,-14400,-27000,-27000,-27000,-27000,-17735,-27000,28025,0
0,-27000,-27000,-14294,-27000,-27000,-9000,-25659,-27000,12272,-14400,-27000,-27000,-27000,-27000,-19106,-16200,28030,0
0,-16200,-27000,-20647,9000,-27000,0,-17248,27000,22090,-9000,-13500,-27000,-27000,-27000,-6210,-16200,28031,0
0,-27000,-27000,-17470,-27000,-27000,-18000,-22611,27000,12272,21600,-13500,-27000,-27000,-27000,-12240,-5400,28033,0
0,-27000,-11571,-23823,9000,-27000,-27000,-22367,27000,22090,18000,-13500,-27000,-27000,-27000,-16613,-16200,28034,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-14932,27000,-22090,5400,0,-27000,-27000,-27000,-18900,-27000,28035,0
0,-27000,-27000,-17470,-9000,-27000,-27000,-10056,27000,-2454,-1800,-13500,-27000,-27000,-27000,-15390,-5400,28036,0
0,-27000,-19285,-27000,-27000,-27000,-18000,-27000,27000,7363,23400,-13500,-27000,-27000,-27000,-10600,-27000,28038,0
-13500,-21600,-11571,-14294,-27000,-27000,-27000,-9325,27000,-12272,23400,-13500,-27000,-27000,-27000,-20044,-27000,28039,0
-13500,-27000,-27000,-23823,-9000,-27000,-27000,-26878,27000,2454,7200,-13500,-27000,-27000,-27000,-17100,-16200,28040,0
0,-27000,-11571,-20647,-9000,-27000,-27000,-18467,27000,27000,-23400,-13500,-27000,-27000,-27000,-19520,-5400,28041,0
-13500,-27000,-19285,-14294,-27000,-27000,-27000,-16395,27000,-17181,-12600,-13500,-27000,-27000,-27000,-21633,-16200,28042,0
13500,-27000,-11571,-23823,-27000,-27000,-18000,-18223,27000,-7363,-27000,-13500,-27000,-27000,-27000,-11069,-5400,28043,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26634,27000,22090,14400,0,27000,-27000,-21413,-20500,-16200,28045,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-26390,27000,-22090,0,-13500,-27000,-27000,-27000,-17900,-27000,28046,0
0,-21600,-11571,-17470,-27000,-27000,-18000,-15297,-27000,27000,19800,-27000,-27000,-27000,-27000,-19500,-16200,28047,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26878,27000,-17181,-25200,0,27000,-27000,-16758,-20500,-16200,28049,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-3595,27000,-2454,14400,-27000,-27000,-27000,-27000,-17500,-27000,28051,0
0,-27000,-27000,-14294,-27000,-27000,-27000,-24562,-27000,12272,-25200,-13500,-27000,-27000,-27000,-18915,-5400,28052,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-20173,27000,-2454,-14400,-27000,-27000,-27000,-27000,-15000,-27000,28054,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-26878,27000,12272,-27000,-13500,-27000,-27000,-27000,-12100,-16200,28055,0
-13500,-27000,-27000,-17470,-27000,-27000,9000,-26512,27000,2454,5400,0,-27000,-27000,-27000,-12300,-27000,28057,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-8593,27000,-27000,5400,-27000,-27000,-27000,-27000,-19900,-27000,28058,0
0,-27000,-27000,-20647,9000,-27000,-27000,-22246,-27000,7363,-3600,-27000,-27000,-27000,-27000,-16850,-27000,28060,0
13500,-27000,-11571,-27000,-27000,-27000,-18000,-21027,27000,7363,9000,-13500,-27000,-27000,-27000,-10170,-5400,28061,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-16273,-27000,27000,-21600,27000,-27000,-27000,-27000,-27000,-27000,28062,0
13500,-27000,-19285,-20647,-27000,-27000,-18000,-25781,27000,-12272,16200,-13500,-27000,-27000,-27000,-11300,5400,28063,0
0,-27000,-27000,-20647,9000,-27000,-27000,-27000,-27000,7363,-3600,-27000,-27000,-27000,-27000,-16100,-27000,28064,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-24318,-27000,7363,9000,-27000,-27000,-27000,-27000,-19500,-27000,28065,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-22489,27000,17181,-5400,-27000,-27000,-27000,-27000,-16500,-27000,28066,0
13500,-27000,-19285,-20647,-27000,-27000,-18000,1279,27000,27000,-19800,-13500,-27000,-27000,-27000,-15930,-5400,28067,0
-13500,-27000,-11571,-23823,-27000,-27000,-27000,-25659,27000,-22090,-5400,-13500,-27000,-27000,-27000,-20709,-16200,28068,0
0,-27000,-11571,-23823,-27000,-27000,-18000,-19564,-27000,22090,21600,-27000,-27000,-27000,-27000,-21000,-27000,28069,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-25781,27000,17181,-3600,-27000,-27000,-27000,-27000,-15100,-27000,28070,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-26878,-27000,17181,-25200,-27000,-27000,-27000,-27000,-17000,-27000,28071,0
0,-16200,-19285,-23823,-27000,-27000,0,-26268,27000,-12272,12600,-13500,-27000,-27000,-27000,-7400,-16200,28074,0
0,-27000,-11571,-11117,-27000,-27000,-27000,-26146,-27000,12272,-14400,-13500,-27000,-27000,-27000,-15829,-5400,28076,0
0,-27000,-27000,-14294,-27000,-27000,-27000,5911,27000,-12272,7200,-27000,-27000,-27000,-27000,-19000,-27000,28077,0
0,-27000,-19285,-14294,-27000,27000,-27000,-15663,27000,-2454,-27000,-13500,-27000,-27000,-27000,-14285,-27000,28078,0
0,-27000,-11571,-17470,-27000,-27000,-18000,-12372,27000,7363,3600,-13500,-27000,-27000,-27000,-17713,-5400,28079,0
0,-27000,-19285,-23823,-9000,-27000,-27000,-14566,27000,7363,-18000,-27000,-27000,-27000,-27000,-20625,-27000,28080,0
0,-27000,-27000,-14294,-27000,-27000,-27000,-15054,27000,-17181,0,-13500,-27000,-27000,-27000,-19605,-27000,28081,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-27000,-27000,22090,18000,27000,27000,-27000,-17689,-27000,-16200,28082,0
-13500,-27000,-27000,-20647,-9000,-27000,-27000,-16882,27000,-7363,3600,-13500,-27000,-27000,-27000,-18641,-27000,28083,0
0,-27000,-27000,-14294,-9000,-27000,-27000,-13591,27000,12272,-3600,-13500,-27000,-27000,-27000,-18310,-16200,28084,0
0,-27000,-27000,-17470,-9000,27000,-27000,-22733,27000,17181,19800,-13500,-27000,-27000,-27000,-15200,-5400,28090,0
0,-27000,-11571,-17470,-27000,-27000,-27000,-19930,-27000,17181,23400,-13500,-27000,-27000,-27000,-17253,-16200,28091,0
13500,-27000,-27000,-14294,-27000,-27000,-18000,-22733,27000,7363,0,-13500,-27000,-27000,-27000,-10170,-5400,28092,0
0,-27000,-27000,-17470,9000,-27000,-27000,-22611,-27000,17181,-5400,-27000,-27000,-27000,-27000,-15800,-27000,28093,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-23343,-27000,12272,9000,-13500,-27000,-27000,-27000,-15840,-16200,28094,0
0,-27000,-27000,-20647,9000,-27000,-27000,-22246,-27000,7363,-3600,-27000,-27000,-27000,-27000,-16850,-27000,28095,0
0,-27000,-19285,-27000,-9000,-27000,-27000,-26756,27000,-12272,3600,-13500,-27000,-27000,-27000,-18100,-27000,28096,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-22246,27000,-17181,-3600,-27000,-27000,-27000,-27000,-18500,-27000,28097,0
0,-27000,-11571,-17470,-27000,-27000,-27000,-21392,27000,-17181,-10800,-13500,-27000,-27000,-27000,-19265,-5400,28098,0
-13500,-27000,-27000,-20647,9000,-27000,-27000,8593,27000,2454,9000,-27000,-27000,-27000,-27000,-18000,-27000,28099,0
-13500,-27000,-19285,-23823,-27000,-27000,-27000,-12616,27000,-2454,-18000,-27000,-27000,-27000,-27000,-15100,-27000,28100,0
0,-27000,-27000,-20647,-9000,-27000,-27000,-20905,27000,-17181,-9000,-13500,-27000,-27000,-27000,-22140,-27000,28102,0
13500,-27000,-19285,-20647,-27000,-27000,-27000,-21027,27000,-17181,-21600,-13500,-27000,-27000,-27000,-15720,-16200,28103,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-23952,27000,-17181,-9000,-13500,-27000,-27000,-27000,-17400,-16200,28105,0
0,-27000,-27000,-23823,-27000,27000,18000,-26146,27000,-2454,-23400,27000,-27000,-27000,-27000,-27000,-5400,28108,0
0,-27000,-11571,-23823,-27000,-27000,-18000,-6033,27000,12272,3600,-27000,-27000,-27000,-27000,-17905,-16200,28110,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-21148,27000,-22090,-9000,-13500,-27000,-27000,-27000,-18070,-27000,28111,0
0,-21600,-27000,-17470,-27000,-27000,-27000,-17857,-27000,2454,21600,-13500,-27000,-27000,-27000,-17862,-27000,28112,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-22002,27000,27000,-25200,-13500,-27000,-27000,-27000,-18200,-16200,28113,0
-13500,-27000,-27000,-20647,-9000,-27000,-27000,-26024,27000,27000,0,-13500,-27000,-27000,-27000,-21560,-27000,28114,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-14200,27000,17181,-7200,-27000,-27000,-27000,-27000,-19500,-27000,28117,0
13500,-27000,-27000,-23823,-27000,-27000,-18000,-25659,27000,2454,9000,-13500,-27000,-27000,-27000,-7400,-5400,28118,0
0,-27000,-27000,-23823,9000,-27000,-27000,-20295,27000,-12272,-18000,-27000,-27000,-27000,-27000,-16600,-27000,28121,0
-13500,-21600,-11571,-14294,-27000,-27000,-27000,-9325,27000,-12272,23400,-13500,-27000,-27000,-27000,-20044,-27000,28122,0
0,-27000,-19285,-20647,-27000,-27000,-27000,6277,27000,17181,27000,-13500,-27000,-27000,-27000,-17970,-16200,28123,0
0,-27000,-19285,-14294,-27000,-27000,-27000,-17857,27000,-12272,-21600,-13500,-27000,-27000,-27000,-18245,-16200,28124,0
0,-27000,-11571,-17470,-27000,-27000,-18000,-12494,27000,17181,0,-13500,-27000,-27000,-27000,-13769,-5400,28125,0
0,-27000,-27000,-23823,-27000,-27000,-18000,-22489,27000,-7363,9000,-13500,-27000,-27000,-27000,-16189,-16200,28126,0
0,-27000,-27000,-14294,-27000,-27000,-18000,-26024,27000,-12272,-19800,-13500,-27000,-27000,-27000,-17783,-5400,28127,0
-13500,-27000,-19285,-27000,-27000,-27000,-27000,-26390,27000,-7363,-12600,27000,27000,-27000,-26068,-27000,-16200,28128,0
0,-27000,-27000,-11117,-27000,-27000,-18000,-22124,27000,7363,12600,-13500,-27000,-27000,-27000,-12060,-27000,28129,0
0,-27000,-19285,-23823,-27000,-27000,-27000,-22977,27000,-27000,16200,0,-27000,-27000,-27000,-20600,-27000,28130,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-22002,27000,7363,14400,-13500,-27000,-27000,-27000,-12490,-27000,28131,0
0,-27000,-19285,-11117,-27000,-27000,-18000,-26756,27000,-2454,-5400,-27000,-27000,-27000,-27000,-17905,-27000,28132,0
-13500,-27000,-27000,-20647,9000,-27000,-27000,4205,27000,-2454,-1800,-27000,-27000,-27000,-27000,-18000,-27000,28134,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-20539,27000,22090,16200,-27000,-27000,-27000,-27000,-19800,-27000,28135,0
0,-27000,-27000,-14294,-9000,-27000,-27000,-20661,27000,22090,12600,-13500,-27000,-27000,-27000,-19520,-16200,28136,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-24318,27000,-22090,-21600,-13500,-27000,-27000,-27000,-19840,-16200,28138,0
0,-27000,-11571,-11117,-27000,-27000,-18000,-18223,27000,12272,-7200,-13500,-27000,-27000,-27000,-12060,-27000,28139,0
0,-27000,-27000,-20647,9000,-27000,-27000,-17979,-27000,12272,3600,-27000,-27000,-27000,-27000,-16100,-27000,28140,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-25537,27000,7363,1800,27000,27000,-22846,-26068,-27000,-27000,28141,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-23952,-27000,22090,1800,-13500,-27000,-27000,-27000,-16900,-16200,28142,0
0,-27000,-27000,-14294,-27000,-27000,-9000,-15419,27000,27000,-16200,-13500,-27000,-27000,-27000,-19214,-16200,28143,0
0,-21600,-19285,-23823,-27000,-27000,-27000,-26146,27000,-12272,0,-13500,-27000,-27000,-27000,-13600,-16200,28144,0
-13500,-27000,-19285,-27000,-9000,-27000,-27000,-5058,27000,17181,-10800,-13500,-27000,-27000,-27000,-17190,-16200,28145,0
0,-27000,-11571,-11117,-27000,-27000,-27000,-25293,27000,-22090,-1800,-27000,-27000,-27000,-27000,-22657,-27000,28148,0
0,-27000,-19285,-27000,-9000,-27000,-27000,-27000,27000,-17181,19800,-13500,-27000,-27000,-27000,-18100,-27000,28154,0
-13500,-27000,-11571,-23823,-27000,-27000,-27000,-26878,-27000,7363,23400,-13500,-27000,-27000,-27000,-17400,-27000,28155,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-2133,-27000,17181,-12600,-27000,-27000,-27000,-27000,-19725,-27000,28157,0
0,-27000,-11571,-14294,-27000,-27000,-27000,-23830,27000,17181,0,-13500,-27000,-27000,-27000,-13100,-16200,28158,0
0,-27000,-11571,-23823,9000,-27000,-27000,-25659,-27000,7363,-1800,-27000,-27000,-27000,-27000,-17550,-27000,28160,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-26878,27000,-2454,-16200,27000,27000,-27000,-3724,-27000,5400,28161,0
-13500,-27000,-27000,-17470,-27000,27000,-27000,-23465,27000,-12272,-19800,0,27000,-27000,-25137,-20300,-27000,28162,0
0,-27000,-19285,-27000,-9000,-27000,-27000,-24683,27000,12272,16200,-13500,-27000,-27000,-27000,-14100,-5400,28164,0
0,-27000,-11571,-11117,-27000,-27000,-18000,-4814,27000,12272,10800,-27000,-27000,-27000,-27000,-17905,-16200,28165,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-13225,27000,-7363,-25200,-13500,-27000,-27000,-27000,-16470,-16200,28167,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-19808,27000,22090,-25200,-13500,-27000,-27000,-27000,-19890,-5400,28168,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-18589,27000,12272,-10800,-13500,-27000,-27000,-27000,-14490,-27000,28169,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-21392,27000,27000,-14400,-13500,-27000,-27000,-27000,-16740,-5400,28170,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26512,27000,22090,10800,0,27000,-27000,-25137,-20500,-27000,28172,0
-13500,-27000,-19285,-23823,-27000,-27000,-27000,-25415,27000,2454,-9000,0,-27000,-27000,-27000,-19100,-27000,28173,0
13500,-27000,-27000,-23823,9000,27000,-18000,-20783,27000,2454,12600,-13500,-27000,-27000,-27000,-4140,-5400,28174,0
0,-27000,-11571,-17470,-27000,-27000,-27000,-1158,27000,-7363,7200,-27000,-27000,-27000,-27000,-19200,-16200,28176,0
-13500,-27000,-19285,-23823,-27000,-27000,-27000,-16638,27000,27000,-23400,-13500,-27000,-27000,-27000,-17200,-27000,28177,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-26878,27000,-17181,-1800,-13500,-27000,-27000,-27000,-17300,-16200,28179,0
0,-27000,-27000,-17470,-9000,-27000,-27000,-13469,27000,12272,-27000,-13500,-27000,-27000,-27000,-18310,-16200,28180,0
0,-27000,-27000,-23823,-27000,27000,-18000,-8837,27000,2454,12600,-13500,-27000,-27000,-27000,-19215,-5400,28181,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-27000,27000,12272,23400,-13500,-27000,-27000,-27000,-16335,-27000,28182,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-23586,27000,27000,0,27000,-27000,-27000,-27000,-27000,-27000,28183,0
0,-27000,3857,-11117,-27000,-27000,-27000,-19442,-27000,12272,19800,-13500,-27000,-27000,-27000,-13849,5400,28185,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-27000,27000,17181,-19800,-13500,-27000,-27000,-27000,-17702,-27000,28186,0
0,-27000,-27000,-20647,-9000,-27000,-27000,-25659,27000,27000,25200,-13500,-27000,-27000,-27000,-15000,-16200,28187,0
0,-27000,-19285,-14294,-27000,-27000,-27000,1523,27000,27000,-7200,-13500,-27000,-27000,-27000,-19316,-16200,28188,0
0,-27000,-27000,-20647,-9000,-27000,-27000,-21027,27000,-7363,-18000,-27000,-27000,-27000,-27000,-18500,-27000,28189,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-17248,27000,-12272,-9000,-27000,-27000,-27000,-27000,-18925,-27000,28191,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-9203,-27000,27000,23400,-27000,-27000,-27000,-27000,-18500,-27000,28192,0
0,-27000,-11571,-20647,-27000,-27000,-18000,-23099,27000,12272,16200,-13500,-27000,-27000,-27000,-13522,-16200,28193,0
-13500,-27000,-19285,-23823,-27000,-27000,-27000,-25171,-27000,12272,-19800,-13500,-27000,-27000,-27000,-19685,-16200,28194,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-27000,27000,7363,14400,-13500,-27000,-27000,-27000,-19693,-27000,28195,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-8959,27000,7363,-12600,-13500,-27000,-27000,-27000,-15570,-16200,28196,0
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-8593,27000,-27000,5400,-27000,-27000,-27000,-27000,-19000,-27000,28200,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-20661,27000,22090,-3600,-27000,-27000,-27000,-27000,-19500,-16200,28201,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-15297,27000,22090,0,-13500,-27000,-27000,-27000,-18000,-27000,28203,0
0,-27000,-11571,-23823,-27000,-27000,-27000,-24562,27000,-22090,-16200,-13500,-27000,-27000,-27000,-17700,-5400,28205,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-12372,-27000,27000,23400,-13500,-27000,-27000,-27000,-19775,-16200,28207,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-7496,-27000,27000,25200,-27000,-27000,-27000,-27000,-19933,-27000,28209,0
0,-27000,-19285,-23823,-27000,-27000,-27000,-21270,-27000,12272,-19800,-13500,-27000,-27000,-27000,-18360,-16200,28210,0
0,-27000,-27000,-20647,9000,-27000,-27000,-17979,-27000,12272,3600,-27000,-27000,-27000,-27000,-16100,-27000,28211,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-21758,27000,22090,-9000,-13500,-27000,-27000,-27000,-19054,-16200,28212,0
0,-27000,-11571,-23823,-9000,-27000,-27000,-25902,27000,-27000,25200,-13500,-27000,-27000,-27000,-18900,-16200,28213,0
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-18345,27000,-2454,-3600,-27000,-27000,-27000,-27000,-15000,-27000,28214,0
-13500,-27000,-19285,-27000,-27000,-27000,-27000,-26756,27000,27000,3600,-13500,-27000,-27000,-27000,-18050,-5400,28215,0
0,-27000,-19285,-14294,9000,-27000,-27000,-23830,27000,-12272,3600,-27000,-27000,-27000,-27000,-13619,-27000,28216,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-11884,27000,7363,-27000,-13500,-27000,-27000,-27000,-16470,-16200,28217,0
-13500,-27000,-27000,-11117,-27000,-27000,-27000,-26024,27000,-17181,-27000,0,-27000,-27000,-27000,-20500,-27000,28218,0
13500,-27000,-27000,-20647,9000,27000,-18000,-22124,27000,7363,5400,-13500,-27000,-27000,-27000,-4140,-5400,28219,0
0,-21600,-27000,-23823,-27000,-27000,-27000,-21636,-27000,17181,27000,-13500,-27000,-27000,-27000,-17370,5400,28220,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-23343,27000,-17181,-21600,-13500,-27000,-27000,-27000,-18360,-27000,28221,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-16273,27000,27000,-25200,-13500,-27000,-27000,-27000,-21591,-27000,28222,0
0,-27000,-11571,-23823,-27000,-27000,-27000,-14688,27000,22090,18000,-13500,-27000,-27000,-27000,-18000,-5400,28223,0
0,-27000,-19285,-17470,-9000,-27000,-27000,-22489,27000,-22090,-1800,-13500,-27000,-27000,-27000,-20250,-16200,28224,0
-13500,-27000,-27000,-23823,-27000,-27000,-18000,-19076,-27000,22090,3600,-13500,-27000,-27000,-27000,-18810,-5400,28225,0
0,-27000,-11571,-14294,-27000,-27000,-27000,-12250,27000,22090,0,-13500,-27000,-27000,-27000,-20455,-16200,28226,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-21514,27000,-2454,5400,-13500,-27000,-27000,-27000,-19067,-16200,28227,0
0,-27000,-27000,-17470,-27000,-27000,-18000,-19686,27000,27000,-14400,-13500,-27000,-27000,-27000,-14400,5400,28228,0
0,-27000,-11571,-23823,-27000,-27000,-27000,-25171,27000,2454,-25200,-13500,-27000,-27000,-27000,-11900,-16200,28229,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-26024,27000,7363,0,-13500,-27000,-27000,-27000,-10000,-5400,28230,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-26878,-27000,12272,23400,0,-27000,-27000,-27000,-18500,-27000,28231,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-23221,27000,12272,0,-27000,-27000,-27000,-27000,-19500,-27000,28232,0
0,-16200,-27000,-20647,-27000,-27000,18000,-26146,27000,-7363,5400,-13500,-27000,-27000,-27000,2600,-5400,28234,0
