fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,RowNum,quality
949,-2047,1235,-2404,-2349,-1697,-2583,1098,-1407,-2160,-850,317,6
-1984,-1291,-3055,-2893,-2468,-1600,-2583,-116,332,-2082,-1650,318,6
86,-2315,845,-2404,-2468,-2861,-2882,1285,-588,-1654,-450,319,7
-1869,-2760,-650,-2938,-2696,-1309,-1848,-865,639,-2082,-550,320,5
603,-1023,1105,-1335,-2446,-2764,-2951,818,-793,-1848,1750,321,8
-776,-1157,-715,-2626,-2349,-2861,-2882,724,-25,-2276,-1350,322,5
-603,-979,-1885,-2448,-2327,-533,-1894,818,-486,-2276,-2050,323,5
776,-1202,1040,-2671,-2577,-2376,-2308,1847,-639,-2315,-2650,324,3
-603,-1869,130,-2626,-2479,-1988,-2859,257,-127,-2160,-350,325,6
-1121,-1046,-1820,-2493,-2436,-2764,-2951,537,-588,-2160,-2350,326,5
719,-2381,260,-2715,-2468,-2861,-3043,771,-2021,-1809,-2450,327,6
28,-1558,-520,-2760,-2631,-1309,-2216,537,-1100,-1732,-150,328,6
-834,-1736,-325,-2493,-2674,-2667,-2974,-1098,-281,-1459,2350,329,6
661,-2181,1235,-2715,-2403,-2764,-2905,1379,-1049,-2121,-2450,330,6
-891,-133,-3120,-3116,-2620,145,-2285,-865,-895,-2276,-1850,331,5
1581,-2359,975,-2493,-2371,-1891,-2308,1192,-1663,-2160,-1050,332,5
-373,-1380,-520,-2582,-2501,-921,-2193,-23,-895,-1770,-250,333,6
1294,-2136,325,-2493,-2479,-921,-1825,1145,-1151,-1342,-1250,334,6
-373,-756,-1690,-2671,-2436,-2861,-2744,818,-1202,-2199,-1450,335,5
-546,-2582,-585,-2760,-2392,-2764,-3020,444,-486,-1809,-1950,336,5
86,-2715,-65,-2849,-2566,-2764,-2928,303,-998,-408,-650,337,6
-488,-734,-2535,-2448,-2544,-2764,-2675,631,-946,-1809,-1550,338,6
201,-2537,-715,3249,-2631,-2764,-2859,2782,-1305,-1965,-2450,339,5
-488,-2448,390,-2404,-2512,-2764,-2997,-303,-1151,-953,50,340,8
201,-2181,650,-2671,-1730,-2667,-2974,724,-1714,-408,-2250,341,5
-28,-801,-715,-2804,-2794,-2764,-2997,257,-1049,-2705,-1650,342,5
-28,-912,-910,-2849,-2805,-2861,-3066,537,-1049,-2899,-1650,343,6
-546,-2047,-650,-2493,-2588,-2376,-2790,631,-179,-1615,-1450,344,6
-603,-1958,0,-2537,-2783,-2182,-2813,-865,-179,-1459,1650,345,7
-776,-2003,65,-2493,-2815,-2085,-2767,-958,-281,-1031,1750,346,7
-891,-712,-1235,-2315,-2446,-1115,-1527,1379,537,-1654,-50,347,6
-2157,-2047,-1755,44,-2826,-630,-1297,-865,332,-2393,450,348,6
258,-2226,195,-2493,-2620,-2861,-3020,70,-1151,-2004,-650,349,8
-1409,-1469,-1625,-2804,-2501,-1988,-2515,631,281,-2004,-2650,350,6
-1754,-2270,-1170,-2537,-2403,824,-792,-210,-281,-1459,-550,351,5
258,-2226,195,-2493,-2620,-2861,-3020,70,-1151,-2004,-650,352,8
-891,-712,-1235,-2315,-2446,-1115,-1527,1379,537,-1654,-50,353,6
-1409,-1469,-1625,-2804,-2501,-1988,-2515,631,281,-2004,-2650,354,6
86,-1825,1495,-734,-2577,339,-1642,911,-1049,-1226,350,355,7
86,-1825,1495,-734,-2577,339,-1642,911,-1049,-1226,350,356,7
143,-2715,-520,-2849,-2544,-2764,-2882,257,-844,-447,-850,357,7
-28,-1602,845,-2359,-2598,-2376,-2790,-116,-1100,-1498,850,358,7
86,-2715,-260,-2849,-2566,-2764,-2905,257,-639,-564,-850,359,7
546,-801,325,-2626,-2468,-2764,-3089,1379,-1049,-1770,-2150,360,6
1754,-2493,1625,-2404,-2468,-1115,-2400,724,-1714,-1887,-250,361,7
-143,-1157,-1235,-2671,-2403,-824,-1963,1098,-998,-2082,-1450,362,6
258,-2003,-130,-2715,-2023,-1891,-2262,444,-1765,-1381,-1950,363,6
143,-1513,910,-2582,-2219,-2764,-3043,116,-1458,-1965,150,364,7
143,-1513,910,-2582,-2219,-2764,-3043,116,-1458,-1965,150,365,7
-1006,-868,-65,-934,-2056,-48,80,1847,-332,-97,-2350,366,5
1294,-1113,-65,-1736,-2295,-2861,-3066,1847,-639,-1654,250,367,6
86,-1068,-65,-2715,-1209,-2861,-3020,1098,-1100,-2082,-3250,368,3
-258,-2671,-65,-2448,-2425,-1891,-2629,537,230,-1031,-1650,369,6
-546,-2003,-65,-2537,-2457,339,-126,350,-793,-2393,-2250,370,5
-603,-1869,-65,-2582,-2446,-1115,-723,257,-742,-2043,-2150,371,5
-1869,-2092,-65,-2537,-2327,-145,-1435,-397,76,-1537,-250,372,6
-201,-979,-1690,-2582,-2544,-2764,-2629,163,-1458,-2315,-2250,373,5
-661,-2804,-1690,-2715,-2533,-3250,-2744,911,179,-1148,-1350,374,6
949,-2092,-65,-2448,-2316,-2182,-2423,1379,-1100,-2160,-1350,375,5
949,-2092,-65,-2448,-2316,-2182,-2423,1379,-1100,-2160,-1350,376,5
28,-2582,-1690,-2715,-2598,-1891,-2629,-678,-793,-1965,1150,377,6
-143,-1647,-1690,-2448,-2273,-2085,-2652,1379,-486,-2354,-1650,378,6
-661,-2804,-1690,-2715,-2533,-3250,-2744,911,179,-1148,-1350,379,6
-201,-979,-1690,-2582,-2544,-2764,-2629,163,-1458,-2315,-2250,380,5
-1236,-111,-1690,-2715,-2468,-2861,-3089,70,-25,-1537,-950,381,6
1524,-2226,-65,-1068,-2664,-2861,-2583,1847,-895,-1965,350,382,7
546,-1558,1560,-1357,-2295,-2861,-2997,1192,-793,-2121,-450,383,5
-603,-1157,-1690,-2181,-2284,-1406,-2308,818,-588,-1926,-2050,384,5
-431,-1736,-65,-845,-2685,-2861,-2997,818,-844,-1693,-650,385,6
-546,-601,-1690,-2715,-2620,-2861,-2928,-210,-1305,-2238,-1750,386,5
546,-845,-1690,-2537,-2457,-1794,-2170,1052,-1612,-1732,-650,387,6
2329,-2404,1560,-2849,-2566,-2764,-3043,1847,-2635,-1459,-3250,388,6
-661,-1691,-65,-2493,-2360,339,-953,537,-1509,-2238,-2550,389,5
-1581,-1335,-1690,-2760,-2533,-2376,-2744,584,383,-1498,-2150,390,6
201,-2404,-65,-2537,-2653,-2764,-2905,771,-588,-1187,-950,391,6
1236,-2226,-65,-2493,-2522,-727,-1803,1098,-1305,-1615,-1250,392,6
-1984,-1513,-3185,-2715,-2577,-2473,-2813,-584,-230,-2354,-2150,393,6
-488,-1869,-1690,-2404,-2381,-1988,-2354,444,-946,-1693,-1650,394,6
-431,-1736,-1690,-2448,-2381,-1988,-2377,444,-1305,-1654,-1650,395,6
-3019,845,-1690,-2938,-2837,-242,-1182,-1706,1868,-2121,-150,396,5
3019,-912,-65,-1780,-2349,-2376,-2859,2782,-2328,-1654,-550,397,5
373,-1424,-65,-1602,-2099,-2376,-2997,1379,-1561,-2354,50,398,6
3077,-912,-65,-1780,-2349,-2376,-2859,2782,-2328,-1654,-550,399,5
1581,-1691,-65,-1736,-2457,-2764,-2308,2314,-383,-1887,1050,400,6
1409,-1113,-65,-2404,-2566,-2861,-2951,1098,-1202,-2315,-250,401,5
-719,-1380,-65,-2359,-2360,630,-861,537,-1509,-2160,-2450,402,5
-1524,-2493,-65,-2448,-2381,-921,-2009,23,-332,-2160,-1550,403,6
1581,-1691,-65,-1736,-2457,-2764,-2308,2314,-383,-1887,1050,404,6
1409,-1113,-65,-2404,-2566,-2861,-2951,1098,-1202,-2315,-250,405,5
-891,-667,-1690,-2537,-927,-2861,-3043,958,-281,-2199,-2650,406,6
-258,-1558,-65,-2493,-667,-2861,-2928,911,-332,-1459,-950,407,6
-2329,-2181,-1690,-2671,-2349,-1503,-2423,-1145,998,-2315,50,408,6
719,-2226,-65,-2181,-2620,-2376,-2537,1379,-281,-992,-650,409,6
-28,-2715,-65,-2582,-2566,-2376,-2744,350,-1202,-2160,-1250,410,5
-201,-1558,-1690,-2626,-2262,-2764,-3066,350,-179,-2510,-1650,411,4
-834,-1825,-65,-2404,-2479,-1600,-838,537,-383,-2199,-2150,412,5
-834,-1691,-65,-2359,-2457,-1697,-861,537,-435,-2199,-1850,413,5
201,-2404,-65,-2671,-2696,-1600,-2469,257,-1202,-2549,-1850,414,6
1179,-1558,-65,-2671,-2414,-2861,-3066,1379,-946,-2821,-2050,415,5
1179,-1558,-65,-2671,-2414,-2861,-3066,1379,-946,-2821,-2050,416,5
1006,-2537,-65,-2804,-2577,-2376,-2905,257,-2021,-1965,-1750,417,7
-1696,-534,-1690,-2804,-2208,-1600,-1045,-163,-588,-2238,-2350,418,5
-3019,-1914,-1690,-2760,-2729,-1503,-2239,-2501,1765,-1654,2350,419,8
-719,-1780,-65,-2493,-2468,-1309,-1665,771,-127,-2315,-1950,420,5
-2099,-2047,-65,-2893,-2620,-1115,34,-2267,-1305,-2588,-150,421,6
-719,-1780,-65,-2493,-2468,-1309,-1665,771,-127,-2315,-1950,422,5
-201,-1602,519,-2092,-2360,-2473,-2400,1379,-435,-2276,-2650,423,5
-776,-1135,-585,-133,-2446,-436,-884,1285,-537,-2315,-2350,424,5
1236,-2003,65,-2760,-2739,-2764,-2836,1098,-1714,-2199,-2350,425,6
-1006,-1179,-2080,-2715,-2533,-2861,-2698,-163,-895,-2666,-1850,426,6
-1466,-66,-3250,-2493,-2501,-2764,-3066,210,-383,-2510,-2350,427,5
-1121,-1202,-2405,-2359,-2338,-1988,-1940,631,-1049,-2121,-2550,428,6
-834,-1647,-585,-2181,-2381,-824,-2193,537,-332,-2471,-1150,429,6
-86,-890,-845,-1380,-2186,-2279,-1894,2782,-281,-2043,-1250,430,6
-2272,-2181,-2015,-2226,-2566,-1891,-2492,-678,946,-2510,1050,431,6
-834,-2715,260,-2537,-2479,-921,-2078,584,76,-2432,-2450,432,5
1696,-2092,325,-2448,-2501,-2861,-3020,1847,-2021,-2432,-2250,433,5
-1581,-934,-3250,-2582,-2544,-1600,-2721,-257,-281,-2199,-1650,434,6
-373,-1113,0,-2626,-2522,-630,-1757,1239,639,-2315,-1950,435,5
719,-2404,65,-2671,-2522,-1988,-2744,537,-1765,-914,-1850,436,6
603,-2136,-585,-2626,-2425,-2764,-3020,818,-1458,-1420,-2350,437,5
-1121,-1380,-1690,-2136,-2555,-1794,-815,257,-537,-2160,-2250,438,5
-1179,-1291,-1755,-2136,-2533,-1988,-999,257,-486,-2121,-2250,439,5
-143,-1202,-1820,-2804,-2512,-2473,-2652,163,-1253,-2393,-2150,440,5
-1984,-712,-3250,-1157,-2034,-1309,-2055,1239,435,-1732,-1450,441,5
-834,-1113,-1365,-2671,-2316,-2861,-3043,818,-76,-2627,-2550,442,5
-834,-1113,-1365,-2671,-2316,-2861,-3043,818,-76,-2627,-2550,443,5
-891,-1380,-1560,-2537,-2327,-2667,-2675,257,-537,-2199,-2350,444,6
-1524,-734,-1755,-2626,-2175,-1406,-1458,-303,-844,-2160,-2350,445,5
-891,-1380,-1560,-2537,-2327,-2667,-2675,257,-537,-2199,-2350,446,6
86,-2537,260,-2448,-2240,-2861,-2951,818,-639,-2082,-2150,447,5
-1524,-1958,-2340,-2315,-2436,-1309,-2400,-303,-281,-2315,-1150,448,6
-86,378,-1820,-2136,-2240,-2279,-1412,1847,281,-2043,-350,449,4
-1351,-2226,-1885,-2804,-2588,1115,-1045,-303,-537,-2276,-2150,450,5
-891,-44,-3250,-3027,-2674,-1018,-2629,-771,-537,-2393,-1950,451,5
-373,133,-1429,-2582,-2446,-436,-11,397,-690,-2471,-2250,452,5
-431,155,-1495,-2626,-2468,-339,-57,350,-690,-2471,-2250,453,5
-776,-2493,-975,-2804,-2653,-921,-2078,-23,-998,758,-1350,454,6
-201,-1380,-325,-2626,-2609,-1794,-2469,958,76,-2121,-2250,455,5
-201,-1380,-325,-2626,-2609,-1794,-2469,958,76,-2121,-2250,456,5
-201,-1380,-325,-2626,-2609,-1794,-2469,958,76,-2121,-2250,457,5
-1121,-22,-3185,-2671,-2620,-2861,-3066,-163,-281,-2276,-650,458,4
-891,-1647,-1300,-2404,-2664,-2376,-2744,-303,-230,-1926,-450,459,7
-2042,-1914,-1495,178,-2642,-1018,11,-1052,-1100,-2315,-350,460,6
258,-1869,-715,-2671,-2229,-2570,-2652,724,-2482,-2588,-2050,461,5
3250,-2181,975,-311,-2338,-1212,-1757,257,-2021,-1264,3250,462,5
-488,-2315,585,-2404,-2522,-2473,-2698,257,-1305,-2432,350,463,6
-949,-1691,-195,-2582,-2577,-2667,-2721,397,-1509,-2744,-2150,464,5
-316,-1335,-2145,-2359,-2436,-1406,-2170,1379,-1202,-2160,-2250,465,5
258,-1869,-715,-2671,-2229,-2570,-2652,724,-2482,-2588,-2050,466,5
1006,-1558,585,-3027,-2588,-1115,-2423,444,-2328,-1887,-1150,467,7
-1754,-1469,-2795,-3027,-2577,-2861,-2928,116,-281,-1381,-2050,468,6
-1754,-1469,-2795,-3027,-2577,-2861,-2928,116,-281,-1381,-2050,469,6
-1581,-1914,-1235,-2938,-2512,-1891,-2423,350,-332,-2043,-2650,470,5
-1754,-1246,-2860,-2938,-2555,-2473,-2767,70,-76,-1809,-2050,471,6
-488,-1157,-2340,-2760,-2468,-921,-2285,491,-1202,-2354,-1950,472,5
-1121,-1602,-910,-2849,-971,-2764,-3020,444,-998,-2199,-2150,473,6
603,-2270,-325,-2760,-2490,-2764,-3043,818,-2226,-1965,-2450,474,6
603,-2270,-325,-2760,-2490,-2764,-3043,818,-2226,-1965,-2450,475,6
-1179,-534,-1885,-2893,-2577,-2861,-3089,-116,-895,-2510,-2150,476,5
-1179,-534,-1885,-2893,-2577,-2861,-3089,-116,-895,-2510,-2150,477,5
316,-2003,-585,-2671,-2468,-2667,-2997,631,-1509,-1926,-2350,478,6
-949,-222,-2535,-2626,-2468,-2182,-2675,397,127,-2666,-1750,479,5
-1121,-311,-2600,-2493,-2501,1018,-1389,584,537,-2471,-1650,480,5
316,-2626,-325,-2181,-2729,-1406,-2262,70,-1253,-2432,-2050,481,5
-1294,-1780,-1755,-2671,-2360,-1794,-2721,-397,-844,-2627,-1450,482,6
-1006,-1736,-1235,-2648,-2533,-242,-2055,444,-230,-2432,-1850,483,5
-1236,-311,-1755,-2493,-2739,-2861,-3043,-23,-25,-2354,-350,484,5
-258,578,-1170,-2626,-2533,48,103,444,-639,-2666,-2250,485,5
-1236,-311,-1755,-2493,-2739,-2861,-3043,-23,-25,-2354,-350,486,5
-1466,-845,-2990,-2938,-2957,-2958,-3181,-397,127,-2705,-2250,487,5
-1236,-2092,-130,-2849,-1676,-2861,-2997,257,-383,-447,-2250,488,5
-603,311,-1690,-2493,-2436,-2182,-1251,1285,537,-2432,-1850,489,5
-949,-1602,65,-2760,1199,-1794,-1963,397,-1765,19,-2650,490,5
-719,-1647,-1170,-2404,-2468,-1309,-585,631,-281,-2121,-2250,491,5
-719,-1691,-1235,-2448,-2468,-1018,-516,631,-332,-2160,-2250,492,5
-2962,-1691,-3120,-3071,-3011,-1600,-2377,-2314,2687,-2121,1150,493,6
-1869,-890,-3120,-2715,-2664,-2570,-2813,70,486,-1926,-2150,494,6
-488,-1046,-1429,-2226,-2436,-1600,-1734,1379,-332,-2471,-1950,495,5
891,-2092,325,-2715,-2609,-2861,-2951,724,-1356,-2121,-850,496,6
201,756,-455,-2359,-2555,-824,-1366,631,-1509,-2315,-1550,497,6
-1869,-890,-3120,-2715,-2664,-2570,-2813,70,486,-1926,-2150,498,6
-1869,-934,-3120,-2715,-2653,-2473,-2859,-23,486,-1926,-2250,499,6
-1581,-2092,-130,-2493,-2588,-1212,-1458,70,-281,-1809,-2050,500,4
-661,-378,-2990,-2938,-2533,-2958,-3066,444,-435,-2432,-1950,501,4
-1064,823,-2275,-979,-2588,-2279,-2147,911,-25,-2627,-1750,502,5
-1869,-311,-2730,-2760,-2371,-2376,-2951,-678,127,-2705,-1650,503,5
-1639,-1602,-2015,-2315,-2544,-1794,-2537,-210,-25,-2549,-1150,504,5
-1409,-1357,-2470,-2537,-2642,-2279,-2583,-491,-179,-2160,-50,505,6
201,779,-455,-2404,-2512,-1309,-1458,678,-1612,-2315,-1550,506,5
-776,-1268,-1040,-2315,-2371,-1794,-815,1285,25,-2160,-2150,507,5
-201,-489,-1429,-2493,-2533,-1309,-1619,444,-486,-2549,-1850,508,5
-1524,-1736,-2535,-2493,-2522,-2182,-2262,-116,-844,-2315,-1650,509,5
-1064,-1291,-2990,-2760,-2490,-2376,-2882,257,-793,-2821,-2050,510,5
-1811,-845,-3250,-1914,-2446,-1697,-2354,257,435,-2432,-2150,511,5
-1064,-1291,-2990,-2760,-2490,-2376,-2882,257,-793,-2821,-2050,512,5
-776,-1647,-1690,-2381,-2360,48,-953,537,-1407,-2471,-2450,513,5
-1811,-2404,-1300,-2671,-2805,145,-470,-257,-2226,1770,-2150,514,5
-719,-845,-2145,-2315,-2544,-2861,-3089,257,-435,-2393,-1250,515,5
-1236,-578,-2665,-2404,-2468,-1600,-2262,1098,281,-1732,-550,516,6
-2214,-1246,-3120,-2849,-2653,-2958,-3135,-23,435,-1887,-2150,517,5
-2214,-1246,-3120,-2849,-2653,-2958,-3135,-23,435,-1887,-2150,518,5
-2214,66,-3055,-2226,-2609,-727,-2055,-958,1202,-2627,1050,519,6
-431,-1335,1040,-2626,819,-2182,-2537,537,-1049,-1926,-2050,520,5
-776,111,-2405,-2114,-2425,-2958,-3066,1098,332,-2510,-150,521,5
-1696,-66,-3055,-2715,-2381,-2376,-2951,-210,76,-2705,-2050,522,5
-1869,-1780,-1040,-2448,-2490,-1794,-1734,444,895,-2199,-2150,523,5
-1466,-1291,-1950,-2760,-2566,-2473,-2492,771,537,-2121,-2350,524,5
-1466,511,-2600,-2715,-2164,-2279,-2882,-350,-588,-2588,-2150,525,5
-1179,-1157,-3250,-2537,-2371,-1503,-2055,1379,639,-2004,-2350,526,6
-719,-712,-3250,-2582,-2425,-1503,-2515,911,-127,-2199,-2350,527,5
-1121,-400,-1365,-1780,-2566,-2182,-3020,-257,383,-1887,-150,528,6
-603,-1424,-1690,-2493,-2533,-630,-195,397,-844,-2315,-2150,529,5
488,-2047,260,-2448,-2349,-1309,-1068,1379,-1253,-2549,-2150,530,5
-1696,-1513,-2080,-2715,-2620,-2182,-2744,303,742,-1693,-2150,531,6
-1179,-2270,-780,-2537,-2512,-2182,-2078,350,-383,-2705,-2650,532,6
-1754,-1558,-2080,-2715,-2609,-2182,-2675,257,742,-1732,-2050,533,6
-1696,-1513,-2080,-2715,-2620,-2182,-2744,303,742,-1693,-2150,534,6
-1121,-890,-2600,-2359,-2414,-1697,-2469,444,-435,-2393,-2150,535,5
-1524,-1380,-2405,-2537,-2327,-1018,-1871,397,76,-2160,-2250,536,5
-1121,-890,-2600,-2359,-2414,-1697,-2469,444,-435,-2393,-2150,537,5
-1409,-1647,1170,-2893,1123,-1988,-2652,-210,-1458,-408,-2550,538,6
-1409,267,-2795,-2804,-2750,-1212,-2308,-865,690,-2860,-950,539,6
-2272,578,-3185,-2760,-2761,-1891,-2629,-1005,1151,-2744,-450,540,6
-1236,89,-3250,-2671,-2468,-2376,-2675,-210,-639,-2588,-1850,541,5
-1236,89,-3250,-2671,-2468,-2376,-2675,-210,-639,-2588,-1850,542,5
-834,-1914,-1885,-2537,-2381,-145,-1366,537,-946,-2510,-2450,543,5
-719,-1202,-1625,-2404,-2566,-2473,-999,350,-742,-2315,-1950,544,5
-546,-868,-1560,-2760,-2338,-2861,-2583,163,-639,-2899,-2050,545,5
-834,-667,-3250,-2893,-2631,-2570,-2951,-23,-332,-2471,-1650,546,6
-661,-756,-2535,-2404,-2371,-2279,-2377,865,-332,-2393,-2150,547,6
-603,-801,-2600,-2315,-2392,-2182,-2285,865,-332,-2432,-2150,548,6
-834,-1157,-2080,-2359,-2414,-2182,-1688,163,-1202,-2432,-2250,549,5
-1811,-1157,-3120,-2626,-2490,-1018,-1228,163,895,-2471,-1950,550,6
-1351,-578,-3185,-2804,-2555,-2667,-2652,-163,76,-2432,-2050,551,5
-1811,-1157,-3120,-2626,-2490,-1018,-1228,163,895,-2471,-1950,552,6
-488,-734,-1560,-2582,-2490,-1115,-103,350,-486,-2393,-2250,553,5
-431,-1246,-1495,-2626,-2490,-1115,-80,350,-537,-2393,-2250,554,5
-1351,-2003,-1365,-2849,-1676,-3250,-2377,116,-383,-953,-2150,555,6
-1754,667,-3250,-2315,-2273,-2667,-3020,-537,281,-2744,-1650,556,5
-1926,-957,-2145,-2582,-765,-2764,-2974,-444,127,-2238,-1350,557,6
-1121,-1869,-1300,-2136,-2522,-2667,-2606,397,-76,-2160,-1150,558,5
-1811,-1469,-3055,-2493,-2555,-1309,-1274,163,639,-2199,-1850,559,5
-1869,-1246,-3250,-2760,-1318,-2182,-2354,-116,-332,-2199,-2250,560,6
-2157,-1736,-2340,-2582,-2143,-2473,-2537,116,1458,-2004,-1850,561,5
-1811,-1157,-3185,-2537,-2544,-1406,-1435,210,895,-2238,-1850,562,5
-201,-2226,-585,-2626,-2479,-2279,-1986,537,-844,-2588,-2150,563,5
-143,-1291,-1690,-2671,-2522,-1503,-2055,958,-998,-2354,-1550,564,6
-143,-1291,-1690,-2671,-2522,-1503,-2055,958,-998,-2354,-1550,565,6
-949,-979,-2145,-2359,-2305,-1309,-654,444,-1458,-2510,-2350,566,5
-1639,-2136,-455,-2493,-2490,-1600,-1504,23,-230,-1887,-1950,567,6
-834,-934,-2145,-2359,-2468,-921,-401,537,-742,-2432,-2050,568,5
-1811,-1068,-3120,-2537,-2501,-1697,-1389,163,537,-2199,-1950,569,6
-1466,-1113,-3250,-2493,-2783,-2667,-3089,-303,25,-2354,-850,570,5
-86,-2582,260,-2626,-2674,-2667,-2790,-818,-1049,-2471,850,571,6
316,178,-1300,-2493,-1947,-2667,-2009,397,-1970,58,-1450,572,5
-891,-1736,-1235,-2537,-2012,-1018,-1917,210,-1407,-1654,-2050,573,5
-546,-2136,-390,-2938,-2967,-1309,-2423,-818,-690,-1381,-850,574,7
-488,-1558,-1040,-2047,-2490,-2861,-3066,771,-435,-2510,-950,575,6
-949,-1335,-2665,-2181,-2642,-2570,-2997,116,-742,-2821,-1650,576,5
-2962,-1179,-3250,-2893,-2902,-1988,-1412,-2080,946,-875,1250,577,7
-1466,-1291,-2730,-2537,-2143,-1988,-2331,23,-690,-1965,-2050,578,6
-1064,-1469,-1820,-2448,-2468,-2958,-2974,-116,-588,-2315,-1750,579,6
-1064,-2671,-715,-2760,-2935,-2958,-3158,-1473,-537,-1770,850,580,7
-1639,-1424,-2470,-2804,-1589,-2958,-3112,-23,-588,-1187,-2450,581,5
-1524,-1647,-1235,-2404,-2620,-2958,-3043,-70,-793,-2393,-1350,582,6
-1696,-1602,-2600,-2493,-2642,-2958,-3066,-678,-383,-2705,-1150,583,5
1524,-1558,325,-2404,-2598,-2667,-2836,1379,-1458,-1887,-750,584,6
-1926,-2047,-1690,-2715,-2273,-2958,-3227,-1145,332,-2276,-250,585,4
1351,-1958,260,-2404,-2262,-1503,-2446,1098,-844,-1576,-350,586,6
-661,-845,-2275,-2226,-2327,-2473,-2032,1285,-486,-2432,-2050,587,5
-1869,-734,-3250,-2804,-2305,-2473,-2882,-444,-179,-2199,-1950,588,5
-3077,-1914,-3250,-2715,-2859,-1794,-2423,-2595,1714,-1654,2350,589,7
-2042,-1380,-2405,-2760,-2555,-1891,-2560,116,1202,-2043,-1850,590,5
-1811,-1647,-1429,-2404,-2642,-2764,-3020,-116,-690,-2471,-1350,591,5
-1581,-2582,-1040,-2626,-2837,-2958,-3204,-911,127,-2043,-650,592,7
-1811,-1736,-2340,-2404,-2555,-1891,-2537,-397,-76,-2627,-950,593,5
-1581,-734,-2795,-2537,-2750,-2861,-3181,-350,25,-2393,-750,594,4
-2502,-1068,-2730,-2715,-2609,-1794,-2836,-1519,946,-1537,-550,595,6
776,-1691,-390,-2938,-1785,145,-2216,631,25,-1187,-1750,596,4
-2042,-2537,-1429,-2582,-3250,145,-1090,-3016,-588,-3016,50,597,7
-2042,-2537,-1429,-2582,-3250,145,-1090,-3016,-588,-3016,50,598,7
-86,-2404,-975,-2938,-2566,-2473,-2744,-163,-690,-1303,-450,599,7
-2099,-845,-3250,-2315,-2132,-1309,-2675,-350,383,-2082,-1350,600,5
201,-1558,-325,-2493,-2088,-48,-1825,23,-742,-1732,-750,601,6
-1811,-734,-975,-2760,-2425,-2473,-1274,-350,-486,-2121,-2250,602,5
-2214,-934,-1885,-2849,-2501,-1988,-2675,-70,1100,-1965,-1850,603,5
-1639,-756,-2210,-2849,-2533,-2182,-2492,303,639,-1809,-1750,604,6
-2214,-934,-1885,-2849,-2501,-1988,-2675,-70,1100,-1965,-1850,605,5
-546,-1869,-390,-2804,-2457,-2473,-2882,23,-486,-2393,-2150,606,5
-546,-1869,-390,-2804,-2457,-2473,-2882,23,-486,-2393,-2150,607,5
-546,-2181,-715,-2982,-2512,630,-2124,-257,486,-1693,-750,608,6
-546,-2181,-715,-2982,-2512,630,-2124,-257,486,-1693,-750,609,6
-546,-2181,-715,-2982,-2512,630,-2124,-257,486,-1693,-750,610,6
-1179,-2626,-1040,-2537,-2588,-1794,-2308,-537,127,-1498,-350,611,7
834,-2537,-195,-2893,-2794,-1697,-2652,-70,-1151,-1926,-1050,612,7
-1754,-1023,-2860,-2448,-2544,-1891,-1435,210,690,-2432,-2150,613,5
-1581,-1914,-1170,-2448,-2653,-2667,-2813,-350,-690,-2821,-1250,614,5
-1754,-1023,-2860,-2537,-2533,-1697,-1458,210,690,-2471,-1950,615,5
-1754,-957,-2795,-2493,-2544,-1794,-1412,210,690,-2432,-1950,616,5
-1926,-1291,-3055,-2982,-2446,145,-2331,-865,793,-2315,-1050,617,5
-1696,-2226,-1690,-2760,-2653,-630,-2285,-584,281,-2432,-1650,618,4
-834,-2404,-650,-2404,-2197,-2667,-3020,-444,-332,-1459,150,619,7
-1466,-601,-3185,-2715,-2685,-339,-2400,-1566,179,-2315,150,620,6
-1524,-601,-3250,-2715,-2642,-436,-2583,-818,537,-2004,-250,621,6
-1064,-2404,-1365,-2270,-1275,-1988,-2790,-771,-793,-1498,350,622,6
-834,-1068,-2015,-1869,-2360,-436,-1803,397,-793,-2588,-1650,623,6
-776,-445,-2340,-2537,-2446,-2473,-2698,537,-179,-2043,-1150,624,5
-719,-222,-2470,-2582,-2479,-2570,-2744,631,-230,-2004,-1250,625,6
-1984,-1246,-3250,-2537,-2598,-242,-1917,-1005,281,-2354,-450,626,6
258,222,-1040,-712,-2164,-1115,-1113,2782,-793,-1887,-2350,627,5
-1754,-845,-3055,-2626,-2533,-1794,-1412,163,793,-2315,-1950,628,5
-86,-1780,-1755,-2804,-2490,-2376,-2974,303,-793,-2004,-2350,629,6
-1754,-845,-3055,-2626,-2533,-1794,-1412,163,793,-2315,-1950,630,5
-1754,-979,-3055,-2671,-2512,-1697,-1366,163,793,-2276,-1850,631,6
-1811,-1157,-3185,-2626,-2512,-727,-2400,-724,230,-2276,-950,632,6
-1121,-2404,-715,-2582,-2533,-1697,-2400,-1239,-332,-1537,850,633,7
-1811,-1157,-3185,-2626,-2512,-727,-2400,-724,230,-2276,-950,634,6
-1121,-2404,-715,-2582,-2533,-1697,-2400,-1239,-332,-1537,850,635,7
-776,-2404,-910,-2493,-2772,-2376,-2492,-678,127,-1848,150,636,5
-1639,-957,-2600,-2582,-2512,-1794,-2629,163,1049,-1848,-850,637,7
-1639,-957,-2600,-2582,-2512,-1794,-2629,163,1049,-1848,-850,638,7
